calibration_date,history_cutoff_date,effective_start_date,effective_end_date,forecast_mode,risk_alpha,validation_days,validation_start_date,validation_end_date,window_start_soc_kwh,candidate_soc_end_kwh,candidate_soc_path_kwh,mean_actual_cost_yuan,standard_error_yuan,mean_planned_cost_yuan,mean_emergency_cost_yuan,mean_unused_plan_kwh,mean_solve_seconds,used_full_day_actual_lp,future_actuals_in_optimizer,selection_criterion,one_se_threshold_yuan,selected,fallback_reason
2025-01-01,attachment1_fallback,2025-01-01,2025-01-14,m1,,0,none,none,6000.0,,,,,,,,,False,False,mean_actual_cost_sum_pq_plus_5pe,,True,insufficient_prior_14_day_window
2025-03-12,2025-03-11,2025-03-12,2025-03-25,m1,0.9,14,2025-02-26,2025-03-11,1200.0,1200.0,1200.000000;1200.000000;1200.000000;1200.000000;1200.143295;1200.000000;1201.170049;1200.000000;1200.000000;1200.000000;1200.265026;1200.000000;1200.000000;1200.000000;1200.000000,44591.20412116828,4273.363407253738,36848.49399071229,7742.710130455981,4695.113593946851,8.687016592972213,False,False,mean_actual_cost_sum_pq_plus_5pe,48457.90803234575,False,
2025-03-12,2025-03-11,2025-03-12,2025-03-25,m2,0.6,14,2025-02-26,2025-03-11,1200.0,1204.639153123966,1200.000000;1200.000000;1200.000000;1200.000000;1205.981870;1200.000000;1205.899221;1200.000000;1200.000000;1200.000000;1203.376656;1200.158190;1201.006042;1200.000000;1204.639153,44001.01172451511,4456.896307830641,36174.12437939687,7826.887345118232,4157.661122592394,8.50349588424433,False,False,mean_actual_cost_sum_pq_plus_5pe,48457.90803234575,True,
2025-03-12,2025-03-11,2025-03-12,2025-03-25,m2,0.7,14,2025-02-26,2025-03-11,1200.0,1204.639153123966,1200.000000;1200.000000;1200.000000;1200.000000;1205.981870;1200.000000;1205.899221;1200.000000;1200.000000;1200.000000;1203.376656;1200.158190;1201.006042;1200.000000;1204.639153,44067.84882318414,4392.804762606201,36297.819886489284,7770.028936694864,4215.179017785122,8.639850012355184,False,False,mean_actual_cost_sum_pq_plus_5pe,48457.90803234575,False,
2025-03-12,2025-03-11,2025-03-12,2025-03-25,m2,0.8,14,2025-02-26,2025-03-11,1200.0,1204.639153123966,1200.000000;1200.000000;1200.000000;1200.000000;1205.981870;1200.000000;1205.899221;1200.000000;1200.000000;1200.000000;1203.376656;1200.158190;1201.006042;1200.000000;1204.639153,44293.60093098824,4307.482580139229,36600.643921775125,7692.957009213125,4375.112171456759,8.622558363613539,False,False,mean_actual_cost_sum_pq_plus_5pe,48457.90803234575,False,
2025-03-12,2025-03-11,2025-03-12,2025-03-25,m2,0.9,14,2025-02-26,2025-03-11,1200.0,1204.639153123966,1200.000000;1200.000000;1200.000000;1200.000000;1205.981870;1200.000000;1205.899221;1200.000000;1200.000000;1200.000000;1203.376656;1200.158190;1201.006042;1200.000000;1204.639153,44553.16741879057,4226.281473410984,36920.857767778805,7632.309651011753,4554.380754759068,8.737649973822824,False,False,mean_actual_cost_sum_pq_plus_5pe,48457.90803234575,False,
2025-03-12,2025-03-11,2025-03-12,2025-03-25,m3,0.6,14,2025-02-26,2025-03-11,1200.0,1200.1844965458713,1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1206.596877;1200.000000;1200.000000;1200.000000;1204.491105;1205.535438;1200.924232;1200.000000;1200.184497,44043.12750131596,4333.447278377553,36071.35059662903,7971.7769046869225,4165.661345975349,4.209489151070427,False,False,mean_actual_cost_sum_pq_plus_5pe,48457.90803234575,False,
2025-03-12,2025-03-11,2025-03-12,2025-03-25,m3,0.7,14,2025-02-26,2025-03-11,1200.0,1200.1844965458713,1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1206.596877;1200.000000;1200.000000;1200.000000;1204.491105;1205.535438;1200.924232;1200.000000;1200.184497,44112.61694912674,4304.518913115146,36167.85468700052,7944.762262126213,4226.783440626377,4.232468410049997,False,False,mean_actual_cost_sum_pq_plus_5pe,48457.90803234575,False,
2025-03-12,2025-03-11,2025-03-12,2025-03-25,m3,0.8,14,2025-02-26,2025-03-11,1200.0,1200.1844965458713,1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1206.596877;1200.000000;1200.000000;1200.000000;1204.491105;1205.535438;1200.924232;1200.000000;1200.184497,44199.99491370078,4249.995520974261,36370.841339918356,7829.153573782429,4316.418658660375,4.196655169025429,False,False,mean_actual_cost_sum_pq_plus_5pe,48457.90803234575,False,
2025-03-12,2025-03-11,2025-03-12,2025-03-25,m3,0.9,14,2025-02-26,2025-03-11,1200.0,1200.1844965458713,1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1206.596877;1200.000000;1200.000000;1200.000000;1204.491105;1205.535438;1200.924232;1200.000000;1200.184497,44468.82230721503,4143.956967593686,36743.25357131658,7725.568735898455,4491.251582899843,4.202773002994945,False,False,mean_actual_cost_sum_pq_plus_5pe,48457.90803234575,False,
2025-03-26,2025-03-25,2025-03-26,2025-04-08,m1,0.6,14,2025-03-12,2025-03-25,1200.1844965458713,1200.0000000493026,1200.184497;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1211.189317;1200.000000;1203.729276;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000,39333.63860590675,3628.637044990835,32831.04066786275,6502.597938043999,3735.2564722025245,9.614279205777816,False,False,mean_actual_cost_sum_pq_plus_5pe,42612.81400778668,False,
2025-03-26,2025-03-25,2025-03-26,2025-04-08,m1,0.7,14,2025-03-12,2025-03-25,1200.1844965458713,1200.0000000493026,1200.184497;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1211.189317;1200.000000;1203.729276;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000,39382.83472801239,3515.023315391388,33022.658720734624,6360.176007277762,3826.7980927795047,9.527353652994082,False,False,mean_actual_cost_sum_pq_plus_5pe,42612.81400778668,False,
2025-03-26,2025-03-25,2025-03-26,2025-04-08,m1,0.8,14,2025-03-12,2025-03-25,1200.1844965458713,1200.0000000493026,1200.184497;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1211.189317;1200.000000;1203.729276;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000,39489.72563077217,3469.75664671713,33269.321664709125,6220.403966063038,3935.0407682421965,9.542276663331515,False,False,mean_actual_cost_sum_pq_plus_5pe,42612.81400778668,False,
2025-03-26,2025-03-25,2025-03-26,2025-04-08,m1,0.9,14,2025-03-12,2025-03-25,1200.1844965458713,1200.0000000493026,1200.184497;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1211.189317;1200.000000;1203.729276;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000,39873.87082260671,3387.9955650501856,33749.471368539285,6124.3994540674075,4247.820740816048,9.728732632543792,False,False,mean_actual_cost_sum_pq_plus_5pe,42612.81400778668,False,
2025-03-26,2025-03-25,2025-03-26,2025-04-08,m2,0.6,14,2025-03-12,2025-03-25,1200.1844965458713,1200.0000000493028,1200.184497;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1218.968733;1200.000000;1252.955744;1200.000000;1200.000000;1200.000000;1203.126104;1200.000000;1200.000000,39485.92157019714,3531.747082540222,32737.60109231486,6748.320477882277,3547.189901989689,9.655937475202206,False,False,mean_actual_cost_sum_pq_plus_5pe,42612.81400778668,False,
2025-03-26,2025-03-25,2025-03-26,2025-04-08,m2,0.7,14,2025-03-12,2025-03-25,1200.1844965458713,1200.0000000493028,1200.184497;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1218.968733;1200.000000;1252.955744;1200.000000;1200.000000;1200.000000;1203.126104;1200.000000;1200.000000,39613.17176449953,3460.9173690213297,32950.964095594136,6662.207668905403,3717.974864755742,9.70470095494446,False,False,mean_actual_cost_sum_pq_plus_5pe,42612.81400778668,False,
2025-03-26,2025-03-25,2025-03-26,2025-04-08,m2,0.8,14,2025-03-12,2025-03-25,1200.1844965458713,1200.0000000493028,1200.184497;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1218.968733;1200.000000;1252.955744;1200.000000;1200.000000;1200.000000;1203.126104;1200.000000;1200.000000,39827.90812544143,3415.0136981429787,33282.95974600653,6544.948379434899,3954.249601514311,9.802571626567183,False,False,mean_actual_cost_sum_pq_plus_5pe,42612.81400778668,False,
2025-03-26,2025-03-25,2025-03-26,2025-04-08,m2,0.9,14,2025-03-12,2025-03-25,1200.1844965458713,1200.0000000493028,1200.184497;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1218.968733;1200.000000;1252.955744;1200.000000;1200.000000;1200.000000;1203.126104;1200.000000;1200.000000,40265.38890982246,3309.4694874047814,33792.4114748166,6472.977435005856,4307.367251791154,9.799754278222931,False,False,mean_actual_cost_sum_pq_plus_5pe,42612.81400778668,False,
2025-03-26,2025-03-25,2025-03-26,2025-04-08,m3,0.6,14,2025-03-12,2025-03-25,1200.1844965458713,1200.0000000493028,1200.184497;1200.000000;1200.000000;1206.942344;1200.000000;1200.000000;1252.046019;1200.000000;1279.110509;1211.200829;1210.790343;1200.000000;1206.975700;1200.000000;1200.000000,39020.203903542795,3592.6101042438795,32304.265958743377,6715.937944799414,3043.2247003054504,4.7042624378809705,False,False,mean_actual_cost_sum_pq_plus_5pe,42612.81400778668,True,
2025-03-26,2025-03-25,2025-03-26,2025-04-08,m3,0.7,14,2025-03-12,2025-03-25,1200.1844965458713,1200.0000000493028,1200.184497;1200.000000;1200.000000;1206.942344;1200.000000;1200.000000;1252.046019;1200.000000;1279.110509;1211.200829;1210.790343;1200.000000;1206.975700;1200.000000;1200.000000,38970.03285336483,3535.9108111187975,32403.79027773099,6566.242575633842,3093.9383825668056,4.664365662307579,False,False,mean_actual_cost_sum_pq_plus_5pe,42612.81400778668,False,
2025-03-26,2025-03-25,2025-03-26,2025-04-08,m3,0.8,14,2025-03-12,2025-03-25,1200.1844965458713,1200.0000000493028,1200.184497;1200.000000;1200.000000;1206.942344;1200.000000;1200.000000;1252.046019;1200.000000;1279.110509;1211.200829;1210.790343;1200.000000;1206.975700;1200.000000;1200.000000,39108.37003381383,3433.4660456644287,32711.006659484276,6397.36337432956,3290.626248843081,4.704190757287766,False,False,mean_actual_cost_sum_pq_plus_5pe,42612.81400778668,False,
2025-03-26,2025-03-25,2025-03-26,2025-04-08,m3,0.9,14,2025-03-12,2025-03-25,1200.1844965458713,1200.0000000493028,1200.184497;1200.000000;1200.000000;1206.942344;1200.000000;1200.000000;1252.046019;1200.000000;1279.110509;1211.200829;1210.790343;1200.000000;1206.975700;1200.000000;1200.000000,39705.434751156674,3226.240490189483,33562.86597532818,6142.568775828496,3937.6837363831955,4.72529716677049,False,False,mean_actual_cost_sum_pq_plus_5pe,42612.81400778668,False,
2025-04-09,2025-04-08,2025-04-09,2025-04-22,m1,0.6,14,2025-03-26,2025-04-08,1200.0000000493028,1200.0000000493028,1200.000000;1200.000000;1203.191867;1200.000000;1200.000000;1200.000000;1224.191106;1207.758113;1200.000000;1200.000000;1209.504637;1218.124197;1223.056584;1205.576607;1200.000000,38733.64380735829,3721.2203197324366,29310.47181449419,9423.17199286411,2693.8777630885875,10.158474518755352,False,False,mean_actual_cost_sum_pq_plus_5pe,41985.552072551945,False,
2025-04-09,2025-04-08,2025-04-09,2025-04-22,m1,0.7,14,2025-03-26,2025-04-08,1200.0000000493028,1200.0000000493028,1200.000000;1200.000000;1203.191867;1200.000000;1200.000000;1200.000000;1224.191106;1207.758113;1200.000000;1200.000000;1209.504637;1218.124197;1223.056584;1205.576607;1200.000000,38859.10764043795,3702.946791694276,29420.32417348272,9438.783466955229,2758.4302531542266,10.140883700036543,False,False,mean_actual_cost_sum_pq_plus_5pe,41985.552072551945,False,
2025-04-09,2025-04-08,2025-04-09,2025-04-22,m1,0.8,14,2025-03-26,2025-04-08,1200.0000000493028,1200.0000000493028,1200.000000;1200.000000;1203.191867;1200.000000;1200.000000;1200.000000;1224.191106;1207.758113;1200.000000;1200.000000;1209.504637;1218.124197;1223.056584;1205.576607;1200.000000,39500.83048847539,3594.480522464671,30047.559828790803,9453.270659684593,3337.178560448349,10.249095968719173,False,False,mean_actual_cost_sum_pq_plus_5pe,41985.552072551945,False,
2025-04-09,2025-04-08,2025-04-09,2025-04-22,m1,0.9,14,2025-03-26,2025-04-08,1200.0000000493028,1200.0000000493028,1200.000000;1200.000000;1203.191867;1200.000000;1200.000000;1200.000000;1224.191106;1207.758113;1200.000000;1200.000000;1209.504637;1218.124197;1223.056584;1205.576607;1200.000000,39942.65397038024,3509.779425599478,30539.60518624572,9403.048784134513,3625.4660506355544,10.220632624508912,False,False,mean_actual_cost_sum_pq_plus_5pe,41985.552072551945,False,
2025-04-09,2025-04-08,2025-04-09,2025-04-22,m2,0.6,14,2025-03-26,2025-04-08,1200.0000000493028,1200.0000000493028,1200.000000;1205.472202;1200.000000;1200.000000;1200.000000;1200.000000;1217.580039;1212.179337;1212.155981;1200.000000;1226.691592;1213.451326;1200.000000;1200.000000;1200.000000,38860.91040987497,3712.276939209662,29156.698164829915,9704.212245045055,2527.4130417044994,10.230531231654043,False,False,mean_actual_cost_sum_pq_plus_5pe,41985.552072551945,False,
2025-04-09,2025-04-08,2025-04-09,2025-04-22,m2,0.7,14,2025-03-26,2025-04-08,1200.0000000493028,1200.0000000493028,1200.000000;1205.472202;1200.000000;1200.000000;1200.000000;1200.000000;1217.580039;1212.179337;1212.155981;1200.000000;1226.691592;1213.451326;1200.000000;1200.000000;1200.000000,39103.12875995572,3661.2493843260286,29379.542134057487,9723.586625898239,2722.7392440419267,10.34331443049762,False,False,mean_actual_cost_sum_pq_plus_5pe,41985.552072551945,False,
2025-04-09,2025-04-08,2025-04-09,2025-04-22,m2,0.8,14,2025-03-26,2025-04-08,1200.0000000493028,1200.0000000493028,1200.000000;1205.472202;1200.000000;1200.000000;1200.000000;1200.000000;1217.580039;1212.179337;1212.155981;1200.000000;1226.691592;1213.451326;1200.000000;1200.000000;1200.000000,39458.62979259696,3559.334041412018,29796.679183214943,9661.950609382015,3068.7724191021834,10.190886584185396,False,False,mean_actual_cost_sum_pq_plus_5pe,41985.552072551945,False,
2025-04-09,2025-04-08,2025-04-09,2025-04-22,m2,0.9,14,2025-03-26,2025-04-08,1200.0000000493028,1200.0000000493028,1200.000000;1205.472202;1200.000000;1200.000000;1200.000000;1200.000000;1217.580039;1212.179337;1212.155981;1200.000000;1226.691592;1213.451326;1200.000000;1200.000000;1200.000000,40171.6864570871,3490.188023082466,30464.939043147755,9706.747413939343,3606.8326424420875,10.316930616340999,False,False,mean_actual_cost_sum_pq_plus_5pe,41985.552072551945,False,
2025-04-09,2025-04-08,2025-04-09,2025-04-22,m3,0.6,14,2025-03-26,2025-04-08,1200.0000000493028,1200.0000000493028,1200.000000;1200.000000;1203.619675;1200.000000;1203.583525;1200.000000;1214.649765;1202.663800;1206.297840;1200.000000;1204.690273;1207.429101;1202.260481;1204.744400;1200.000000,38283.58291228125,3701.969160270692,29086.29352788765,9197.289384393589,2333.091084852605,4.608739059638798,False,False,mean_actual_cost_sum_pq_plus_5pe,41985.552072551945,True,
2025-04-09,2025-04-08,2025-04-09,2025-04-22,m3,0.7,14,2025-03-26,2025-04-08,1200.0000000493028,1200.0000000493028,1200.000000;1200.000000;1203.619675;1200.000000;1203.583525;1200.000000;1214.649765;1202.663800;1206.297840;1200.000000;1204.690273;1207.429101;1202.260481;1204.744400;1200.000000,38362.77666170542,3661.725327748778,29229.725212967933,9133.05144873749,2466.3462805597674,4.6446460730429475,False,False,mean_actual_cost_sum_pq_plus_5pe,41985.552072551945,False,
2025-04-09,2025-04-08,2025-04-09,2025-04-22,m3,0.8,14,2025-03-26,2025-04-08,1200.0000000493028,1200.0000000493028,1200.000000;1200.000000;1203.619675;1200.000000;1203.583525;1200.000000;1214.649765;1202.663800;1206.297840;1200.000000;1204.690273;1207.429101;1202.260481;1204.744400;1200.000000,39006.79231397555,3543.2632676902526,29836.98983184149,9169.802482134057,3038.4139858352432,4.681059811796461,False,False,mean_actual_cost_sum_pq_plus_5pe,41985.552072551945,False,
2025-04-09,2025-04-08,2025-04-09,2025-04-22,m3,0.9,14,2025-03-26,2025-04-08,1200.0000000493028,1200.0000000493028,1200.000000;1200.000000;1203.619675;1200.000000;1203.583525;1200.000000;1214.649765;1202.663800;1206.297840;1200.000000;1204.690273;1207.429101;1202.260481;1204.744400;1200.000000,39500.1406639531,3489.5431752623367,30375.58514377849,9124.555520174612,3389.6790394001364,4.68796697153344,False,False,mean_actual_cost_sum_pq_plus_5pe,41985.552072551945,False,
2025-04-23,2025-04-22,2025-04-23,2025-05-06,m1,0.6,14,2025-04-09,2025-04-22,1200.0000000493028,1200.0000000493028,1200.000000;1220.978516;1243.300997;1205.986665;1229.386481;1236.746526;1225.587620;1210.926401;1200.000000;1249.008949;1235.489484;1221.230630;1200.000000;1221.729238;1200.000000,34109.009092688684,3409.0768331465943,27474.080426994165,6634.9286656945105,2111.3192425884176,10.668051381454072,False,False,mean_actual_cost_sum_pq_plus_5pe,37303.00348971566,False,
2025-04-23,2025-04-22,2025-04-23,2025-05-06,m1,0.7,14,2025-04-09,2025-04-22,1200.0000000493028,1200.0000000493028,1200.000000;1220.978516;1243.300997;1205.986665;1229.386481;1236.746526;1225.587620;1210.926401;1200.000000;1249.008949;1235.489484;1221.230630;1200.000000;1221.729238;1200.000000,34484.58238584788,3386.311195612775,27738.380139997993,6746.202245849888,2287.6215286635293,10.728927958166294,False,False,mean_actual_cost_sum_pq_plus_5pe,37303.00348971566,False,
2025-04-23,2025-04-22,2025-04-23,2025-05-06,m1,0.8,14,2025-04-09,2025-04-22,1200.0000000493028,1200.0000000493028,1200.000000;1220.978516;1243.300997;1205.986665;1229.386481;1236.746526;1225.587620;1210.926401;1200.000000;1249.008949;1235.489484;1221.230630;1200.000000;1221.729238;1200.000000,34904.65086468894,3292.7223748636206,28201.79359060591,6702.857274083033,2537.4005824941855,10.75477397017364,False,False,mean_actual_cost_sum_pq_plus_5pe,37303.00348971566,False,
2025-04-23,2025-04-22,2025-04-23,2025-05-06,m1,0.9,14,2025-04-09,2025-04-22,1200.0000000493028,1200.0000000493028,1200.000000;1220.978516;1243.300997;1205.986665;1229.386481;1236.746526;1225.587620;1210.926401;1200.000000;1249.008949;1235.489484;1221.230630;1200.000000;1221.729238;1200.000000,35530.362531884326,3166.5606890485255,29203.64184948857,6326.720682395747,2891.9375460473425,10.782667528517777,False,False,mean_actual_cost_sum_pq_plus_5pe,37303.00348971566,False,
2025-04-23,2025-04-22,2025-04-23,2025-05-06,m2,0.6,14,2025-04-09,2025-04-22,1200.0000000493028,1200.0000000493028,1200.000000;1209.063746;1230.130625;1200.000000;1225.221432;1244.218271;1209.554953;1226.218409;1200.000000;1252.768907;1230.963473;1214.490110;1200.000000;1217.326334;1200.000000,33866.30428529593,3375.67189313845,27576.514096166524,6289.790189129419,2140.018454655987,10.678107986513558,False,False,mean_actual_cost_sum_pq_plus_5pe,37303.00348971566,False,
2025-04-23,2025-04-22,2025-04-23,2025-05-06,m2,0.7,14,2025-04-09,2025-04-22,1200.0000000493028,1200.0000000493028,1200.000000;1209.063746;1230.130625;1200.000000;1225.221432;1244.218271;1209.554953;1226.218409;1200.000000;1252.768907;1230.963473;1214.490110;1200.000000;1217.326334;1200.000000,34291.75889376389,3338.567120338035,27828.687567948487,6463.0713258154055,2421.071320649418,10.63818089311826,False,False,mean_actual_cost_sum_pq_plus_5pe,37303.00348971566,False,
2025-04-23,2025-04-22,2025-04-23,2025-05-06,m2,0.8,14,2025-04-09,2025-04-22,1200.0000000493028,1200.0000000493028,1200.000000;1209.063746;1230.130625;1200.000000;1225.221432;1244.218271;1209.554953;1226.218409;1200.000000;1252.768907;1230.963473;1214.490110;1200.000000;1217.326334;1200.000000,34793.559362243795,3297.260149672519,28279.804478086407,6513.754884157393,2615.0710559983745,10.716575414050437,False,False,mean_actual_cost_sum_pq_plus_5pe,37303.00348971566,False,
2025-04-23,2025-04-22,2025-04-23,2025-05-06,m2,0.9,14,2025-04-09,2025-04-22,1200.0000000493028,1200.0000000493028,1200.000000;1209.063746;1230.130625;1200.000000;1225.221432;1244.218271;1209.554953;1226.218409;1200.000000;1252.768907;1230.963473;1214.490110;1200.000000;1217.326334;1200.000000,35716.43204541567,3157.9258756539148,29479.956453856805,6236.47559155886,3189.120497147605,10.83057851967169,False,False,mean_actual_cost_sum_pq_plus_5pe,37303.00348971566,False,
2025-04-23,2025-04-22,2025-04-23,2025-05-06,m3,0.6,14,2025-04-09,2025-04-22,1200.0000000493028,1200.0000000493028,1200.000000;1200.000000;1224.960224;1201.393635;1208.413286;1205.193847;1219.648592;1249.248444;1200.000000;1243.690302;1223.687591;1215.423689;1200.000000;1209.339662;1200.000000,33862.368392927085,3440.6350967885737,27488.64556075153,6373.722832175553,2041.912925084187,4.685493783555493,False,False,mean_actual_cost_sum_pq_plus_5pe,37303.00348971566,True,
2025-04-23,2025-04-22,2025-04-23,2025-05-06,m3,0.7,14,2025-04-09,2025-04-22,1200.0000000493028,1200.0000000493028,1200.000000;1200.000000;1224.960224;1201.393635;1208.413286;1205.193847;1219.648592;1249.248444;1200.000000;1243.690302;1223.687591;1215.423689;1200.000000;1209.339662;1200.000000,34279.88111147331,3424.0209405785968,27806.02715389037,6473.853957582949,2113.852042328143,4.70518399069884,False,False,mean_actual_cost_sum_pq_plus_5pe,37303.00348971566,False,
2025-04-23,2025-04-22,2025-04-23,2025-05-06,m3,0.8,14,2025-04-09,2025-04-22,1200.0000000493028,1200.0000000493028,1200.000000;1200.000000;1224.960224;1201.393635;1208.413286;1205.193847;1219.648592;1249.248444;1200.000000;1243.690302;1223.687591;1215.423689;1200.000000;1209.339662;1200.000000,34721.44178616461,3309.9914730749824,28354.751821322374,6366.689964842241,2439.5131032556014,4.695992174537553,False,False,mean_actual_cost_sum_pq_plus_5pe,37303.00348971566,False,
2025-04-23,2025-04-22,2025-04-23,2025-05-06,m3,0.9,14,2025-04-09,2025-04-22,1200.0000000493028,1200.0000000493028,1200.000000;1200.000000;1224.960224;1201.393635;1208.413286;1205.193847;1219.648592;1249.248444;1200.000000;1243.690302;1223.687591;1215.423689;1200.000000;1209.339662;1200.000000,35437.85211793821,3181.109138938302,29397.056008572334,6040.796109365871,2892.618166607402,4.701493313249167,False,False,mean_actual_cost_sum_pq_plus_5pe,37303.00348971566,False,
2025-05-07,2025-05-06,2025-05-07,2025-05-20,m1,0.6,14,2025-04-23,2025-05-06,1200.0000000493028,1200.0,1200.000000;1257.880504;1237.626193;1218.245458;1200.273875;1200.000000;1226.890711;1214.877406;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000,39577.07894157413,3515.0024745826177,25890.856059279275,13686.22288229485,1338.2303030777296,9.89740191089056,False,False,mean_actual_cost_sum_pq_plus_5pe,42694.33204958785,False,
2025-05-07,2025-05-06,2025-05-07,2025-05-20,m1,0.7,14,2025-04-23,2025-05-06,1200.0000000493028,1200.0,1200.000000;1257.880504;1237.626193;1218.245458;1200.273875;1200.000000;1226.890711;1214.877406;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000,40069.968698564095,3464.611807922354,26362.81783225583,13707.150866308266,1475.979082270462,10.093568534083065,False,False,mean_actual_cost_sum_pq_plus_5pe,42694.33204958785,False,
2025-05-07,2025-05-06,2025-05-07,2025-05-20,m1,0.8,14,2025-04-23,2025-05-06,1200.0000000493028,1200.0,1200.000000;1257.880504;1237.626193;1218.245458;1200.273875;1200.000000;1226.890711;1214.877406;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000,40510.99263035651,3413.7625653603263,27050.200412190774,13460.79221816573,1739.4362026860217,10.176855975470971,False,False,mean_actual_cost_sum_pq_plus_5pe,42694.33204958785,False,
2025-05-07,2025-05-06,2025-05-07,2025-05-20,m1,0.9,14,2025-04-23,2025-05-06,1200.0000000493028,1200.0,1200.000000;1257.880504;1237.626193;1218.245458;1200.273875;1200.000000;1226.890711;1214.877406;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000,41074.99545739776,3297.833313898203,27936.61585153946,13138.37960585829,2355.7570175748324,9.975443468549722,False,False,mean_actual_cost_sum_pq_plus_5pe,42694.33204958785,False,
2025-05-07,2025-05-06,2025-05-07,2025-05-20,m2,0.6,14,2025-04-23,2025-05-06,1200.0000000493028,1200.0,1200.000000;1218.750646;1208.615320;1213.868334;1200.000000;1200.000000;1200.000000;1202.042114;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000,39492.89649623933,3413.705151480149,25991.088065643617,13501.80843059572,1405.0086727473122,10.031079992269431,False,False,mean_actual_cost_sum_pq_plus_5pe,42694.33204958785,False,
2025-05-07,2025-05-06,2025-05-07,2025-05-20,m2,0.7,14,2025-04-23,2025-05-06,1200.0000000493028,1200.0,1200.000000;1218.750646;1208.615320;1213.868334;1200.000000;1200.000000;1200.000000;1202.042114;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000,39794.171894842446,3356.967210087868,26397.97742275071,13396.19447209172,1519.7971270656456,10.123273271530966,False,False,mean_actual_cost_sum_pq_plus_5pe,42694.33204958785,False,
2025-05-07,2025-05-06,2025-05-07,2025-05-20,m2,0.8,14,2025-04-23,2025-05-06,1200.0000000493028,1200.0,1200.000000;1218.750646;1208.615320;1213.868334;1200.000000;1200.000000;1200.000000;1202.042114;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000,40181.34123349837,3297.8043742381556,26968.798949350785,13212.542284147594,1708.89889697336,10.131062095124175,False,False,mean_actual_cost_sum_pq_plus_5pe,42694.33204958785,False,
2025-05-07,2025-05-06,2025-05-07,2025-05-20,m2,0.9,14,2025-04-23,2025-05-06,1200.0000000493028,1200.0,1200.000000;1218.750646;1208.615320;1213.868334;1200.000000;1200.000000;1200.000000;1202.042114;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000,41189.35683391703,3128.5927826230595,28490.925865513545,12698.430968403492,2748.6189211182864,10.005392568402126,False,False,mean_actual_cost_sum_pq_plus_5pe,42694.33204958785,False,
2025-05-07,2025-05-06,2025-05-07,2025-05-20,m3,0.6,14,2025-04-23,2025-05-06,1200.0000000493028,1200.0,1200.000000;1200.000000;1243.722830;1220.524156;1207.156976;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000,39354.318133621484,3340.0139159663677,25865.021763868262,13489.296369753216,1229.29885564603,5.131195473522114,False,False,mean_actual_cost_sum_pq_plus_5pe,42694.33204958785,True,
2025-05-07,2025-05-06,2025-05-07,2025-05-20,m3,0.7,14,2025-04-23,2025-05-06,1200.0000000493028,1200.0,1200.000000;1200.000000;1243.722830;1220.524156;1207.156976;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000,39835.065188297165,3311.073934695032,26346.236761021522,13488.828427275634,1427.861722475263,5.164351465987108,False,False,mean_actual_cost_sum_pq_plus_5pe,42694.33204958785,False,
2025-05-07,2025-05-06,2025-05-07,2025-05-20,m3,0.8,14,2025-04-23,2025-05-06,1200.0000000493028,1200.0,1200.000000;1200.000000;1243.722830;1220.524156;1207.156976;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000;1200.000000,40535.4380039401,3274.694530623807,27228.60127987221,13306.836724067876,1813.6089925084925,5.1473395585947275,False,False,mean_actual_cost_sum_pq_plus_5pe,42694.33204958785,False,
