calibration_date,history_cutoff_date,effective_start_date,effective_end_date,forecast_mode,risk_alpha,load_mae_kwh,pv_mae_kwh,net_load_mae_kwh,quantile_coverage,mean_planned_cost_yuan,mean_emergency_cost_yuan,mean_unused_plan_kwh,mean_actual_cost_yuan,selected,selection_role
2025-05-21,2025-05-20,2025-05-21,2025-06-03,m1,0.9,24.362228337880286,28.977686581160242,44.90460914735687,0.429804618606702,29510.481974165483,12377.293710448941,2670.1419765872247,41887.775684614426,False,diagnostic_only
2025-05-21,2025-05-20,2025-05-21,2025-06-03,m2,0.6,25.981726992394176,30.568255274470893,47.87063059689153,0.4346305941358025,26847.75210362033,13356.344493542405,1261.328800349054,40204.09659716272,False,diagnostic_only
2025-05-21,2025-05-20,2025-05-21,2025-06-03,m2,0.7,25.981726992394176,30.568255274470893,47.87063059689153,0.4346305941358025,27133.11924793185,13320.870233973938,1336.9468501867416,40453.98948190579,False,diagnostic_only
2025-05-21,2025-05-20,2025-05-21,2025-06-03,m2,0.8,25.981726992394176,30.568255274470893,47.87063059689153,0.4346305941358025,27882.39360880491,13620.490770780798,1859.1101294985463,41502.884379585696,False,diagnostic_only
2025-05-21,2025-05-20,2025-05-21,2025-06-03,m2,0.9,25.981726992394176,30.568255274470893,47.87063059689153,0.4346305941358025,30168.093050933392,13609.59634835239,3725.169749873939,43777.68939928578,False,diagnostic_only
2025-05-21,2025-05-20,2025-05-21,2025-06-03,m3,0.6,22.827391107804225,28.95329765300217,43.92832850062594,0.4446476796737214,27323.69891648152,10459.721300256437,1137.0671037911907,37783.420216737955,False,diagnostic_only
2025-05-21,2025-05-20,2025-05-21,2025-06-03,m3,0.7,22.827391107804225,28.95329765300217,43.92832850062594,0.4446476796737214,27713.229439772986,10506.48266386624,1241.4767232571542,38219.71210363924,False,diagnostic_only
2025-05-21,2025-05-20,2025-05-21,2025-06-03,m3,0.8,22.827391107804225,28.95329765300217,43.92832850062594,0.4446476796737214,28603.922282456737,10483.881458426913,1757.1046459528222,39087.80374088366,False,diagnostic_only
2025-05-21,2025-05-20,2025-05-21,2025-06-03,m3,0.9,22.827391107804225,28.95329765300217,43.92832850062594,0.4446476796737214,29777.05285382478,10693.025526499445,2613.9237731818816,40470.07838032422,False,diagnostic_only
2025-06-04,2025-06-03,2025-06-04,2025-06-17,m1,0.6,27.508354910714292,35.22905871598639,56.16030531108277,0.466779651675485,27465.174819210926,18146.86532373129,884.1798509483611,45612.04014294221,False,diagnostic_only
2025-06-04,2025-06-03,2025-06-04,2025-06-17,m1,0.7,27.508354910714292,35.22905871598639,56.16030531108277,0.466779651675485,27899.815028257908,18123.96948525909,1118.119424448812,46023.784513517,False,diagnostic_only
2025-06-04,2025-06-03,2025-06-04,2025-06-17,m1,0.8,27.508354910714292,35.22905871598639,56.16030531108277,0.466779651675485,28897.46625779985,17970.5189191593,1795.3026291837675,46867.985176959155,False,diagnostic_only
2025-06-04,2025-06-03,2025-06-04,2025-06-17,m1,0.9,27.508354910714292,35.22905871598639,56.16030531108277,0.466779651675485,31057.114611420227,17264.544315001614,3284.655107191015,48321.658926421835,False,diagnostic_only
2025-06-04,2025-06-03,2025-06-04,2025-06-17,m2,0.6,27.80327712880291,37.072423296957666,58.46367970816799,0.47590456900352734,27430.50363784073,18759.993978789156,888.6756239517816,46190.49761662988,False,diagnostic_only
2025-06-04,2025-06-03,2025-06-04,2025-06-17,m2,0.7,27.80327712880291,37.072423296957666,58.46367970816799,0.47590456900352734,28023.791295899187,18529.38174144923,1213.3230292889916,46553.17303734842,False,diagnostic_only
2025-06-04,2025-06-03,2025-06-04,2025-06-17,m2,0.8,27.80327712880291,37.072423296957666,58.46367970816799,0.47590456900352734,28994.457948964417,18442.180345405104,1883.5599312504169,47436.63829436952,False,diagnostic_only
2025-06-04,2025-06-03,2025-06-04,2025-06-17,m2,0.9,27.80327712880291,37.072423296957666,58.46367970816799,0.47590456900352734,30560.011996181416,17629.127380718444,2965.775584362797,48189.13937689986,False,diagnostic_only
2025-06-04,2025-06-03,2025-06-04,2025-06-17,m3,0.6,27.697942599206346,33.841855338836915,54.831396452664386,0.4349337246472664,27655.564315998574,16610.10045950719,847.920679445857,44265.664775505764,True,diagnostic_only
2025-06-04,2025-06-03,2025-06-04,2025-06-17,m3,0.7,27.697942599206346,33.841855338836915,54.831396452664386,0.4349337246472664,28004.55899511438,17020.620046365828,1066.319628450113,45025.1790414802,False,diagnostic_only
2025-06-04,2025-06-03,2025-06-04,2025-06-17,m3,0.8,27.697942599206346,33.841855338836915,54.831396452664386,0.4349337246472664,29224.675637333778,16685.803156438487,1832.3379098365372,45910.47879377227,False,diagnostic_only
2025-06-04,2025-06-03,2025-06-04,2025-06-17,m3,0.9,27.697942599206346,33.841855338836915,54.831396452664386,0.4349337246472664,30833.681497607326,15875.740888451177,2895.0317521486154,46709.4223860585,False,diagnostic_only
2025-06-18,2025-06-17,2025-06-18,2025-07-01,m1,0.6,46.194500419560185,32.951466546201814,71.07589997017904,0.3515935019841269,34054.98283994113,26796.079801484775,769.6026573193168,60851.062641425895,True,diagnostic_only
2025-06-18,2025-06-17,2025-06-18,2025-07-01,m1,0.7,46.194500419560185,32.951466546201814,71.07589997017904,0.3515935019841269,34829.37064447305,26166.789478694125,1020.2848025804121,60996.160123167196,False,diagnostic_only
2025-06-18,2025-06-17,2025-06-18,2025-07-01,m1,0.8,46.194500419560185,32.951466546201814,71.07589997017904,0.3515935019841269,36057.81479844341,25403.400757297353,1390.1223227663725,61461.21555574076,False,diagnostic_only
2025-06-18,2025-06-17,2025-06-18,2025-07-01,m1,0.9,46.194500419560185,32.951466546201814,71.07589997017904,0.3515935019841269,37106.09598138398,24939.111056820442,1857.2310419027467,62045.20703820442,False,diagnostic_only
2025-06-18,2025-06-17,2025-06-18,2025-07-01,m2,0.6,49.96680629133597,33.8675171709656,74.99845497685183,0.30311673280423274,33845.98243727722,28631.016857018174,806.6536463236672,62476.9992942954,False,diagnostic_only
2025-06-18,2025-06-17,2025-06-18,2025-07-01,m2,0.7,49.96680629133597,33.8675171709656,74.99845497685183,0.30311673280423274,34649.87280630619,27977.351945759456,1033.1490182441726,62627.22475206565,False,diagnostic_only
2025-06-18,2025-06-17,2025-06-18,2025-07-01,m2,0.8,49.96680629133597,33.8675171709656,74.99845497685183,0.30311673280423274,35669.38530158983,27427.363288555465,1460.0991476968015,63096.748590145275,False,diagnostic_only
2025-06-18,2025-06-17,2025-06-18,2025-07-01,m2,0.9,49.96680629133597,33.8675171709656,74.99845497685183,0.30311673280423274,36881.35208734847,27187.818526673007,2030.5402765002175,64069.170614021474,False,diagnostic_only
2025-06-18,2025-06-17,2025-06-18,2025-07-01,m3,0.6,41.5365255960648,31.29649872714711,64.33424767402445,0.3565710427689594,34757.190966652204,22905.37080066569,888.5007912637922,57662.56176731789,False,diagnostic_only
2025-06-18,2025-06-17,2025-06-18,2025-07-01,m3,0.7,41.5365255960648,31.29649872714711,64.33424767402445,0.3565710427689594,35364.888530569915,22748.523967913443,1043.6491657945703,58113.41249848336,False,diagnostic_only
2025-06-18,2025-06-17,2025-06-18,2025-07-01,m3,0.8,41.5365255960648,31.29649872714711,64.33424767402445,0.3565710427689594,36311.94024829,21976.267502113045,1393.9173336176002,58288.20775040305,False,diagnostic_only
2025-06-18,2025-06-17,2025-06-18,2025-07-01,m3,0.9,41.5365255960648,31.29649872714711,64.33424767402445,0.3565710427689594,37084.23826461618,21780.63950663302,1726.1736846546696,58864.877771249194,False,diagnostic_only
2025-07-02,2025-07-01,2025-07-02,2025-07-15,m1,0.6,29.546512657076715,31.642535571381327,47.39711490811602,0.6636973655202821,36757.40853993971,10762.508406261146,2004.87720993855,47519.91694620085,True,diagnostic_only
2025-07-02,2025-07-01,2025-07-02,2025-07-15,m1,0.7,29.546512657076715,31.642535571381327,47.39711490811602,0.6636973655202821,37693.42500887538,10876.834926025653,2442.3221934533426,48570.25993490103,False,diagnostic_only
2025-07-02,2025-07-01,2025-07-02,2025-07-15,m1,0.8,29.546512657076715,31.642535571381327,47.39711490811602,0.6636973655202821,38943.81005823218,10897.240260474817,3008.215090104994,49841.05031870698,False,diagnostic_only
2025-07-02,2025-07-01,2025-07-02,2025-07-15,m1,0.9,29.546512657076715,31.642535571381327,47.39711490811602,0.6636973655202821,39943.75042942451,10920.394229751344,3576.7648342034845,50864.14465917585,False,diagnostic_only
2025-07-02,2025-07-01,2025-07-02,2025-07-15,m2,0.6,29.999614992559525,32.48415221560846,48.624055311673274,0.6779582782186948,37181.50303780901,11419.86107675675,2453.4429059100758,48601.36411456575,False,diagnostic_only
2025-07-02,2025-07-01,2025-07-02,2025-07-15,m2,0.7,29.999614992559525,32.48415221560846,48.624055311673274,0.6779582782186948,38337.34544333281,11165.910372258444,2987.3051294743136,49503.255815591256,False,diagnostic_only
2025-07-02,2025-07-01,2025-07-02,2025-07-15,m2,0.8,29.999614992559525,32.48415221560846,48.624055311673274,0.6779582782186948,39104.251863813726,11167.155494341345,3267.3771102333476,50271.40735815507,False,diagnostic_only
2025-07-02,2025-07-01,2025-07-02,2025-07-15,m2,0.9,29.999614992559525,32.48415221560846,48.624055311673274,0.6779582782186948,40371.82754505288,11118.913952580257,3738.2233467719702,51490.74149763315,False,diagnostic_only
2025-07-02,2025-07-01,2025-07-02,2025-07-15,m3,0.6,28.439913439980156,31.6484337647038,47.559547261018984,0.6332809744268079,36979.534667978274,9106.622986899272,2055.2113990291855,46086.15765487754,False,diagnostic_only
2025-07-02,2025-07-01,2025-07-02,2025-07-15,m3,0.7,28.439913439980156,31.6484337647038,47.559547261018984,0.6332809744268079,37468.690245556885,9167.020779227993,2218.9655807190825,46635.71102478488,False,diagnostic_only
2025-07-02,2025-07-01,2025-07-02,2025-07-15,m3,0.8,28.439913439980156,31.6484337647038,47.559547261018984,0.6332809744268079,38725.64991598705,9277.387521970451,2784.2672046213434,48003.037437957515,False,diagnostic_only
2025-07-02,2025-07-01,2025-07-02,2025-07-15,m3,0.9,28.439913439980156,31.6484337647038,47.559547261018984,0.6332809744268079,39663.82370466561,9522.49811462209,3220.711453270681,49186.32181928769,False,diagnostic_only
2025-07-16,2025-07-15,2025-07-16,2025-07-29,m1,0.6,80.36332055844908,34.49524213081066,82.04713870966789,0.3811969521604938,36198.37088395807,30806.87250508495,679.4679096544315,67005.24338904301,False,diagnostic_only
2025-07-16,2025-07-15,2025-07-16,2025-07-29,m1,0.7,80.36332055844908,34.49524213081066,82.04713870966789,0.3811969521604938,36575.43870305636,30584.939497531766,817.5849740989371,67160.37820058812,False,diagnostic_only
2025-07-16,2025-07-15,2025-07-16,2025-07-29,m1,0.8,80.36332055844908,34.49524213081066,82.04713870966789,0.3811969521604938,37250.18610217281,30745.759027457476,1152.590219659365,67995.94512963029,False,diagnostic_only
2025-07-16,2025-07-15,2025-07-16,2025-07-29,m1,0.9,80.36332055844908,34.49524213081066,82.04713870966789,0.3811969521604938,38641.5214321979,30603.46508880155,1925.3248720483334,69244.98652099945,False,diagnostic_only
2025-07-16,2025-07-15,2025-07-16,2025-07-29,m2,0.6,87.80653368882274,35.142499801587306,87.96194752810847,0.37402515983245144,35768.545494810074,33630.94756001661,654.2317750173742,69399.49305482669,True,diagnostic_only
2025-07-16,2025-07-15,2025-07-16,2025-07-29,m2,0.7,87.80653368882274,35.142499801587306,87.96194752810847,0.37402515983245144,36268.34892465965,33427.72824430081,852.2646213173529,69696.07716896046,False,diagnostic_only
2025-07-16,2025-07-15,2025-07-16,2025-07-29,m2,0.8,87.80653368882274,35.142499801587306,87.96194752810847,0.37402515983245144,36869.45011177661,33320.9834441919,1162.6832941918346,70190.43355596853,False,diagnostic_only
2025-07-16,2025-07-15,2025-07-16,2025-07-29,m2,0.9,87.80653368882274,35.142499801587306,87.96194752810847,0.37402515983245144,38363.99408759155,33320.781184695654,1902.6735971425467,71684.77527228722,False,diagnostic_only
2025-07-16,2025-07-15,2025-07-16,2025-07-29,m3,0.6,74.05522823660712,32.974150173020604,79.33997524081158,0.34527598655202824,36506.52720420888,29735.713322935946,765.7464078555752,66242.24052714484,False,diagnostic_only
2025-07-16,2025-07-15,2025-07-16,2025-07-29,m3,0.7,74.05522823660712,32.974150173020604,79.33997524081158,0.34527598655202824,36943.544438531906,29519.72507269521,924.2079471376593,66463.2695112271,False,diagnostic_only
2025-07-16,2025-07-15,2025-07-16,2025-07-29,m3,0.8,74.05522823660712,32.974150173020604,79.33997524081158,0.34527598655202824,37546.464964370025,29595.00081823044,1243.638668675782,67141.46578260047,False,diagnostic_only
2025-07-16,2025-07-15,2025-07-16,2025-07-29,m3,0.9,74.05522823660712,32.974150173020604,79.33997524081158,0.34527598655202824,39052.66684753209,29733.763018552687,1975.7574124047119,68786.42986608477,False,diagnostic_only
2025-07-30,2025-07-29,2025-07-30,2025-08-12,m1,0.6,33.28141344659391,26.07962116874528,50.059299409486016,0.6561501047178132,39390.22351136174,14504.500165972644,1005.3962519203129,53894.72367733439,False,diagnostic_only
2025-07-30,2025-07-29,2025-07-30,2025-08-12,m1,0.7,33.28141344659391,26.07962116874528,50.059299409486016,0.6561501047178132,39909.79761626893,14375.135499865686,1250.7198236151592,54284.93311613462,False,diagnostic_only
2025-07-30,2025-07-29,2025-07-30,2025-08-12,m1,0.8,33.28141344659391,26.07962116874528,50.059299409486016,0.6561501047178132,40850.33509305865,14656.994925807956,1825.1738065214574,55507.33001886662,False,diagnostic_only
2025-07-30,2025-07-29,2025-07-30,2025-08-12,m1,0.9,33.28141344659391,26.07962116874528,50.059299409486016,0.6561501047178132,41848.1547677171,14458.490554523709,2276.221455714785,56306.64532224081,False,diagnostic_only
2025-07-30,2025-07-29,2025-07-30,2025-08-12,m2,0.6,33.310727901785704,27.66017706679894,50.97538296130951,0.642726245590829,39732.250342905776,13243.548899070269,1139.4325417547473,52975.79924197605,False,diagnostic_only
2025-07-30,2025-07-29,2025-07-30,2025-08-12,m2,0.7,33.310727901785704,27.66017706679894,50.97538296130951,0.642726245590829,40260.69520356721,13067.072594527903,1301.9105848008687,53327.76779809511,False,diagnostic_only
2025-07-30,2025-07-29,2025-07-30,2025-08-12,m2,0.8,33.310727901785704,27.66017706679894,50.97538296130951,0.642726245590829,40948.75179649865,12965.466258255055,1731.923644993472,53914.21805475371,False,diagnostic_only
2025-07-30,2025-07-29,2025-07-30,2025-08-12,m2,0.9,33.310727901785704,27.66017706679894,50.97538296130951,0.642726245590829,42327.1361357614,12950.919074084586,2506.4370427665826,55278.05520984599,False,diagnostic_only
2025-07-30,2025-07-29,2025-07-30,2025-08-12,m3,0.6,27.241207433035715,26.778976620665627,44.30936947828089,0.6306664737654321,40369.56245469464,9322.652349524893,1120.7724394426284,49692.214804219526,True,diagnostic_only
2025-07-30,2025-07-29,2025-07-30,2025-08-12,m3,0.7,27.241207433035715,26.778976620665627,44.30936947828089,0.6306664737654321,41039.06911520614,9146.956078736506,1424.168389068209,50186.025193942645,False,diagnostic_only
2025-07-30,2025-07-29,2025-07-30,2025-08-12,m3,0.8,27.241207433035715,26.778976620665627,44.30936947828089,0.6306664737654321,41704.27602424073,9213.522848677489,1764.9513050054877,50917.79887291822,False,diagnostic_only
2025-07-30,2025-07-29,2025-07-30,2025-08-12,m3,0.9,27.241207433035715,26.778976620665627,44.30936947828089,0.6306664737654321,42481.48869666164,9655.359838934042,2342.108385378965,52136.84853559567,False,diagnostic_only
2025-08-13,2025-08-12,2025-08-13,2025-08-26,m1,0.6,27.398705553488753,34.71024736748866,53.07697879375707,0.7264522707231039,40004.9735975022,4037.580271283281,3081.7100708107823,44042.553868785486,False,diagnostic_only
2025-08-13,2025-08-12,2025-08-13,2025-08-26,m1,0.7,27.398705553488753,34.71024736748866,53.07697879375707,0.7264522707231039,40677.88050566662,3977.4700866124795,3432.127062811234,44655.35059227911,False,diagnostic_only
2025-08-13,2025-08-12,2025-08-13,2025-08-26,m1,0.8,27.398705553488753,34.71024736748866,53.07697879375707,0.7264522707231039,41200.85950066427,3749.900442141016,3591.4254754933763,44950.759942805285,False,diagnostic_only
2025-08-13,2025-08-12,2025-08-13,2025-08-26,m1,0.9,27.398705553488753,34.71024736748866,53.07697879375707,0.7264522707231039,43190.17325093339,3668.4803188930623,4984.1029054218725,46858.65356982644,False,diagnostic_only
2025-08-13,2025-08-12,2025-08-13,2025-08-26,m2,0.6,27.800239777612433,35.13833694609788,53.486616290509254,0.687131420855379,39886.88227862881,4039.347182195323,2935.4510566595386,43926.22946082413,False,diagnostic_only
2025-08-13,2025-08-12,2025-08-13,2025-08-26,m2,0.7,27.800239777612433,35.13833694609788,53.486616290509254,0.687131420855379,40437.43915432294,3790.7424002964485,3177.7124636113467,44228.18155461938,False,diagnostic_only
2025-08-13,2025-08-12,2025-08-13,2025-08-26,m2,0.8,27.800239777612433,35.13833694609788,53.486616290509254,0.687131420855379,41235.189651861125,3814.655368530581,3633.889671824422,45049.8450203917,False,diagnostic_only
2025-08-13,2025-08-12,2025-08-13,2025-08-26,m2,0.9,27.800239777612433,35.13833694609788,53.486616290509254,0.687131420855379,42986.78819272139,3572.8445667107558,4952.4647658587955,46559.63275943214,False,diagnostic_only
2025-08-13,2025-08-12,2025-08-13,2025-08-26,m3,0.6,26.653668804563498,32.07336799709468,49.76837646034109,0.6392126873897707,39275.441576678524,4169.847018018323,2523.1106285359397,43445.28859469684,True,diagnostic_only
2025-08-13,2025-08-12,2025-08-13,2025-08-26,m3,0.7,26.653668804563498,32.07336799709468,49.76837646034109,0.6392126873897707,39685.26628831196,4053.8740189536215,2660.3372241343313,43739.14030726558,False,diagnostic_only
2025-08-13,2025-08-12,2025-08-13,2025-08-26,m3,0.8,26.653668804563498,32.07336799709468,49.76837646034109,0.6392126873897707,40511.45741194447,4091.0477371948477,3138.9437250535643,44602.505149139324,False,diagnostic_only
2025-08-13,2025-08-12,2025-08-13,2025-08-26,m3,0.9,26.653668804563498,32.07336799709468,49.76837646034109,0.6392126873897707,41954.5699086823,3917.0932151379375,4153.540148386149,45871.66312382023,False,diagnostic_only
2025-08-27,2025-08-26,2025-08-27,2025-09-09,m1,0.6,26.870339544064148,28.178172249385863,43.12138112628731,0.4865141369047619,37910.43359774464,8039.7272757256715,2274.0446920140116,45950.16087347031,False,diagnostic_only
2025-08-27,2025-08-26,2025-08-27,2025-09-09,m1,0.7,26.870339544064148,28.178172249385863,43.12138112628731,0.4865141369047619,38419.368610358295,7965.851868484067,2300.375233689229,46385.22047884236,False,diagnostic_only
2025-08-27,2025-08-26,2025-08-27,2025-09-09,m1,0.8,26.870339544064148,28.178172249385863,43.12138112628731,0.4865141369047619,39114.16335611792,7844.26081770193,2331.9823375705546,46958.424173819854,False,diagnostic_only
2025-08-27,2025-08-26,2025-08-27,2025-09-09,m1,0.9,26.870339544064148,28.178172249385863,43.12138112628731,0.4865141369047619,40832.46720019412,7427.3067596856245,3229.5183478681283,48259.77395987974,False,diagnostic_only
2025-08-27,2025-08-26,2025-08-27,2025-09-09,m2,0.6,27.202320019014547,28.411048627645503,43.24773856233465,0.46962150022045857,38004.603837740666,7288.4818382375815,2157.463936958388,45293.08567597824,False,diagnostic_only
2025-08-27,2025-08-26,2025-08-27,2025-09-09,m2,0.7,27.202320019014547,28.411048627645503,43.24773856233465,0.46962150022045857,38422.54936151263,7105.92846776244,2195.571933844801,45528.47782927506,False,diagnostic_only
2025-08-27,2025-08-26,2025-08-27,2025-09-09,m2,0.8,27.202320019014547,28.411048627645503,43.24773856233465,0.46962150022045857,39195.664411785336,7133.334726954336,2396.813100776606,46328.99913873968,False,diagnostic_only
2025-08-27,2025-08-26,2025-08-27,2025-09-09,m2,0.9,27.202320019014547,28.411048627645503,43.24773856233465,0.46962150022045857,40486.05567220205,7016.580021935561,3104.8508496628087,47502.6356941376,False,diagnostic_only
2025-08-27,2025-08-26,2025-08-27,2025-09-09,m3,0.6,26.26520350611773,28.198653266132844,43.72016832518425,0.45956996803350975,37725.666178707485,8080.533722729742,1890.4704132301583,45806.19990143723,True,diagnostic_only
2025-08-27,2025-08-26,2025-08-27,2025-09-09,m3,0.7,26.26520350611773,28.198653266132844,43.72016832518425,0.45956996803350975,38180.91425870159,7878.05228213928,1928.8288860684445,46058.96654084087,False,diagnostic_only
2025-08-27,2025-08-26,2025-08-27,2025-09-09,m3,0.8,26.26520350611773,28.198653266132844,43.72016832518425,0.45956996803350975,39321.23782153816,8044.12285136312,2342.6944225357174,47365.36067290129,False,diagnostic_only
2025-08-27,2025-08-26,2025-08-27,2025-09-09,m3,0.9,26.26520350611773,28.198653266132844,43.72016832518425,0.45956996803350975,40509.55974043944,7544.409505924346,2861.5750087615747,48053.969246363784,False,diagnostic_only
2025-09-10,2025-09-09,2025-09-10,2025-09-23,m1,0.6,70.88376616650132,28.945460985922146,81.77460344683014,0.7027391975308642,37891.835926012376,3496.620341983378,6081.4450479856105,41388.45626799575,False,diagnostic_only
2025-09-10,2025-09-09,2025-09-10,2025-09-23,m1,0.7,70.88376616650132,28.945460985922146,81.77460344683014,0.7027391975308642,38308.08659967327,3427.5658587765597,6321.895508917404,41735.65245844983,False,diagnostic_only
2025-09-10,2025-09-09,2025-09-10,2025-09-23,m1,0.8,70.88376616650132,28.945460985922146,81.77460344683014,0.7027391975308642,39075.91975832281,3366.699989414887,6677.663121632404,42442.61974773769,False,diagnostic_only
2025-09-10,2025-09-09,2025-09-10,2025-09-23,m1,0.9,70.88376616650132,28.945460985922146,81.77460344683014,0.7027391975308642,40020.05202814681,3112.855352140354,7045.701303021871,43132.90738028717,False,diagnostic_only
2025-09-10,2025-09-09,2025-09-10,2025-09-23,m2,0.6,72.85937661623676,29.87417848875662,83.46062636822089,0.7087949184303352,38051.50087053679,3152.300152648445,6184.157314638461,41203.80102318523,False,diagnostic_only
2025-09-10,2025-09-09,2025-09-10,2025-09-23,m2,0.7,72.85937661623676,29.87417848875662,83.46062636822089,0.7087949184303352,38460.77166815154,3034.1336929916497,6354.035389806917,41494.90536114319,False,diagnostic_only
2025-09-10,2025-09-09,2025-09-10,2025-09-23,m2,0.8,72.85937661623676,29.87417848875662,83.46062636822089,0.7087949184303352,39011.912434507,3063.202405395457,6613.011466100109,42075.11483990246,False,diagnostic_only
2025-09-10,2025-09-09,2025-09-10,2025-09-23,m2,0.9,72.85937661623676,29.87417848875662,83.46062636822089,0.7087949184303352,40129.343936186146,2873.484229025459,7089.356609999627,43002.8281652116,False,diagnostic_only
2025-09-10,2025-09-09,2025-09-10,2025-09-23,m3,0.6,66.97482047288362,29.20799092822893,79.21871260623348,0.6909549988977072,37463.79149643242,3525.0560836857553,5495.099305686393,40988.84758011817,True,diagnostic_only
2025-09-10,2025-09-09,2025-09-10,2025-09-23,m3,0.7,66.97482047288362,29.20799092822893,79.21871260623348,0.6909549988977072,37893.414830524875,3349.884205895019,5634.699636422565,41243.299036419885,False,diagnostic_only
2025-09-10,2025-09-09,2025-09-10,2025-09-23,m3,0.8,66.97482047288362,29.20799092822893,79.21871260623348,0.6909549988977072,38671.20600185522,3306.7761246059995,6004.589166343302,41977.982126461226,False,diagnostic_only
2025-09-10,2025-09-09,2025-09-10,2025-09-23,m3,0.9,66.97482047288362,29.20799092822893,79.21871260623348,0.6909549988977072,39922.05196212044,2919.041284621358,6563.4791277786735,42841.093246741795,False,diagnostic_only
2025-09-24,2025-09-23,2025-09-24,2025-10-07,m1,0.6,55.58100859168319,25.858885393046105,64.5598150572208,0.5440744874338623,35426.588423968955,3508.82344025275,3430.378145875247,38935.41186422172,False,diagnostic_only
2025-09-24,2025-09-23,2025-09-24,2025-10-07,m1,0.7,55.58100859168319,25.858885393046105,64.5598150572208,0.5440744874338623,35703.27536972647,3265.435660819781,3603.90417331572,38968.71103054626,False,diagnostic_only
2025-09-24,2025-09-23,2025-09-24,2025-10-07,m1,0.8,55.58100859168319,25.858885393046105,64.5598150572208,0.5440744874338623,36476.05628070429,3286.923170040846,4088.0515594919057,39762.97945074512,False,diagnostic_only
2025-09-24,2025-09-23,2025-09-24,2025-10-07,m1,0.9,55.58100859168319,25.858885393046105,64.5598150572208,0.5440744874338623,37469.65844290551,3340.814700514101,4609.180844781855,40810.47314341961,False,diagnostic_only
2025-09-24,2025-09-23,2025-09-24,2025-10-07,m2,0.6,58.83618136160715,26.59506251653438,68.81511565393518,0.6249827766754849,35736.10734720394,3718.5388445200347,4192.038723209619,39454.64619172398,False,diagnostic_only
2025-09-24,2025-09-23,2025-09-24,2025-10-07,m2,0.7,58.83618136160715,26.59506251653438,68.81511565393518,0.6249827766754849,36063.44699895304,3526.5994922541317,4330.831842905348,39590.04649120716,False,diagnostic_only
2025-09-24,2025-09-23,2025-09-24,2025-10-07,m2,0.8,58.83618136160715,26.59506251653438,68.81511565393518,0.6249827766754849,36632.24623866304,3442.3450803411574,4575.171801442687,40074.59131900419,False,diagnostic_only
2025-09-24,2025-09-23,2025-09-24,2025-10-07,m2,0.9,58.83618136160715,26.59506251653438,68.81511565393518,0.6249827766754849,37369.86543237216,3572.495215205604,4980.13370993433,40942.360647577756,False,diagnostic_only
2025-09-24,2025-09-23,2025-09-24,2025-10-07,m3,0.6,40.60757512400796,25.565205779655603,54.09731860124954,0.5034446649029983,34203.14433034121,4403.1629458681045,2548.9040266568563,38606.30727620931,True,diagnostic_only
2025-09-24,2025-09-23,2025-09-24,2025-10-07,m3,0.7,40.60757512400796,25.565205779655603,54.09731860124954,0.5034446649029983,34512.29727785225,4492.694652308031,2734.640778291162,39004.991930160286,False,diagnostic_only
2025-09-24,2025-09-23,2025-09-24,2025-10-07,m3,0.8,40.60757512400796,25.565205779655603,54.09731860124954,0.5034446649029983,35321.89697666128,4367.219843891006,3113.161869659457,39689.11682055229,False,diagnostic_only
2025-09-24,2025-09-23,2025-09-24,2025-10-07,m3,0.9,40.60757512400796,25.565205779655603,54.09731860124954,0.5034446649029983,36435.3902886468,3976.7619921281535,3719.699800825645,40412.15228077495,False,diagnostic_only
2025-10-08,2025-10-07,2025-10-08,2025-10-21,m1,0.6,30.947625524966927,25.897673043036658,47.981735439106195,0.501915233686067,33533.05503303836,5150.498945281031,2186.449909784544,38683.55397831939,False,diagnostic_only
2025-10-08,2025-10-07,2025-10-08,2025-10-21,m1,0.7,30.947625524966927,25.897673043036658,47.981735439106195,0.501915233686067,33927.783548145555,5124.010964593942,2476.4626815428132,39051.7945127395,False,diagnostic_only
2025-10-08,2025-10-07,2025-10-08,2025-10-21,m1,0.8,30.947625524966927,25.897673043036658,47.981735439106195,0.501915233686067,34311.53876315271,5050.956642829794,2735.3754350243007,39362.49540598252,False,diagnostic_only
2025-10-08,2025-10-07,2025-10-08,2025-10-21,m1,0.9,30.947625524966927,25.897673043036658,47.981735439106195,0.501915233686067,35162.35805790334,4834.184092038734,3210.9251662725296,39996.542149942085,False,diagnostic_only
2025-10-08,2025-10-07,2025-10-08,2025-10-21,m2,0.6,28.487016393849213,28.185863822751312,48.45981843584656,0.5435750110229277,33296.02464275035,6380.710385116704,2070.929068032378,39676.73502786706,False,diagnostic_only
2025-10-08,2025-10-07,2025-10-08,2025-10-21,m2,0.7,28.487016393849213,28.185863822751312,48.45981843584656,0.5435750110229277,33793.06429460684,6356.725102759537,2431.6067962261113,40149.78939736637,False,diagnostic_only
2025-10-08,2025-10-07,2025-10-08,2025-10-21,m2,0.8,28.487016393849213,28.185863822751312,48.45981843584656,0.5435750110229277,34175.14589311062,6144.7546182861215,2651.1795959121187,40319.90051139674,False,diagnostic_only
2025-10-08,2025-10-07,2025-10-08,2025-10-21,m2,0.9,28.487016393849213,28.185863822751312,48.45981843584656,0.5435750110229277,34644.33771541116,6005.601683489748,2893.13248231794,40649.939398900904,False,diagnostic_only
