date,q_max_abs_kwh,q_sum_abs_kwh,planned_cost_abs_yuan,charge_block_abs_kwh,soc_start_abs_kwh,soc_end_abs_kwh,soc_vs_dispatch_abs_kwh,emergency_abs_kwh,emergency_vs_ledger_abs_kwh,emergency_recon_abs_kwh,max_balance_residual_kwh,max_x_minus_q_kwh,max_simultaneous_cd_kwh2,charge_power_ok,discharge_power_ok,soc_bounds_ok
2025-02-14,4.547473508864641e-13,7.275957614183426e-12,0.0,4.547473508864641e-13,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,0.0,0.0,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-02-15,4.547473508864641e-13,7.275957614183426e-12,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,0.0,0.0,1.1368683772161603e-13,1.1368683772161603e-13,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-02-16,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,True,True,True
2025-02-17,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,3.481659405224491e-13,0.0,0.0,True,True,True
2025-02-18,4.547473508864641e-13,0.0,7.275957614183426e-12,9.094947017729282e-13,0.0,0.0,0.0,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,0.0,True,True,True
2025-02-19,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.0,0.0,True,True,True
2025-02-20,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,2.2737367544323206e-13,4.547473508864641e-13,4.547473508864641e-13,4.583000645652646e-13,0.0,0.0,True,True,True
2025-02-21,4.547473508864641e-13,0.0,3.637978807091713e-12,4.547473508864641e-13,0.0,9.094947017729282e-13,9.094947017729282e-13,2.842170943040401e-14,2.842170943040401e-14,2.842170943040401e-14,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-02-22,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,9.094947017729282e-13,0.0,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,4.547473508864641e-13,0.0,0.0,True,True,True
2025-02-23,4.547473508864641e-13,0.0,7.275957614183426e-12,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.339550858072471e-13,0.0,0.0,True,True,True
2025-02-24,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,3.7481129311345285e-13,0.0,0.0,True,True,True
2025-02-25,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,2.842170943040401e-14,5.684341886080802e-14,5.684341886080802e-14,4.547473508864641e-13,0.0,0.0,True,True,True
2025-02-26,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.0,0.0,True,True,True
2025-02-27,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,9.094947017729282e-13,9.094947017729282e-13,9.094947017729282e-13,2.913225216616411e-13,0.0,0.0,True,True,True
2025-02-28,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-03-01,4.547473508864641e-13,0.0,3.637978807091713e-12,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-03-02,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,1.8189894035458565e-12,1.8189894035458565e-12,1.8189894035458565e-12,2.6290081223123707e-13,0.0,0.0,True,True,True
2025-03-03,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,True,True,True
2025-03-04,4.547473508864641e-13,0.0,7.275957614183426e-12,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.0,0.0,True,True,True
2025-03-05,4.547473508864641e-13,0.0,7.275957614183426e-12,9.094947017729282e-13,0.0,0.0,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,4.547473508864641e-13,0.0,0.0,True,True,True
2025-03-06,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,4.547473508864641e-13,0.0,0.0,True,True,True
2025-03-07,4.547473508864641e-13,3.637978807091713e-12,0.0,4.547473508864641e-13,0.0,0.0,0.0,0.0,1.1368683772161603e-13,1.1368683772161603e-13,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-03-08,4.547473508864641e-13,0.0,3.637978807091713e-12,9.094947017729282e-13,0.0,0.0,0.0,2.842170943040401e-14,2.842170943040401e-14,2.842170943040401e-14,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-03-09,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,2.8421709430404007e-13,0.0,0.0,True,True,True
2025-03-10,4.547473508864641e-13,0.0,7.275957614183426e-12,9.094947017729282e-13,0.0,0.0,0.0,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,3.4283687000424834e-13,0.0,0.0,True,True,True
2025-03-11,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,3.410605131648481e-13,0.0,0.0,True,True,True
2025-03-12,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.0,0.0,True,True,True
2025-03-13,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-03-14,4.547473508864641e-13,3.637978807091713e-12,3.637978807091713e-12,4.547473508864641e-13,0.0,0.0,0.0,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-03-15,4.547473508864641e-13,0.0,3.637978807091713e-12,4.547473508864641e-13,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-03-16,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,9.094947017729282e-13,9.094947017729282e-13,9.094947017729282e-13,4.547473508864641e-13,0.0,0.0,True,True,True
2025-03-17,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,5.684341886080802e-14,5.684341886080802e-14,5.684341886080802e-14,2.877698079828406e-13,0.0,0.0,True,True,True
2025-03-18,4.547473508864641e-13,7.275957614183426e-12,0.0,9.094947017729282e-13,0.0,0.0,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,4.547473508864641e-13,0.0,0.0,True,True,True
2025-03-19,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.0,0.0,True,True,True
2025-03-20,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.623767952376511e-13,0.0,0.0,True,True,True
2025-03-21,4.547473508864641e-13,0.0,1.8189894035458565e-12,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-03-22,2.2737367544323206e-13,7.275957614183426e-12,3.637978807091713e-12,5.4569682106375694e-12,0.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.0,0.0,True,True,True
2025-03-23,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,0.0,True,True,True
2025-03-24,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,4.547473508864641e-13,0.0,0.0,True,True,True
2025-03-25,2.2737367544323206e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.0,0.0,True,True,True
2025-03-26,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,0.0,2.2737367544323206e-13,2.2737367544323206e-13,3.410605131648481e-13,0.0,0.0,True,True,True
2025-03-27,4.547473508864641e-13,7.275957614183426e-12,7.275957614183426e-12,4.547473508864641e-13,0.0,0.0,0.0,9.094947017729282e-13,9.094947017729282e-13,9.094947017729282e-13,2.3092638912203256e-13,0.0,0.0,True,True,True
2025-03-28,2.2737367544323206e-13,0.0,3.637978807091713e-12,3.637978807091713e-12,0.0,4.547473508864641e-13,4.547473508864641e-13,5.684341886080802e-14,5.684341886080802e-14,5.684341886080802e-14,2.8421709430404007e-13,0.0,0.0,True,True,True
2025-03-29,4.547473508864641e-13,0.0,1.8189894035458565e-12,3.637978807091713e-12,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.0,0.0,True,True,True
2025-03-30,4.547473508864641e-13,0.0,7.275957614183426e-12,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.0,0.0,True,True,True
2025-03-31,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,9.094947017729282e-13,9.094947017729282e-13,9.094947017729282e-13,3.410605131648481e-13,0.0,0.0,True,True,True
2025-04-01,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.5934809855243657e-13,0.0,0.0,True,True,True
2025-04-02,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,9.094947017729282e-13,9.094947017729282e-13,9.094947017729282e-13,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-04-03,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,4.547473508864641e-13,4.547473508864641e-13,0.0,0.0,0.0,2.8421709430404007e-13,0.0,0.0,True,True,True
2025-04-04,4.547473508864641e-13,3.637978807091713e-12,1.8189894035458565e-12,2.842170943040401e-14,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-04-05,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,2.8421709430404007e-13,0.0,0.0,True,True,True
2025-04-06,4.547473508864641e-13,7.275957614183426e-12,0.0,4.547473508864641e-13,0.0,0.0,0.0,0.0,2.2737367544323206e-13,2.2737367544323206e-13,4.547473508864641e-13,0.0,0.0,True,True,True
2025-04-07,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.0,0.0,True,True,True
2025-04-08,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.8421709430404007e-13,0.0,0.0,True,True,True
2025-04-09,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.0,0.0,True,True,True
2025-04-10,2.2737367544323206e-13,7.275957614183426e-12,0.0,2.2737367544323206e-13,0.0,4.547473508864641e-13,4.547473508864641e-13,0.0,0.0,0.0,3.410605131648481e-13,0.0,0.0,True,True,True
2025-04-11,4.547473508864641e-13,0.0,3.637978807091713e-12,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,2.842170943040401e-14,2.842170943040401e-14,2.842170943040401e-14,3.410605131648481e-13,0.0,0.0,True,True,True
2025-04-12,4.547473508864641e-13,0.0,3.637978807091713e-12,4.547473508864641e-13,4.547473508864641e-13,0.0,0.0,1.1368683772161603e-13,0.0,0.0,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-04-13,4.547473508864641e-13,0.0,7.275957614183426e-12,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.8421709430404007e-13,0.0,0.0,True,True,True
2025-04-14,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,4.547473508864641e-13,0.0,0.0,True,True,True
2025-04-15,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.0,0.0,True,True,True
2025-04-16,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,9.094947017729282e-13,9.094947017729282e-13,9.094947017729282e-13,4.547473508864641e-13,0.0,0.0,True,True,True
2025-04-17,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.0,0.0,True,True,True
2025-04-18,4.547473508864641e-13,3.637978807091713e-12,1.8189894035458565e-12,4.547473508864641e-13,0.0,0.0,0.0,5.684341886080802e-14,5.684341886080802e-14,5.684341886080802e-14,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-04-19,4.547473508864641e-13,0.0,1.8189894035458565e-12,4.547473508864641e-13,0.0,0.0,0.0,1.4210854715202004e-14,2.842170943040401e-14,2.842170943040401e-14,4.547473508864641e-13,0.0,0.0,True,True,True
2025-04-20,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,2.8421709430404007e-13,0.0,0.0,True,True,True
2025-04-21,4.547473508864641e-13,0.0,3.637978807091713e-12,9.094947017729282e-13,0.0,0.0,0.0,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,3.410605131648481e-13,0.0,0.0,True,True,True
2025-04-22,4.547473508864641e-13,0.0,3.637978807091713e-12,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.0,0.0,True,True,True
2025-04-23,4.547473508864641e-13,0.0,3.637978807091713e-12,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.0,0.0,True,True,True
2025-04-24,2.2737367544323206e-13,0.0,3.637978807091713e-12,2.2737367544323206e-13,0.0,4.547473508864641e-13,4.547473508864641e-13,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,3.694822225952521e-13,0.0,0.0,True,True,True
2025-04-25,2.2737367544323206e-13,3.637978807091713e-12,1.8189894035458565e-12,4.547473508864641e-13,4.547473508864641e-13,0.0,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,2.4158453015843406e-13,0.0,0.0,True,True,True
2025-04-26,4.547473508864641e-13,3.637978807091713e-12,0.0,5.684341886080802e-14,0.0,0.0,0.0,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,3.410605131648481e-13,0.0,0.0,True,True,True
2025-04-27,4.547473508864641e-13,0.0,3.637978807091713e-12,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.0,0.0,True,True,True
2025-04-28,2.2737367544323206e-13,0.0,3.637978807091713e-12,4.547473508864641e-13,0.0,0.0,0.0,1.8189894035458565e-12,3.637978807091713e-12,3.637978807091713e-12,4.547473508864641e-13,0.0,0.0,True,True,True
2025-04-29,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,3.410605131648481e-13,0.0,0.0,True,True,True
2025-04-30,4.547473508864641e-13,7.275957614183426e-12,0.0,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.0,0.0,True,True,True
2025-05-01,4.547473508864641e-13,0.0,0.0,2.842170943040401e-14,0.0,2.2737367544323206e-13,2.2737367544323206e-13,0.0,0.0,0.0,3.126388037344441e-13,0.0,0.0,True,True,True
2025-05-02,4.547473508864641e-13,3.637978807091713e-12,0.0,4.547473508864641e-13,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,9.094947017729282e-13,9.094947017729282e-13,9.094947017729282e-13,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-05-03,4.547473508864641e-13,0.0,1.8189894035458565e-12,2.2737367544323206e-13,2.2737367544323206e-13,0.0,0.0,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-05-04,4.547473508864641e-13,0.0,0.0,2.2737367544323206e-13,0.0,0.0,0.0,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,3.979039320256561e-13,0.0,0.0,True,True,True
2025-05-05,4.547473508864641e-13,0.0,3.637978807091713e-12,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-05-06,4.547473508864641e-13,0.0,3.637978807091713e-12,2.2737367544323206e-13,0.0,0.0,0.0,9.094947017729282e-13,9.094947017729282e-13,9.094947017729282e-13,3.410605131648481e-13,0.0,0.0,True,True,True
2025-05-07,4.547473508864641e-13,0.0,3.637978807091713e-12,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,4.831690603168681e-13,0.0,0.0,True,True,True
2025-05-08,2.2737367544323206e-13,7.275957614183426e-12,3.637978807091713e-12,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.0,0.0,True,True,True
2025-05-09,4.547473508864641e-13,3.637978807091713e-12,0.0,2.2737367544323206e-13,0.0,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,3.410605131648481e-13,0.0,0.0,True,True,True
2025-05-10,4.547473508864641e-13,0.0,3.637978807091713e-12,4.547473508864641e-13,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-05-11,4.547473508864641e-13,7.275957614183426e-12,7.275957614183426e-12,9.094947017729282e-13,0.0,0.0,0.0,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,0.0,True,True,True
2025-05-12,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,3.410605131648481e-13,0.0,0.0,True,True,True
2025-05-13,4.547473508864641e-13,7.275957614183426e-12,0.0,4.547473508864641e-13,0.0,0.0,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,2.984279490192421e-13,0.0,0.0,True,True,True
2025-05-14,4.547473508864641e-13,7.275957614183426e-12,0.0,9.094947017729282e-13,0.0,0.0,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,2.5579538487363607e-13,0.0,0.0,True,True,True
2025-05-15,4.547473508864641e-13,0.0,3.637978807091713e-12,9.094947017729282e-13,0.0,4.547473508864641e-13,4.547473508864641e-13,0.0,0.0,0.0,4.547473508864641e-13,0.0,0.0,True,True,True
2025-05-16,2.2737367544323206e-13,3.637978807091713e-12,1.8189894035458565e-12,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-05-17,4.547473508864641e-13,0.0,3.637978807091713e-12,4.547473508864641e-13,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.0,0.0,True,True,True
2025-05-18,4.547473508864641e-13,0.0,7.275957614183426e-12,9.094947017729282e-13,0.0,0.0,0.0,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,2.8421709430404007e-13,0.0,0.0,True,True,True
2025-05-19,4.547473508864641e-13,7.275957614183426e-12,3.637978807091713e-12,4.547473508864641e-13,0.0,0.0,0.0,1.1368683772161603e-13,2.2737367544323206e-13,2.2737367544323206e-13,3.410605131648481e-13,0.0,0.0,True,True,True
2025-05-20,4.547473508864641e-13,7.275957614183426e-12,3.637978807091713e-12,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.0,0.0,True,True,True
2025-05-21,4.547473508864641e-13,0.0,3.637978807091713e-12,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.0,0.0,True,True,True
2025-05-22,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,3.126388037344441e-13,0.0,0.0,True,True,True
2025-05-23,4.547473508864641e-13,0.0,3.637978807091713e-12,2.2737367544323206e-13,0.0,4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,6.821210263296962e-13,6.821210263296962e-13,2.2737367544323206e-13,0.0,0.0,True,True,True
2025-05-24,4.547473508864641e-13,0.0,3.637978807091713e-12,9.094947017729282e-13,4.547473508864641e-13,0.0,0.0,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,3.410605131648481e-13,0.0,0.0,True,True,True
2025-05-25,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.0,0.0,True,True,True
2025-05-26,4.547473508864641e-13,7.275957614183426e-12,3.637978807091713e-12,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,3.410605131648481e-13,0.0,0.0,True,True,True
2025-05-27,4.547473508864641e-13,0.0,3.637978807091713e-12,4.547473508864641e-13,0.0,0.0,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,2.8421709430404007e-13,0.0,0.0,True,True,True
2025-05-28,4.547473508864641e-13,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,9.094947017729282e-13,9.094947017729282e-13,9.094947017729282e-13,4.547473508864641e-13,0.0,0.0,True,True,True
