date,forecast_mode,risk_alpha,scenario_k,soc_start_kwh,soc_end_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,unused_plan_kwh,emergency_kwh,used_full_day_actual_lp,future_actuals_in_optimizer,pass,fallback_reason,include_value_cuts
2025-01-24,m3,0.6,8,8525.47126410833,8474.035939238696,23747.52232300814,655.4337197534087,24402.956042761547,1764.4627791900318,303.29942538712567,False,False,True,,True
2025-01-25,m3,0.6,8,8474.035939238696,8597.922670042324,23718.813436379234,342.8984121851526,24061.711848564388,2147.178578083414,159.57392018664308,False,False,True,,True
2025-01-26,m3,0.6,8,8597.922670042324,8521.634411743606,55949.285059286034,7319.849164024426,63269.13422331046,1187.4677965605683,2208.540238995577,False,False,True,,True
2025-01-27,m3,0.6,8,8521.634411743606,8431.472615913195,56212.52777162143,2038.018656104346,58250.54642772578,3582.129263964175,491.22498647530057,False,False,True,,True
2025-01-28,m3,0.6,8,8431.472615913195,8481.693036727213,55549.071672127524,6512.44352002176,62061.51519214929,939.1895340578435,1771.9467344629834,False,False,True,,True
2025-01-29,m3,0.6,8,8481.693036727213,8830.295414670176,55892.98210138262,611.6704088997865,56504.65251028241,5498.372339613904,192.33031116378135,False,False,True,,True
2025-01-30,m3,0.6,8,8830.295414670176,8370.195324251777,54742.48313327863,4790.685161267427,59533.168294546056,2905.448647133627,1002.0377910751431,False,False,True,,True
2025-01-31,m3,0.6,8,8370.195324251777,8390.680830206398,21437.93457156641,3191.6852684159976,24629.619839982406,1479.4244404788938,1247.7361979203201,False,False,True,,True
2025-02-01,m3,0.6,8,8390.680830206398,8965.095890984883,21560.421667831295,175.30268500144302,21735.724352832738,2868.97841688846,47.08741355253934,False,False,True,,True
2025-02-02,m3,0.6,8,8965.095890984883,8939.304252441529,54108.80052299257,158.58784058550657,54267.38836357807,6184.946722294615,74.16123629752673,False,False,True,,True
2025-02-03,m3,0.6,8,8939.304252441529,8801.66560480819,53602.55552078277,528.3402903430554,54130.895811125825,3837.3496985477336,228.25251388826186,False,False,True,,True
2025-02-04,m3,0.6,8,8801.66560480819,8901.21530059959,53591.78450209859,3952.6448128859047,57544.429314984496,3492.797434188717,1083.6959442950952,False,False,True,,True
2025-02-05,m3,0.6,8,8901.21530059959,8904.56305959917,53775.38839474496,877.9320661776933,54653.32046092265,3469.3235171244187,255.94602912059366,False,False,True,,True
2025-02-06,m3,0.6,8,8904.56305959917,8859.032847023713,54049.15140571898,190.4291658826197,54239.5805716016,4076.344592564808,34.55969238095247,False,False,True,,True
2025-02-07,m3,0.6,8,8859.032847023713,8556.328890495817,20639.3949311249,0.0,20639.3949311249,3416.748490873243,0.0,False,False,True,,True
2025-02-08,m3,0.6,8,8556.328890495817,8842.780703935668,19996.559724220293,2183.981481879004,22180.541206099297,2381.360659368066,707.3958056807073,False,False,True,,True
2025-02-09,m3,0.6,8,8842.780703935668,8683.743380169746,51953.02332980567,4975.977927115499,56929.00125692117,3515.3261572996366,1631.7675414398923,False,False,True,,True
2025-02-10,m3,0.6,8,8683.743380169746,8671.544525932648,52265.571057492816,1802.642357008128,54068.21341450095,8193.230666318603,620.804115718367,False,False,True,,True
2025-02-11,m3,0.6,8,8671.544525932648,8546.976944911179,51109.64764503003,2690.731280267713,53800.378925297744,6124.60311720489,894.7368853453046,False,False,True,,True
2025-02-12,m3,0.7,8,8546.976944911179,8644.73104015955,50743.795919754506,5782.9870386262955,56526.782958380805,6318.636107656394,1820.9279590411338,False,False,True,,True
2025-02-13,m3,0.7,8,8644.73104015955,7900.871709525909,50128.87718064849,18.522172196322295,50147.39935284481,7598.723129875805,4.646806873136551,False,False,True,,True
2025-02-14,m3,0.7,8,7900.871709525909,7332.9667701454355,19417.37685567788,1959.5078153464628,21376.884671024345,2316.3161428579897,709.3229382727374,False,False,True,,True
2025-02-15,m3,0.7,8,7332.9667701454355,8378.85932685367,19064.63030979637,3785.284560004504,22849.914869800872,1624.8811866369274,1002.4253692757825,False,False,True,,True
2025-02-16,m3,0.7,8,8378.85932685367,8471.53330868119,48107.28731019804,9485.541838852516,57592.82914905055,3332.412792744827,2509.4872561175926,False,False,True,,True
2025-02-17,m3,0.7,8,8471.53330868119,8470.544098035456,48177.54093059305,3212.826090750408,51390.36702134346,5967.412184960344,890.4628595255649,False,False,True,,True
2025-02-18,m3,0.7,8,8470.544098035456,8562.736470924017,47480.396536459564,8609.072697028205,56089.46923348777,5732.469832827202,2459.252440015245,False,False,True,,True
2025-02-19,m3,0.7,8,8562.736470924017,8278.531034379039,47082.9362886333,9565.698390058526,56648.63467869182,4805.391465894239,2714.390616765132,False,False,True,,True
2025-02-20,m3,0.7,8,8278.531034379039,6996.322435829966,46441.52435401174,3541.7350127938703,49983.25936680561,4687.685451037,1032.2753878632877,False,False,True,,True
2025-02-21,m3,0.7,8,6996.322435829966,6529.8949548952405,17738.993124612036,1040.100235131654,18779.09335974369,1386.6820771243752,250.4127293744287,False,False,True,,True
2025-02-22,m3,0.7,8,6529.8949548952405,8324.236440442874,18411.64754066411,6540.567874202377,24952.21541486649,924.5403952740307,1839.920905567269,False,False,True,,True
2025-02-23,m3,0.7,8,8324.236440442874,8358.10411425153,45764.028643807935,6609.20728762498,52373.235931432915,3397.6365083351775,2059.7155961246617,False,False,True,,True
2025-02-24,m3,0.7,8,8358.10411425153,8462.168535330364,45516.82439095556,4215.677494229445,49732.501885185,4969.3963472804435,1073.7262114936752,False,False,True,,True
2025-02-25,m3,0.7,8,8462.168535330364,8327.975529131912,44989.86827946511,1093.4923583021632,46083.36063776728,5270.909630229315,254.39693726140354,False,False,True,,True
2025-02-26,m3,0.6,8,8327.975529131912,8468.95665210532,44178.56447641376,8258.416799311402,52436.981275725164,4277.797371020468,2483.4019223792434,False,False,True,,True
2025-02-27,m3,0.6,8,8468.95665210532,6433.893753254607,42724.59630869338,9479.618214830823,52204.2145235242,4648.598699153621,2342.7947474632115,False,False,True,,True
2025-02-28,m3,0.6,8,6433.893753254607,6084.189354945582,16563.74185857534,4304.946378074628,20868.68823664997,852.8758666642665,1240.8979489440085,False,False,True,,True
2025-03-01,m3,0.6,8,6084.189354945582,8435.632119623013,17573.710430444622,3276.4928965117197,20850.20332695634,1791.1160307160603,811.3135800718771,False,False,True,,True
2025-03-02,m3,0.6,8,8435.632119623013,8381.089373556812,43396.12502875781,23006.667294067058,66402.79232282487,4023.888056105501,6908.194424406269,False,False,True,,True
2025-03-03,m3,0.6,8,8381.089373556812,8488.17294624916,44288.78748878632,14616.12919191162,58904.91668069794,2983.1033935874475,4059.3018131277304,False,False,True,,True
2025-03-04,m3,0.6,8,8488.17294624916,8263.292477342156,45312.287575929164,5208.313487582487,50520.601063511655,4802.911170660001,1623.120020409901,False,False,True,,True
2025-03-05,m3,0.6,8,8263.292477342156,8423.49492754476,45760.131981339204,3749.458491903494,49509.5904732427,7702.761364841245,1206.5369964797387,False,False,True,,True
2025-03-06,m3,0.6,8,8423.49492754476,6059.706936769366,44043.40948624653,4634.672735100382,48678.08222134691,7044.050830393155,1324.909487335518,False,False,True,,True
2025-03-07,m3,0.6,8,6059.706936769366,5554.492350327989,16040.85553624242,3384.243593272353,19425.099129514772,1804.4780565035358,959.6296752820163,False,False,True,,True
2025-03-08,m3,0.6,8,5554.492350327989,8464.968009085924,17254.591611320953,420.16283011895035,17674.754441439905,1423.0923639898083,141.96316996340437,False,False,True,,True
2025-03-09,m3,0.6,8,8464.968009085924,8406.709876821895,42862.1482605333,1345.801828549157,44207.95008908246,5068.1228059824025,381.83059603753986,False,False,True,,True
2025-03-10,m3,0.6,8,8406.709876821895,8409.777602745902,41982.646187365564,8842.575418053028,50825.22160541859,2251.4800081942903,2675.106300172592,False,False,True,,True
2025-03-11,m3,0.6,8,8409.777602745902,8454.467631387566,42190.26367913097,4204.40868187129,46394.67236100226,4929.196320822489,1181.0425589447502,False,False,True,,True
2025-03-12,m3,0.6,8,8454.467631387566,8334.063167914866,41898.25586224711,2732.919208367729,44631.17507061484,4823.6994120569625,647.0686385210124,False,False,True,,True
2025-03-13,m3,0.6,8,8334.063167914866,5027.422237295076,39645.22647907732,13046.071958970213,52691.29843804753,2445.0965391920618,3418.485207684807,False,False,True,,True
2025-03-14,m3,0.6,8,5027.422237295076,4734.778817671023,15115.153917953383,3035.243607401175,18150.397525354558,1275.7183777547036,866.0046858092576,False,False,True,,True
2025-03-15,m3,0.6,8,4734.778817671023,8228.599948688308,16765.169905872946,3542.0443685053283,20307.214274378275,1068.64615547839,1004.0199357345757,False,False,True,,True
2025-03-16,m3,0.6,8,8228.599948688308,8537.782695131082,40547.58850217001,10356.093372607047,50903.68187477706,4477.4848706932735,2995.0787546440606,False,False,True,,True
2025-03-17,m3,0.6,8,8537.782695131082,8567.708610783237,40113.83723068709,1152.1470617628956,41265.98429244998,5943.012561854193,367.5452100760677,False,False,True,,True
2025-03-18,m3,0.6,8,8567.708610783237,8407.215750253343,38983.00893357991,7468.639951153717,46451.64888473363,3318.6971952045105,1649.128686139884,False,False,True,,True
2025-03-19,m3,0.6,8,8407.215750253343,8608.549672985304,39073.50022512968,4798.631707770548,43872.13193290023,3620.6306969348807,1128.951948967875,False,False,True,,True
2025-03-20,m3,0.6,8,8608.549672985304,4525.113688324153,36786.52598260546,8588.611219202,45375.13720180746,2334.4624337225246,2459.942031706236,False,False,True,,True
2025-03-21,m3,0.6,8,4525.113688324153,4137.712271496436,14400.293571190417,1319.3315440368294,15719.625115227247,961.8678839096194,314.5917585563328,False,False,True,,True
2025-03-22,m3,0.6,8,4137.712271496436,8631.625531814594,16624.452644964425,5701.705196610246,22326.15784157467,984.8944793265129,1707.6927117137354,False,False,True,,True
2025-03-23,m3,0.6,8,8631.625531814594,8429.401004679019,37450.09444012417,6487.540336598056,43937.634776722225,2891.889640883017,2030.0916677224568,False,False,True,,True
2025-03-24,m3,0.6,8,8429.401004679019,8506.267120342904,37156.01222033799,6785.209549403071,43941.22176974106,2906.576780063327,2044.22294918134,False,False,True,,True
2025-03-25,m3,0.6,8,8506.267120342904,8323.32376582091,36676.62731315371,11279.651064008249,47956.27837716196,1796.2213667238652,3245.2766912451852,False,False,True,,True
2025-03-26,m3,0.6,8,8323.32376582091,8360.72795593879,36975.92821610444,3156.6574336182343,40132.58564972267,3623.3939852730546,1081.6300786788017,False,False,True,,True
2025-03-27,m3,0.6,8,8360.72795593879,3989.277371255974,34519.510076916136,9889.773819384523,44409.28389630066,2782.3930804647666,2890.0971731488135,False,False,True,,True
2025-03-28,m3,0.6,8,3989.277371255974,3861.0721965319167,14035.835253243833,1861.088718179305,15896.923971423137,1165.1978330952168,481.34023160214224,False,False,True,,True
2025-03-29,m3,0.6,8,3861.0721965319167,8442.93955126968,16088.388806876528,1773.3512099171119,17861.74001679364,812.7145577066256,423.25823232596304,False,False,True,,True
2025-03-30,m3,0.6,8,8442.93955126968,8486.90960259257,35051.612259188965,8144.957901619568,43196.57016080854,2736.33027486089,2347.279803050975,False,False,True,,True
2025-03-31,m3,0.6,8,8486.90960259257,8605.011947276993,34568.89970278177,14612.165027497926,49181.06473027969,1813.1889446807354,4643.806120521777,False,False,True,,True
2025-04-01,m3,0.6,8,8605.011947276993,8426.69289064091,34603.43230207315,16641.806294884373,51245.238596957526,1667.1694295381076,6022.423370925877,False,False,True,,True
2025-04-02,m3,0.6,8,8426.69289064091,8385.802672296895,35029.37946901642,21409.520153628153,56438.899622644574,2553.477337309886,5852.2283556427365,False,False,True,,True
2025-04-03,m3,0.6,8,8385.802672296895,3496.7466317045246,33369.39059443452,11399.302565153183,44768.693159587696,3439.4635680110214,3101.7449848204965,False,False,True,,True
2025-04-04,m3,0.6,8,3496.7466317045246,3620.035042957202,13358.281108658823,1137.1837499485923,14495.464858607414,621.8461142177138,285.92660264012,False,False,True,,True
2025-04-05,m3,0.6,8,3620.035042957202,8353.988936913704,15529.68153443465,8060.402299446664,23590.083833881316,389.62404209494525,2257.7180891334347,False,False,True,,True
2025-04-06,m3,0.6,8,8353.988936913704,8445.02271548298,34813.5796442091,5300.395206344865,40113.97485055397,2432.543512339867,1682.3728199966233,False,False,True,,True
2025-04-07,m3,0.6,8,8445.02271548298,8375.777685907451,34214.28328629354,7504.832575864588,41719.11586215813,2408.4035023903675,2717.028027659252,False,False,True,,True
2025-04-08,m3,0.6,8,8375.777685907451,8285.994700924843,34135.67399724409,7881.949494489633,42017.62349173373,2438.1232836546783,1883.3685751774601,False,False,True,,True
2025-04-09,m2,0.6,8,8285.994700924843,8459.132992997467,34010.77871854141,18072.59078895636,52083.36950749777,1392.5235279614285,5854.38403325549,False,False,True,,True
2025-04-10,m2,0.6,8,8459.132992997467,3481.4631575544645,31862.70603697407,7056.137513177166,38918.843550151236,2322.912739167326,1955.2831022890737,False,False,True,,True
2025-04-11,m2,0.6,8,3481.4631575544645,3131.9032287331124,13060.259425947093,651.8071386996471,13712.06656464674,746.4941498638323,163.0184733173762,False,False,True,,True
2025-04-12,m2,0.6,8,3131.9032287331124,8506.800228068763,15840.384087551794,3038.4493142446363,18878.83340179643,1027.958941687393,906.6272584539731,False,False,True,,True
2025-04-13,m2,0.6,8,8506.800228068763,8478.042879491744,33856.983284516886,5207.259251624117,39064.242536141,2174.371834478963,1546.7268232443348,False,False,True,,True
2025-04-14,m2,0.6,8,8478.042879491744,8449.850947851048,33408.75737161965,4959.460677611078,38368.21804923072,2718.2197077698515,1581.2839264850904,False,False,True,,True
2025-04-15,m2,0.6,8,8449.850947851048,8484.92866007708,33435.81029837063,6407.621926863579,39843.4322252342,2812.5679163141767,1884.97891722866,False,False,True,,True
2025-04-16,m2,0.6,8,8484.92866007708,8332.931946546863,33300.4520727255,9903.16938504596,43203.621457771456,2021.864231955964,3490.7922368107656,False,False,True,,True
2025-04-17,m2,0.6,8,8332.931946546863,3208.809472641119,30788.40018718988,6035.84028542548,36824.24047261536,2105.5780932691846,1629.9853201168448,False,False,True,,True
2025-04-18,m2,0.6,8,3208.809472641119,3141.770273287513,12752.820797978226,1720.2885199081759,14473.109317886401,676.6332469886704,497.1688319174581,False,False,True,,True
2025-04-19,m2,0.6,8,3141.770273287513,8491.52762237424,15177.772880644272,340.8925479726317,15518.665428616903,997.7766478259657,94.28655852016283,False,False,True,,True
2025-04-20,m2,0.6,8,8491.52762237424,8646.986196672406,32683.35171654165,5032.321710327284,37715.67342686893,1974.5682337684523,1603.4027540383606,False,False,True,,True
2025-04-21,m2,0.6,8,8646.986196672406,8323.104058635556,32303.507211637614,2423.3940997118975,34726.90131134951,2454.218943657599,832.7658124141635,False,False,True,,True
2025-04-22,m2,0.6,8,8323.104058635556,8335.004827813877,32523.343432260044,7964.809351440073,40488.15278370012,2173.003286666717,2744.301664857984,False,False,True,,True
2025-04-23,m3,0.6,8,8335.004827813877,8438.850236496755,32144.721122503823,6650.007420766281,38794.7285432701,1578.5574090827745,2438.398924053167,False,False,True,,True
2025-04-24,m3,0.6,8,8438.850236496755,2552.2415233076968,29170.288182645287,1457.7270774495562,30628.015260094842,1988.2900156629703,345.3374349904594,False,False,True,,True
2025-04-25,m3,0.6,8,2552.2415233076968,2314.026031507055,12216.617915877669,242.60361299951362,12459.221528877182,1030.315118162041,66.6262128398759,False,False,True,,True
2025-04-26,m3,0.6,8,2314.026031507055,7788.231233615029,14633.84035854831,7821.086116024309,22454.926474572618,728.6749561313989,2116.1874842934717,False,False,True,,True
2025-04-27,m3,0.6,8,7788.231233615029,7448.430508552673,29877.387634678344,11899.104244117067,41776.49187879541,649.6537121351639,2761.589843498611,False,False,True,,True
2025-04-28,m3,0.6,8,7448.430508552673,7506.831831473886,30523.236544934105,26152.4415880621,56675.67813299621,600.9601569301816,8342.347129201413,False,False,True,,True
2025-04-29,m3,0.6,8,7506.831831473886,8409.329517620386,31597.64310419739,5678.62013805678,37276.263242254165,1134.4055121327885,1519.720732828794,False,False,True,,True
2025-04-30,m3,0.6,8,8409.329517620386,7778.707488133221,30786.14092764897,6368.214711365284,37154.355639014255,2489.0708289590725,2641.1827900805492,False,False,True,,True
2025-05-01,m3,0.6,8,7778.707488133221,1325.7779702947748,28214.28264381233,18597.373271605695,46811.65591541803,902.327459915663,3537.514215604713,False,False,True,,True
2025-05-02,m3,0.6,8,1325.7779702947748,1559.4515645839128,12334.87607382335,26428.126837619726,38763.00291144308,323.2620814891424,6240.450272726255,False,False,True,,True
2025-05-03,m3,0.6,8,1559.4515645839128,7909.469018274053,15783.079685159222,15098.724729639025,30881.804414798247,689.6721546461198,3419.7183750305103,False,False,True,,True
2025-05-04,m3,0.6,8,7909.469018274053,7698.801894105709,31573.480921991,15217.922061561516,46791.402983552514,1689.9006350088341,3288.8258379832455,False,False,True,,True
2025-05-05,m3,0.6,8,7698.801894105709,7569.390261511335,31974.562427980887,21171.06027034441,53145.6226983253,1275.8625782348724,4667.981780870831,False,False,True,,True
2025-05-06,m3,0.6,8,7569.390261511335,7521.532345192696,31843.613159664386,14915.867610050685,46759.48076971507,1115.4195057094557,3276.2976464541807,False,False,True,,True
2025-05-07,m3,0.6,8,7521.532345192696,7720.610057006179,31859.656461367285,21774.662281124023,53634.318742491305,1272.6455217590424,4957.864501205753,False,False,True,,True
2025-05-08,m3,0.6,8,7720.610057006179,2022.781700754268,30361.531264681285,17499.3186594057,47860.849924086986,1239.7164367821495,5170.923777362819,False,False,True,,True
2025-05-09,m3,0.6,8,2022.781700754268,2357.6174680399295,13247.32218283833,9168.393840480257,22415.716023318586,763.1414603195308,2108.507865002052,False,False,True,,True
2025-05-10,m3,0.6,8,2357.6174680399295,7876.190580597012,15988.426328849644,12475.009662203092,28463.435991052735,758.0564340133031,3040.091130696759,False,False,True,,True
2025-05-11,m3,0.6,8,7876.190580597012,8016.9107904701195,33280.225927317864,14657.222918100426,47937.44884541829,1118.9278739894148,3778.2830194878456,False,False,True,,True
2025-05-12,m3,0.6,8,8016.9107904701195,8257.787569210992,33490.8233649491,9303.103861761192,42793.92722671029,1063.0734887698059,1807.5786168497043,False,False,True,,True
2025-05-13,m3,0.6,8,8257.787569210992,8233.374665841045,32901.84072185761,6311.22599444038,39213.06671629799,1027.7893992944544,1197.453346959352,False,False,True,,True
2025-05-14,m3,0.6,8,8233.374665841045,7977.574091185253,32937.57202258278,7789.582589183943,40727.154611766724,1253.5116623674994,1745.981403663838,False,False,True,,True
2025-05-15,m3,0.6,8,7977.574091185253,2182.3163609432427,30604.272236169643,7879.032973122234,38483.30520929188,904.3378075846595,2001.5564891225088,False,False,True,,True
2025-05-16,m3,0.6,8,2182.3163609432427,1581.3960635892304,13682.672088659872,2489.393845786262,16172.065934446135,1404.9618158881872,617.6792044113374,False,False,True,,True
2025-05-17,m3,0.6,8,1581.3960635892304,7299.520463906513,16521.132344360594,10196.664538095021,26717.796882455616,1065.711648099129,2752.325046364001,False,False,True,,True
2025-05-18,m3,0.6,8,7299.520463906513,8173.476243618202,33161.806091693754,8111.158612381114,41272.96470407487,1163.6787159784822,3042.045671194568,False,False,True,,True
2025-05-19,m3,0.6,8,8173.476243618202,8120.688962452627,32656.098421700754,4445.860797856747,37101.9592195575,2052.2352225234436,978.3075612741263,False,False,True,,True
2025-05-20,m3,0.6,8,8120.688962452627,7295.881123016519,31838.405373712783,14335.467629649716,46173.8730033625,831.1519657075651,4400.745794525053,False,False,True,,True
2025-05-21,m1,0.6,8,7295.881123016519,7538.898947904867,32241.419539684302,11409.12530808967,43650.54484777397,1039.6840194793342,2774.8378344819243,False,False,True,,True
2025-05-22,m1,0.6,8,7538.898947904867,2696.139175263545,30106.7598083525,7877.251616149972,37984.011424502474,437.8895615688485,1715.5956140765925,False,False,True,,True
2025-05-23,m1,0.6,8,2696.139175263545,1973.6494464199695,14016.444306761263,4847.4317857432015,18863.876092504463,1277.5193045672731,1279.9213597084595,False,False,True,,True
2025-05-24,m1,0.6,8,1973.6494464199695,7730.8926826575125,16438.816913294235,2369.5837213803925,18808.40063467463,1395.4185930027215,611.3886204427654,False,False,True,,True
2025-05-25,m1,0.6,8,7730.8926826575125,7208.840331196858,31877.14629157213,5117.970935787426,36995.11722735956,937.9170773223382,1077.3431178987644,False,False,True,,True
2025-05-26,m1,0.6,8,7208.840331196858,6687.200523606735,31355.235101723643,16243.208415014391,47598.443516738036,541.7217727036774,5581.705745766517,False,False,True,,True
2025-05-27,m1,0.6,8,6687.200523606735,7226.132944095618,32568.021291224723,5678.669067098408,38246.69035832313,2146.382221485528,1486.6377088480651,False,False,True,,True
2025-05-28,m1,0.6,8,7226.132944095618,7117.497499588263,31857.780825307444,13519.942507842858,45377.7233331503,859.1699776668994,4570.0925598092,False,False,True,,True
2025-05-29,m1,0.6,8,7117.497499588263,2775.5904324741446,30223.192316011806,14995.431470304073,45218.623786315875,104.06281123385597,4458.721869893548,False,False,True,,True
2025-05-30,m1,0.6,8,2775.5904324741446,2566.9111118820056,13837.599435681594,11926.158845807748,25763.75828148934,1937.9466848489462,3068.8805323415877,False,False,True,,True
2025-05-31,m1,0.6,8,2566.9111118820056,8104.584350435879,16465.425659084518,9057.567904146552,25522.99356323107,1658.4803947034854,2584.406223529222,False,False,True,,True
2025-06-01,m1,0.6,8,8104.584350435879,6866.885415114226,33273.428089260604,60195.224168408735,93468.65225766934,21.159422606450335,17706.77018282185,False,False,True,,True
2025-06-02,m1,0.6,8,6866.885415114226,6997.417375694819,34752.18593656516,49739.10581649702,84491.29175306219,14.342566647440435,13324.179151134293,False,False,True,,True
2025-06-03,m1,0.6,8,6997.417375694819,7201.570466947363,35498.99195442902,41079.4429699676,76578.43492439661,6.823505440255076,11975.707971250624,False,False,True,,True
2025-06-04,m3,0.6,8,7201.570466947363,7230.248479493221,36826.68006342252,36108.809869958415,72935.48993338094,9.36978040044778e-07,10068.839702197965,False,False,True,,True
2025-06-05,m3,0.6,8,7230.248479493221,1200.0,34522.56426845108,39761.00502108452,74283.5692895356,39.75517762366685,11341.845874305607,False,False,True,,True
2025-06-06,m3,0.6,8,1200.0,1200.0,14571.227506977488,46985.43426640618,61556.66177338366,478.9574502355714,12488.91816162564,False,False,True,,True
2025-06-07,m3,0.6,8,1200.0,7325.78025571553,18415.423508136293,32128.121433431177,50543.54494156747,457.30868438553233,8403.088233486029,False,False,True,,True
2025-06-08,m3,0.6,8,7325.78025571553,7602.77115204213,42957.24162438712,10983.008050927598,53940.24967531471,4501.606205729266,2329.982646746742,False,False,True,,True
2025-06-09,m3,0.6,8,7602.77115204213,7697.808999254793,41554.417676234545,20990.61022189258,62545.027898127126,684.9606190349826,5007.85218592372,False,False,True,,True
2025-06-10,m3,0.6,8,7697.808999254793,7624.815765749813,41750.40680807637,18576.920402973752,60327.32721105012,119.04415705187444,4796.8617507884765,False,False,True,,True
2025-06-11,m3,0.6,8,7624.815765749813,7763.962373054347,42190.58411928124,36288.8792051754,78479.46332445664,323.0526968672451,9126.682344555187,False,False,True,,True
2025-06-12,m3,0.6,8,7763.962373054347,1768.3715623057183,40171.90423763289,19606.448384387608,59778.352622020495,783.9991287294439,4936.286313248971,False,False,True,,True
2025-06-13,m3,0.6,8,1768.3715623057183,1779.9849904094244,18301.63527216872,13066.102807709278,31367.738079878,1123.5722652228849,2994.6377372720303,False,False,True,,True
2025-06-14,m3,0.6,8,1779.9849904094244,7706.750555852366,21458.127035666956,12583.915173884034,34042.042209550986,1170.7002227929534,3270.138519477664,False,False,True,,True
2025-06-15,m3,0.6,8,7706.750555852366,8306.21543861573,45093.15754155585,4194.738405756853,49287.8959473127,1331.6000334388896,912.3427683117065,False,False,True,,True
2025-06-16,m3,0.6,8,8306.21543861573,8333.825135405566,44459.60130364416,12147.116406627007,56606.717710271165,1030.0392475358472,3378.501756926292,False,False,True,,True
2025-06-17,m3,0.6,8,8333.825135405566,8036.0174804157905,44327.70256749571,17254.08155910528,61581.78412660099,394.41518810795503,4500.7500731012915,False,False,True,,True
2025-06-18,m1,0.6,8,8036.0174804157905,7939.761896997163,43990.67537579469,10587.544170927013,54578.21954672171,1570.9772096580768,2111.765354603688,False,False,True,,True
2025-06-19,m1,0.6,8,7939.761896997163,1822.0663408237363,40902.9020274988,11556.259110929754,52459.16113842855,2849.049110385941,2664.0799559622174,False,False,True,,True
2025-06-20,m1,0.6,8,1822.0663408237363,1610.9749110286016,18758.96541070242,7218.627255124364,25977.592665826785,1964.6237598941284,1819.314654476018,False,False,True,,True
2025-06-21,m1,0.6,8,1610.9749110286016,8026.258763714298,21675.144385798554,4743.038090516629,26418.18247631518,2181.053328057505,1418.1654385046,False,False,True,,True
2025-06-22,m1,0.6,8,8026.258763714298,8390.154273459,43856.54623329392,6907.85137188014,50764.39760517406,2818.229901541098,1864.386051300517,False,False,True,,True
2025-06-23,m1,0.6,8,8390.154273459,8281.497000947335,43401.97639598715,7605.082797426365,51007.059193413515,2402.9679345832546,1688.3070859580876,False,False,True,,True
2025-06-24,m1,0.6,8,8281.497000947335,8369.95619736975,42900.2897535397,33025.629293722974,75925.91904726267,399.23214409071534,9284.02284917363,False,False,True,,True
2025-06-25,m1,0.6,8,8369.95619736975,8527.695484365648,43179.54168106666,12914.446829528824,56093.98851059548,1406.7380313066183,4031.609976940469,False,False,True,,True
2025-06-26,m1,0.6,8,8527.695484365648,1714.3637007196885,40439.601860939576,8697.066055574536,49136.66791651411,3128.5900313224865,2550.4903831479896,False,False,True,,True
2025-06-27,m1,0.6,8,1714.3637007196885,1941.5009562771731,19291.71386843418,2773.9862875016324,22065.700155935814,2214.8001849435504,719.956004491838,False,False,True,,True
2025-06-28,m1,0.6,8,1941.5009562771731,8489.118516381772,22370.514141256266,4017.747207705772,26388.261348962038,1920.5796300887237,967.9254312416083,False,False,True,,True
2025-06-29,m1,0.6,8,8489.118516381772,8909.801217929898,44504.477493711034,5882.257818966558,50386.73531267759,2158.532482905951,1946.444495214472,False,False,True,,True
2025-06-30,m1,0.6,8,8909.801217929898,8484.783990654305,44491.46912854993,6927.742463149203,51419.21159169913,2351.1648779488537,2018.961395312587,False,False,True,,True
