date,forecast_mode,risk_alpha,scenario_k,soc_start_kwh,soc_end_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,unused_plan_kwh,emergency_kwh,used_full_day_actual_lp,future_actuals_in_optimizer,pass,fallback_reason,include_value_cuts
2025-01-13,m1,,1,8610.495728072641,8243.263689626625,58887.83420139324,961.3535444848319,59849.18774587807,3109.8289788476295,284.92031823418046,False,False,True,insufficient_prior_14_day_window,True
2025-01-14,m1,,1,8243.263689626625,8339.52028991945,58845.32428039272,2892.951412900019,61738.27569329274,2256.807677008783,764.5695873903136,False,False,True,insufficient_prior_14_day_window,True
2025-01-15,m3,0.6,8,8339.52028991945,8412.838544133016,58267.40593008585,6925.024763286601,65192.43069337245,1179.993278745656,1494.479997397792,False,False,True,,True
2025-01-16,m3,0.6,8,8412.838544133016,8424.907887020192,58530.69991461473,4933.430148353213,63464.13006296794,2175.8991163178125,1032.5799590834047,False,False,True,,True
2025-01-17,m3,0.6,8,8424.907887020192,8283.368343703718,24663.696197904606,4581.812793296788,29245.508991201394,2642.0916437015085,2046.9797067911445,False,False,True,,True
2025-01-18,m3,0.6,8,8283.368343703718,8448.412892620474,24851.032755159904,2008.066505368961,26859.099260528867,1092.2785530828855,737.6169230289265,False,False,True,,True
2025-01-19,m3,0.6,8,8448.412892620474,8457.069975014278,57600.85479861762,6557.233507766942,64158.08830638456,2049.360255601382,1714.5383145522626,False,False,True,,True
2025-01-20,m3,0.6,8,8457.069975014278,8527.617937127457,57662.80192134092,4285.522518093947,61948.324439434866,2085.7723802881205,1035.1548940309872,False,False,True,,True
2025-01-21,m3,0.6,8,8527.617937127457,8781.654787991598,57596.248419018455,1855.1202378562639,59451.36865687472,5985.2480319611905,461.6684505277019,False,False,True,,True
2025-01-22,m3,0.6,8,8781.654787991598,8272.864128705316,56728.12840953716,5770.042903787553,62498.17131332471,735.0182187302761,1694.1339720362112,False,False,True,,True
2025-01-23,m3,0.6,8,8272.864128705316,8525.47126410833,57114.79792136476,8200.520439018743,65315.318360383506,934.2670270880898,2470.474756112718,False,False,True,,True
