date,strategy,load_information_case,pv_mapping_mode,settlement_mode,with_terminal_value,year_end_soc_kwh,year_end_boundary,run_id,total_cost_yuan,settlement_cost_yuan,emergency_cost_yuan,curtailment_kwh,emergency_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,adjustment_count,up_adjust_kwh,down_adjust_kwh,max_balance_residual_kwh,max_soc_residual_kwh,max_simultaneous_cd_kwh2,locked_period_violations,runtime_seconds
2025-12-13,M0,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-13__M0__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,34212.42488279038,21169.99145614721,13042.433426643172,0.0,4478.409693018597,20536.622691087876,18340.143796694596,8210.194009647932,8360.735950860555,0,0.0,0.0,2.5863755581667647e-11,2.7284841053187847e-11,0.0,0,3.9768039529990347
2025-12-13,M1_M6,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-13__M1_M6__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,33231.499156476224,21683.703174623723,11547.7959818525,0.0,4534.235231879374,20543.049412979643,18345.92784636817,8210.194009617346,8360.735950860555,2,570.6789845316318,602.2218609286787,2.9331204132176936e-11,3.092281986027956e-11,0.0,0,4.459503093999956
2025-12-13,M1_M6,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-13__M1_M6__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,33231.499156476224,21683.703174623723,11547.7959818525,0.0,4534.235231879374,20543.049412979643,18345.92784636817,8210.194009617346,8360.735950860555,2,570.6789845316318,602.2218609286787,2.9331204132176936e-11,3.092281986027956e-11,0.0,0,4.163443577999715
2025-12-13,M6_only,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-13__M6_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,32922.77080383798,22657.448074326676,10265.322729511307,250.2674125000031,4172.110713206537,20543.049412584845,18345.92784604187,8210.194009647932,8360.735950860555,1,1396.4976332608082,137.7338206509006,2.5863755581667647e-11,2.7284841053187847e-11,0.0,0,4.085713468000904
2025-12-13,M6_only,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-13__M6_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,32922.77080383798,22657.448074326676,10265.322729511307,250.2674125000031,4172.110713206537,20543.049412584845,18345.92784604187,8210.194009647932,8360.735950860555,1,1396.4976332608082,137.7338206509006,2.5863755581667647e-11,2.7284841053187847e-11,0.0,0,4.0077540969978145
2025-12-13,M12_only,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-13__M12_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,30330.170427683395,22772.002723913778,7558.167703769617,0.0,2893.516679284039,20536.622690482778,18340.14379636813,8210.194009874567,8360.73595085724,1,1629.0733442538522,11.595983333333152,1.1368683772161603e-13,9.094947017729282e-13,0.0,0,3.9958580170023197
2025-12-13,M12_only,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-13__M12_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,30330.170427683395,22772.002723913778,7558.167703769617,0.0,2893.516679284039,20536.622690482778,18340.14379636813,8210.194009874567,8360.73595085724,1,1629.0733442538522,11.595983333333152,1.1368683772161603e-13,9.094947017729282e-13,0.0,0,3.971150015000603
2025-12-13,M18_only,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-13__M18_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,34212.424882804145,21169.991456160977,13042.433426643172,0.0,4478.409693018597,20536.622691120112,18340.143796694596,8210.194009617346,8360.735950860555,0,0.0,0.0,2.9331204132176936e-11,3.092281986027956e-11,0.0,0,4.039047185000527
2025-12-13,M18_only,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-13__M18_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,34212.424882804145,21169.991456160977,13042.433426643172,0.0,4478.409693018597,20536.622691120112,18340.143796694596,8210.194009617346,8360.735950860555,0,0.0,0.0,2.9331204132176936e-11,3.092281986027956e-11,0.0,0,4.055169246999867
2025-12-14,M0,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-14__M0__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,82338.12963034643,51708.76025368382,30629.369376662617,0.0,8575.567179535425,26227.08110926597,23613.53789128128,8360.735950860555,8351.075305457876,0,0.0,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.078154798997275
2025-12-14,M0,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-14__M0__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,82338.12963034643,51708.76025368382,30629.369376662617,0.0,8575.567179535425,26227.08110926597,23613.53789128128,8360.735950860555,8351.075305457876,0,0.0,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,3.9367674089990032
2025-12-14,M1_M6,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-14__M1_M6__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,72503.38093532264,55967.35204732674,16536.028887995897,0.0,4462.948200090144,25991.41442794783,23401.43787809496,8360.735950860555,8351.075305457876,2,4253.340411313466,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.428210435002256
2025-12-14,M1_M6,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-14__M1_M6__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,72503.38093532264,55967.35204732674,16536.028887995897,0.0,4462.948200090144,25991.41442794783,23401.43787809496,8360.735950860555,8351.075305457876,2,4253.340411313466,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.181076705001033
2025-12-14,M6_only,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-14__M6_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,73071.62300974058,55620.96694475064,17450.656064989944,0.0,4695.337921474606,25991.414428827673,23401.437878886813,8360.735950860555,8351.075305457876,1,3960.424609461434,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.004626752997865
2025-12-14,M6_only,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-14__M6_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,73071.62300974058,55620.96694475064,17450.656064989944,0.0,4695.337921474606,25991.414428827673,23401.437878886813,8360.735950860555,8351.075305457876,1,3960.424609461434,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.013841239000612
2025-12-14,M12_only,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-14__M12_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,77031.85301644373,54067.17715215722,22964.675864286502,0.0,6288.90855425665,25991.414427942087,23401.43787808982,8360.73595085724,8351.07530545453,1,2324.835494646399,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.012365476999548
2025-12-14,M12_only,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-14__M12_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,77031.85301644373,54067.17715215722,22964.675864286502,0.0,6288.90855425665,25991.414427942087,23401.43787808982,8360.73595085724,8351.07530545453,1,2324.835494646399,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.0185774950005
2025-12-14,M18_only,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-14__M18_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,82338.12963034643,51708.76025368382,30629.369376662617,0.0,8575.567179535425,26227.08110926597,23613.53789128128,8360.735950860555,8351.075305457876,0,0.0,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,3.999288348997652
2025-12-14,M18_only,causal_load_main,linear_anchor_main,anchor_final_main,True,6000.0,B_energy_neutral,2025-12-14__M18_only__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye6000,82338.12963034643,51708.76025368382,30629.369376662617,0.0,8575.567179535425,26227.08110926597,23613.53789128128,8360.735950860555,8351.075305457876,0,0.0,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.039206835001096
2025-12-15,M0,causal_load_main,linear_anchor_main,anchor_final_main,True,1200.0,A_q2_aligned,2025-12-15__M0__causal_load_main__linear_anchor_main__anchor_final_main__48h__ye1200,80386.6015713987,52516.03587618908,27870.56569520962,0.0,7921.193920958778,25976.532502284404,23341.98173196223,8351.075305457876,8389.968706627229,0,0.0,0.0,1.7053025658242404e-12,1.8189894035458565e-12,0.0,0,4.054659643999912
