date,period,time,forecast_load_kwh,actual_load_kwh,source_dates,is_current_execution_period,abs_error_kwh,load_information_case,snapshot
2025-12-01,33,05:40,579.6933541666667,651.3957333333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,71.70237916666656,causal_load_main,day_ahead_planning
2025-12-01,34,05:50,661.9157208333334,769.18205,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,107.26632916666665,causal_load_main,day_ahead_planning
2025-12-01,35,06:00,803.5029166666666,937.5133333333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,134.01041666666674,causal_load_main,day_ahead_planning
2025-12-01,36,06:10,818.1842958333333,925.7474333333332,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,107.56313749999993,causal_load_main,day_ahead_planning
2025-12-01,37,06:20,786.5486958333332,895.4672499999999,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,108.9185541666667,causal_load_main,day_ahead_planning
2025-12-01,38,06:30,784.3045833333333,912.8583333333332,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,128.55374999999992,causal_load_main,day_ahead_planning
2025-12-01,39,06:40,805.0454749999999,888.9047333333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,83.8592583333334,causal_load_main,day_ahead_planning
2025-12-01,40,06:50,810.9711916666666,892.9376833333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,81.96649166666668,causal_load_main,day_ahead_planning
2025-12-01,41,07:00,797.60875,926.8983333333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,129.28958333333333,causal_load_main,day_ahead_planning
2025-12-01,42,07:10,794.1005375,916.9245999999999,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,122.82406249999997,causal_load_main,day_ahead_planning
2025-12-01,43,07:20,801.8160458333333,917.997,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,116.18095416666665,causal_load_main,day_ahead_planning
2025-12-01,44,07:30,797.06125,916.89,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,119.82875000000001,causal_load_main,day_ahead_planning
2025-12-01,45,07:40,778.9405375,867.9721999999999,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,89.03166249999992,causal_load_main,day_ahead_planning
2025-12-01,46,07:50,897.3815916666666,986.9774166666666,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,89.59582499999999,causal_load_main,day_ahead_planning
2025-12-01,47,08:00,1088.2174999999997,1204.0349999999999,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,115.81750000000011,causal_load_main,day_ahead_planning
2025-12-01,48,08:10,1120.8457583333332,1217.2447499999998,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,96.39899166666669,causal_load_main,day_ahead_planning
2025-12-01,49,08:20,1101.7832208333332,1195.67645,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,93.89322916666674,causal_load_main,day_ahead_planning
2025-12-01,50,08:30,1108.1841666666667,1221.5949999999998,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,113.41083333333313,causal_load_main,day_ahead_planning
2025-12-01,51,08:40,1108.1001374999998,1203.9295833333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,95.82944583333347,causal_load_main,day_ahead_planning
2025-12-01,52,08:50,1098.9001708333333,1189.0466333333334,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,90.1464625000001,causal_load_main,day_ahead_planning
2025-12-01,53,09:00,1088.4295833333333,1194.3249999999998,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,105.8954166666665,causal_load_main,day_ahead_planning
2025-12-01,54,09:10,1084.22005,1185.2886166666667,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,101.06856666666681,causal_load_main,day_ahead_planning
2025-12-01,55,09:20,1085.0177458333333,1181.2522999999999,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,96.23455416666661,causal_load_main,day_ahead_planning
2025-12-01,56,09:30,1085.9724999999999,1185.2549999999999,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,99.28250000000003,causal_load_main,day_ahead_planning
2025-12-01,57,09:40,1084.2806166666664,1181.4065666666665,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,97.1259500000001,causal_load_main,day_ahead_planning
2025-12-01,58,09:50,1089.9990125,1197.4929166666666,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,107.49390416666665,causal_load_main,day_ahead_planning
2025-12-01,59,10:00,1097.2375,1218.2416666666666,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,121.0041666666666,causal_load_main,day_ahead_planning
2025-12-01,60,10:10,1088.8824916666665,1197.4644333333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,108.58194166666681,causal_load_main,day_ahead_planning
2025-12-01,61,10:20,1079.1906958333334,1180.3181,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,101.12740416666657,causal_load_main,day_ahead_planning
2025-12-01,62,10:30,1080.33,1184.4733333333334,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,104.14333333333343,causal_load_main,day_ahead_planning
2025-12-01,63,10:40,1088.9154375,1182.8709999999999,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,93.95556249999981,causal_load_main,day_ahead_planning
2025-12-01,64,10:50,1081.5306083333332,1173.4669333333331,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,91.9363249999999,causal_load_main,day_ahead_planning
2025-12-01,65,11:00,1066.52625,1166.8633333333332,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,100.33708333333334,causal_load_main,day_ahead_planning
2025-12-01,66,11:10,1073.4933291666666,1170.2179833333332,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,96.7246541666666,causal_load_main,day_ahead_planning
2025-12-01,67,11:20,1072.2782083333332,1155.7073833333334,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,83.42917500000021,causal_load_main,day_ahead_planning
2025-12-01,68,11:30,1061.7195833333333,1135.135,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,73.41541666666672,causal_load_main,day_ahead_planning
2025-12-01,69,11:40,1067.2607166666667,1144.4107833333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,77.15006666666659,causal_load_main,day_ahead_planning
2025-12-01,70,11:50,1046.3419916666667,1125.6518833333332,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,79.30989166666654,causal_load_main,day_ahead_planning
2025-12-01,71,12:00,1004.9891666666666,1077.2383333333332,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,72.24916666666661,causal_load_main,day_ahead_planning
2025-12-01,72,12:10,997.1817374999998,1061.6603833333334,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,64.47864583333353,causal_load_main,day_ahead_planning
2025-12-01,73,12:20,1004.8166416666666,1075.9611833333333,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,71.14454166666678,causal_load_main,day_ahead_planning
2025-12-01,74,12:30,1000.0425,1079.1316666666667,2025-11-03;2025-11-10;2025-11-17;2025-11-24,False,79.08916666666664,causal_load_main,day_ahead_planning
