current_date,target_date,issue_hour,pv_mapping_mode,soc_sample_kwh,virtual_next_day_cost_yuan,value_subgradient_yuan_per_kwh,certified_max_gap_yuan,bundle_sample_count,information
2025-02-01,2025-02-02,18,step_hourly_sensitivity,7916.746839258588,47427.59730811451,-0.4499921110419604,0.7992968171747634,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-02-01,2025-02-02,18,step_hourly_sensitivity,8527.112931755786,47153.15613164327,-0.44777851667984253,0.7992968171747634,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-02-01,2025-02-02,18,step_hourly_sensitivity,9727.532631762831,46615.79483502087,-0.44746228891382567,0.7992968171747634,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-02-01,2025-02-02,18,step_hourly_sensitivity,10009.430584957698,46489.656131644166,-0.4211205160046231,0.7992968171747634,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-02-01,2025-02-02,18,step_hourly_sensitivity,10330.04847642533,46354.637359749,-0.4211205160046231,0.7992968171747634,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-02-01,2025-02-02,18,step_hourly_sensitivity,10800.0,46156.80093953741,-0.4030006650118583,0.7992968171747634,10,Q3 step_hourly_sensitivity overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,0,linear_anchor_main,1200.0,42815.949703010134,-0.4544192997661961,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,0,linear_anchor_main,2850.3853265227904,42066.69109192058,-0.4534706164681456,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,0,linear_anchor_main,3709.580558841014,41677.17807108807,-0.4525219331700951,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-06-21,2025-06-22,0,linear_anchor_main,5876.908642692508,40697.98275858794,-0.45104620359534986,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
