date,strategy,load_information_case,pv_mapping_mode,settlement_mode,with_terminal_value,run_id,row_role,period,time,plan_version_time,g_before_kwh,g_after_kwh,up_adjust_kwh,down_adjust_kwh,ordinary_yuan,up_fee_yuan,down_fee_yuan,emergency_kwh,emergency_yuan,total_yuan
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,83,14:00,12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,83,14:00,00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,83,14:00,12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,83,14:00,execution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,84,14:10,12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,84,14:10,00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,84,14:10,12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,84,14:10,execution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,85,14:20,12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,85,14:20,00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,85,14:20,12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,85,14:20,execution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,86,14:30,12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,86,14:30,00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,86,14:30,12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,86,14:30,execution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,87,14:40,12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,87,14:40,00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,87,14:40,12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,87,14:40,execution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,88,14:50,12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,88,14:50,00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,88,14:50,12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,88,14:50,execution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,89,15:00,12:00,73.42751666666663,73.42751666666663,0.0,0.0,49.152379656666646,0.0,0.0,0.0,0.0,49.152379656666646
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,89,15:00,00:00,0.0,73.42751666666663,73.42751666666663,0.0,49.152379656666646,0.0,0.0,0.0,0.0,49.152379656666646
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,89,15:00,12:00,73.42751666666663,73.42751666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,89,15:00,execution,73.42751666666663,73.42751666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,90,15:10,12:00,181.64049228394973,181.64049228394973,0.0,0.0,119.88272490740682,0.0,0.0,0.0,0.0,119.88272490740682
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,90,15:10,00:00,0.0,181.64049228394973,181.64049228394973,0.0,119.88272490740682,0.0,0.0,0.0,0.0,119.88272490740682
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,90,15:10,12:00,181.64049228394973,181.64049228394973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,90,15:10,execution,181.64049228394973,181.64049228394973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,91,15:20,12:00,196.15846527777785,196.15846527777785,0.0,0.0,141.56756439097228,0.0,0.0,0.0,0.0,141.56756439097228
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,91,15:20,00:00,0.0,196.15846527777785,196.15846527777785,0.0,141.56756439097228,0.0,0.0,0.0,0.0,141.56756439097228
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,91,15:20,12:00,196.15846527777785,196.15846527777785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,91,15:20,execution,196.15846527777785,196.15846527777785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,92,15:30,12:00,243.78253333333328,243.78253333333328,0.0,0.0,178.15627535999997,0.0,0.0,0.0,0.0,178.15627535999997
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,92,15:30,00:00,0.0,243.78253333333328,243.78253333333328,0.0,178.15627535999997,0.0,0.0,0.0,0.0,178.15627535999997
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,92,15:30,12:00,243.78253333333328,243.78253333333328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,92,15:30,execution,243.78253333333328,243.78253333333328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,93,15:40,12:00,298.5224180555555,298.5224180555555,0.0,0.0,224.90678976305549,0.0,0.0,0.0,0.0,224.90678976305549
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,93,15:40,00:00,0.0,298.5224180555555,298.5224180555555,0.0,224.90678976305549,0.0,0.0,0.0,0.0,224.90678976305549
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,93,15:40,12:00,298.5224180555555,298.5224180555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,93,15:40,execution,298.5224180555555,298.5224180555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,94,15:50,12:00,357.05944444444447,357.05944444444447,0.0,0.0,279.3276033888889,0.0,0.0,0.0,0.0,279.3276033888889
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,94,15:50,00:00,0.0,357.05944444444447,357.05944444444447,0.0,279.3276033888889,0.0,0.0,0.0,0.0,279.3276033888889
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,94,15:50,12:00,357.05944444444447,357.05944444444447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,94,15:50,execution,357.05944444444447,357.05944444444447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,95,16:00,12:00,403.56921666666665,403.56921666666665,0.0,0.0,325.075004025,0.0,0.0,0.0,0.0,325.075004025
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,95,16:00,00:00,0.0,403.56921666666665,403.56921666666665,0.0,325.075004025,0.0,0.0,0.0,0.0,325.075004025
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,95,16:00,12:00,403.56921666666665,403.56921666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,95,16:00,execution,403.56921666666665,403.56921666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,96,16:10,12:00,403.89550138888893,403.89550138888893,0.0,0.0,334.06196919875003,0.0,0.0,0.0,0.0,334.06196919875003
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,96,16:10,00:00,0.0,403.89550138888893,403.89550138888893,0.0,334.06196919875003,0.0,0.0,0.0,0.0,334.06196919875003
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,96,16:10,12:00,403.89550138888893,403.89550138888893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,96,16:10,execution,403.89550138888893,403.89550138888893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,97,16:20,12:00,428.3194986111111,428.3194986111111,0.0,0.0,364.8853808668055,0.0,0.0,0.0,0.0,364.8853808668055
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,97,16:20,00:00,0.0,428.3194986111111,428.3194986111111,0.0,364.8853808668055,0.0,0.0,0.0,0.0,364.8853808668055
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,97,16:20,12:00,428.3194986111111,428.3194986111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,97,16:20,execution,428.3194986111111,428.3194986111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,98,16:30,12:00,477.37837499999995,477.37837499999995,0.0,0.0,419.6633294625,0.0,0.0,0.0,0.0,419.6633294625
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,98,16:30,00:00,0.0,477.37837499999995,477.37837499999995,0.0,419.6633294625,0.0,0.0,0.0,0.0,419.6633294625
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,98,16:30,12:00,477.37837499999995,477.37837499999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,98,16:30,execution,477.37837499999995,477.37837499999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,99,16:40,12:00,499.25683472222227,499.25683472222227,0.0,0.0,450.52936765333334,0.0,0.0,0.0,0.0,450.52936765333334
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,99,16:40,00:00,0.0,499.25683472222227,499.25683472222227,0.0,450.52936765333334,0.0,0.0,0.0,0.0,450.52936765333334
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,99,16:40,12:00,499.25683472222227,499.25683472222227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,99,16:40,execution,499.25683472222227,499.25683472222227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,100,16:50,12:00,464.81071944444443,464.81071944444443,0.0,0.0,425.9060622269444,0.0,0.0,0.0,0.0,425.9060622269444
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,100,16:50,00:00,0.0,464.81071944444443,464.81071944444443,0.0,425.9060622269444,0.0,0.0,0.0,0.0,425.9060622269444
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,100,16:50,12:00,464.81071944444443,464.81071944444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,100,16:50,execution,464.81071944444443,464.81071944444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,101,17:00,12:00,420.14295,420.14295,0.0,0.0,389.22042888,0.0,0.0,0.0,0.0,389.22042888
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,101,17:00,00:00,0.0,420.14295,420.14295,0.0,389.22042888,0.0,0.0,0.0,0.0,389.22042888
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,101,17:00,12:00,420.14295,420.14295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,101,17:00,execution,420.14295,420.14295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,102,17:10,12:00,424.92041527777775,424.92041527777775,0.0,0.0,402.0596969358333,0.0,0.0,0.0,0.0,402.0596969358333
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,102,17:10,00:00,0.0,424.92041527777775,424.92041527777775,0.0,402.0596969358333,0.0,0.0,0.0,0.0,402.0596969358333
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,102,17:10,12:00,424.92041527777775,424.92041527777775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,102,17:10,execution,424.92041527777775,424.92041527777775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,103,17:20,12:00,446.26020972222216,446.26020972222216,0.0,0.0,434.7466963113888,0.0,0.0,0.0,0.0,434.7466963113888
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,103,17:20,00:00,0.0,446.26020972222216,446.26020972222216,0.0,434.7466963113888,0.0,0.0,0.0,0.0,434.7466963113888
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,103,17:20,12:00,446.26020972222216,446.26020972222216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,103,17:20,execution,446.26020972222216,446.26020972222216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,104,17:30,12:00,450.9256416666666,450.9256416666666,0.0,0.0,444.7028678116666,0.0,0.0,0.0,0.0,444.7028678116666
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,104,17:30,00:00,0.0,450.9256416666666,450.9256416666666,0.0,444.7028678116666,0.0,0.0,0.0,0.0,444.7028678116666
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,104,17:30,12:00,450.9256416666666,450.9256416666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,104,17:30,execution,450.9256416666666,450.9256416666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,period_total,105,17:40,12:00,455.8990986111111,455.8990986111111,0.0,0.0,444.9575202444444,0.0,0.0,0.0,0.0,444.9575202444444
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,105,17:40,00:00,0.0,455.8990986111111,455.8990986111111,0.0,444.9575202444444,0.0,0.0,0.0,0.0,444.9575202444444
2025-02-01,M1_M6,causal_load_main,linear_anchor_main,adjacent_literal_sensitivity,True,2025-02-01__M1_M6__causal_load_main__linear_anchor_main__adjacent_literal_sensitivity__48h,event,105,17:40,12:00,455.8990986111111,455.8990986111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
