date,normal_purchase_cost_yuan,emergency_cost_yuan,total_cost_yuan,normal_purchase_kwh,emergency_kwh,curtailment_kwh,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,max_balance_residual_kwh,max_simultaneous_cd_kwh2,solve_seconds,pass
2025-08-27,44502.96705414367,0.0,44502.96705414367,70017.56390310574,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.005280874989693984,True
2025-08-28,45614.91962482034,0.0,45614.91962482034,72875.2435345872,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.00506929200491868,True
2025-08-29,22469.535553053236,0.0,22469.535553053236,38902.23289056692,0.0,14921.894954127853,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.004908250004518777,True
2025-08-30,22504.80502166861,0.0,22504.80502166861,38660.72081093729,0.0,18850.181787461184,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.004848457989282906,True
2025-08-31,43721.084133862925,0.0,43721.084133862925,68663.70237717981,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.004960083984769881,True
2025-09-01,34314.17830221293,0.0,34314.17830221293,55396.00993829092,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.005015499977162108,True
2025-09-02,34641.83475585442,0.0,34641.83475585442,56054.84888643906,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.005256583011941984,True
2025-09-03,35961.57740959275,0.0,35961.57740959275,57366.28164755017,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.006494667002698407,True
2025-09-04,35680.72120977258,0.0,35680.72120977258,56617.56511649284,0.0,751.2862874611832,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.005156041006557643,True
2025-09-05,15544.934681728564,0.0,15544.934681728564,29216.34591464099,0.0,21063.41427079452,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.004898916988167912,True
