date,selected_k,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,planned_q_kwh,planned_q_sha256,actual_x_kwh,unused_plan_kwh,emergency_kwh,curtailment_kwh,max_balance_residual_kwh,max_x_minus_q_kwh,pass
2025-01-29,4,68707.39743951202,2508.5794502735152,71215.97688978552,86413.83383511903,3a7143260570539d7bc2ae8208f0233f1854046adfa6aa5d2dcce806cd8a496a,80810.37543511904,5603.458400000001,704.8286148809535,130.00299999999993,0.0,0.0,True
2025-01-30,4,70881.28081543584,2511.6014387454306,73392.88225418127,89096.85306765873,50a481e7d3ba29fb9e14837a44707e0720b8fd13ec47aa43b09404ca21ffc912,83455.69676924603,5641.156298412698,514.4472807539672,227.56126666666637,1.1368683772161603e-13,0.0,True
2025-01-31,4,36348.57085035551,3370.5270885984187,39719.09793895393,48682.31413492063,934661b49dabd2a810a39ed7b33de45d3abdc91a02d730472d89b4affc66522f,46248.64376944444,2433.670365476189,831.076247222223,8315.396966666667,0.0,0.0,True
2025-02-01,4,36379.33228499546,1381.0997442667667,37760.43202926222,49042.92035079365,f044e44bdaa0a5daeb31be480cf2e7f398e62eb4d87a454639f577d12b3a2500,44538.1295345238,4504.7908162698395,312.0482821428572,10472.001883333332,1.1368683772161603e-13,0.0,True
2025-02-02,4,70110.95312176147,209.19364171061568,70320.14676347209,87823.79261686507,254d8a6a3255f0de3224a850e9505f30b2f0486005fb1b2d74eec34740f0f262,78758.0834501984,9065.709166666667,35.38704980158752,437.1925500000002,0.0,0.0,True
2025-02-03,4,69506.01987034251,771.2324755840275,70277.25234592654,87077.90477718253,9ac18b396aee170fd76e78c31b446b8c2c26284e6a9f4f41b12cc9d2e3aad88a,80123.53172460318,6954.373052579365,174.05125873015868,80.66648333333342,0.0,0.0,True
2025-02-04,4,69389.13279360674,2459.0174130460255,71848.15020665276,87018.40247599207,f91106bcf171aa53c67ca9a9fd5a3f7cf9c9cb2bf1fd0601bfac46f870f585d1,80904.16653055555,6114.235945436509,609.7457694444431,319.04835000000026,0.0,0.0,True
2025-02-05,4,69139.48946525034,1351.2491320033712,70490.73859725372,86511.33963888888,a96c154b893fa11d8d78e105768f9d5efa659fbd5111d1feb22556aeb21e7321,80439.10621448411,6072.2334244047615,350.503118849206,41.18235000000027,0.0,0.0,True
2025-02-06,4,69596.3307470897,296.02282933591283,69892.35357642561,87029.99162162698,47f4348938b34f7b197a34e25eccbd3f4fe135307f0ada8a5b822117bf36bfb4,80161.40598214285,6868.585639484127,111.05205119047639,1.400816666666742,1.1368683772161603e-13,0.0,True
2025-02-07,4,36444.546969840754,545.8987419299609,36990.44571177071,48782.94050892857,39bf91e6d967255dbb496ec9f0abab6c1622ffec7c585c6822f621a816729dad,44075.55440119048,4707.386107738095,129.52849880952402,12399.403233333334,0.0,0.0,True
2025-02-08,4,36050.120586286306,772.5435513767845,36822.664137663094,48710.9078109127,46a0c79f277f01c18a91bf5bbde5cad216fe5793a934b2d554a5ebecb31851ec,43101.65155892857,5609.256251984127,131.06019107142822,11655.549033333333,0.0,0.0,True
