date,strategy,year_end_boundary,year_end_soc_kwh,total_cost_yuan,settlement_cost_yuan,emergency_cost_yuan,emergency_kwh,curtailment_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,g0_kwh,g_final_kwh,planned_energy_cost_yuan,max_balance_residual_kwh
2025-01-16,M1_M6,A_q2_aligned,1200.0,62633.541502811204,58511.00443817575,4122.53706463546,1178.8174104095954,0.0,25298.888208631874,22745.435094401306,8444.46705131494,8469.305997479392,89375.22679072435,91449.01187088188,56181.36703538528,3.410605131648481e-12
2025-01-17,M1_M6,A_q2_aligned,1200.0,25713.866294242864,23669.53950449326,2044.326789749603,685.1116813046704,900.4922739339629,19302.36241407584,17516.41625270171,8469.305997479392,8317.21089858816,45767.886424331955,45715.7220942368,23589.628580801185,1.1368683772161603e-13
2025-01-18,M1_M6,A_q2_aligned,1200.0,27310.022972609324,24617.80353175741,2692.2194408519117,845.2884734548984,488.9758286722832,19644.69837170436,17526.51504584936,8317.21089858816,8479.239142366072,49383.111900625954,46176.330943887224,25459.762408112874,1.1368683772161603e-13
2025-01-19,M1_M6,A_q2_aligned,1200.0,61328.9343192587,59816.24433839314,1512.6899808655592,473.7207745044691,0.0,25832.878146502648,23269.2631786029,8479.239142366072,8458.502141102379,88769.60260607954,92646.12393140548,55617.59867280693,1.9326762412674725e-12
2025-01-20,M1_M6,A_q2_aligned,1200.0,62681.95423083508,57134.1135049366,5547.8407258984835,1644.009930670586,0.0,25589.619282112257,22997.91380093204,8458.502141102379,8493.016876458516,88926.8898456778,90081.3473434297,55917.65992399184,3.410605131648481e-12
2025-01-21,M1_M6,A_q2_aligned,1200.0,57903.02358637772,55692.1078074357,2210.9157789420215,674.6462554891708,0.0,24110.88818177471,21487.650832155396,8493.016876458516,8716.641063663885,89297.01359829924,88212.17376264257,55922.31746902856,3.410605131648481e-12
2025-01-22,M1_M6,A_q2_aligned,1200.0,60298.18518479066,58256.657435240806,2041.527749549849,586.7598228941072,0.0,25317.67305886909,23180.273327087794,8716.641063663885,8300.941140500903,92392.04512966443,92003.03173598662,58071.105776056575,1.7053025658242404e-12
2025-01-23,M1_M6,A_q2_aligned,1200.0,62488.214340972205,59462.57970958172,3025.6346313904846,1022.4720897895039,0.0,25562.549327330693,22708.56780479209,8300.941140500903,8614.772521760962,89985.01119345796,92540.28036154312,56263.68507830385,1.7053025658242404e-12
2025-01-24,M1_M6,A_q2_aligned,1200.0,23822.157293415046,22692.218969824742,1129.9383235903028,437.20956572021066,515.9861853584459,19284.686737235606,17568.85034878277,8614.772521760962,8390.638413246908,40457.615964983546,42654.34213750523,20965.191237936608,1.1368683772161603e-13
2025-01-25,M1_M6,A_q2_aligned,1200.0,23277.42805505146,22639.813958344424,637.6140967070354,262.4341859885184,1567.0903498206621,19682.2974724992,17518.937583227613,8390.638413246908,8596.323642893769,40701.165307374955,42817.561367050424,21036.410239817917,1.1368683772161603e-13
2025-01-26,M1_M6,A_q2_aligned,1200.0,61486.45837555158,58929.045688579696,2557.412686971881,793.7571263069657,0.0,24793.338796221415,22300.81354618955,8596.323642893769,8610.228568211658,95626.44696581367,91827.37678140344,60129.28289879996,2.2737367544323206e-13
2025-01-27,M1_M6,A_q2_aligned,1200.0,57205.07391735597,55692.04562145771,1513.0282958982548,451.26224434696906,0.0,23920.6621356693,21584.20692385593,8610.228568211658,8551.609425376699,85027.263868765,87507.53292414399,52957.783979274725,2.2737367544323206e-13
2025-01-28,M1_M6,A_q2_aligned,1200.0,60375.05219958232,56398.184414644675,3976.8677849376477,1148.0923053530285,0.0,25406.89845822401,22922.15993099159,8551.609425376699,8492.631557098677,91059.09680311449,89537.18059832702,56553.03993913394,1.7053025658242404e-12
2025-01-29,M1_M6,A_q2_aligned,1200.0,56939.05370543641,53598.56262389364,3340.4910815427693,957.5554663979343,0.0,23351.35357804931,20673.912146368886,8492.631557098677,8853.45384055082,83899.67450912451,85477.55576688833,51666.27990432599,1.7053025658242404e-12
2025-01-30,M1_M6,A_q2_aligned,1200.0,57964.68931705311,56332.91734698245,1631.7719700706602,394.1469750590312,6.083333333333485,23721.44022634456,21656.524144733055,8853.45384055082,8529.607155725344,84119.8614455507,87864.26686591824,52471.14669945986,1.1368683772161603e-13
2025-01-31,M1_M6,A_q2_aligned,1200.0,24063.104765508477,22507.891871049644,1555.2128944588317,527.2762805580358,1147.2359879128505,19381.447884231784,17280.983289831136,8529.607155725344,8700.707254473818,39659.36162322205,42659.31137749209,20268.315904132294,1.1368683772161603e-13
2025-02-01,M1_M6,A_q2_aligned,1200.0,21628.037901915268,21613.373678752767,14.664223162499887,6.737524999999948,2387.8095548638817,18144.519587539275,16018.931697625823,8700.707254473818,9028.673322600971,41165.13371396368,41146.82090856691,21606.708705447003,1.1368683772161603e-13
2025-02-02,M1_M6,A_q2_aligned,1200.0,53945.89694612629,53691.046523048324,254.85042307796903,98.47087868410227,0.0,22505.048312906227,20290.979829660355,9028.673322600971,8990.26603945429,86656.42653089974,85191.93837931601,53912.40000596101,2.2737367544323206e-13
2025-02-03,M1_M6,A_q2_aligned,1200.0,55423.30721863321,54218.50095573763,1204.8062628955709,312.8169344164851,0.0,23428.391722359134,21200.271598203395,8990.26603945429,8869.341545141051,89220.03043240668,85382.29766720597,55536.03023463523,1.1368683772161603e-13
2025-02-04,M1_M6,A_q2_aligned,1200.0,56851.685542237086,56470.647431050544,381.038111186544,88.58979343465529,0.0,23613.326229287057,21160.737145555326,8869.341545141051,8965.5343009222,91544.53544185014,88411.69250838779,57456.14127332208,2.2737367544323206e-13
2025-02-05,M1_M6,A_q2_aligned,1200.0,55652.52697436259,54959.89756630425,692.6294080583415,145.32604166666852,2.052500000000009,22820.422405254496,20498.62790850715,8965.5343009222,9007.43685818613,86330.84703263504,87356.53906332236,53838.36246826482,2.2737367544323206e-13
2025-02-06,M1_M6,A_q2_aligned,1200.0,56468.41435407025,55720.01949350168,748.3948605685728,176.3374540356032,0.0023,23180.76181374563,20863.735494847275,9007.43685818613,9006.330205967884,92098.32516708608,86338.45494286856,57803.20838074097,1.1368683772161603e-13
2025-02-07,M1_M6,A_q2_aligned,1200.0,20998.930200538125,20900.343267569588,98.58693296853846,29.937941001589888,4497.971357658672,17895.227919119905,16412.12333429764,9006.330205967884,8683.337055651647,41932.10139512202,39571.79424144723,21613.340190037645,1.1368683772161603e-13
2025-02-08,M1_M6,A_q2_aligned,1200.0,19983.662254353643,19361.79459802031,621.8676563333335,136.20886666666672,2041.812770177236,18492.25999121872,16303.5329822458,8683.337055651647,9041.20254200384,36794.87492803272,37316.487293784405,18727.20119970037,1.1368683772161603e-13
2025-02-09,M1_M6,A_q2_aligned,1200.0,55045.11294133144,54712.35544183491,332.75749949653004,78.21524583333388,0.020583333333333332,22280.327128484285,20311.790690704744,9041.20254200384,8767.669450821428,86777.90116985119,86437.89946507606,54063.61485871015,1.1368683772161603e-13
2025-02-10,M1_M6,A_q2_aligned,1200.0,51192.67930126113,50411.63113835071,781.0481629104146,261.280109722221,80.18030416666707,22416.391512826558,20167.726935935276,8767.669450821428,8775.074899639874,83179.6906449169,80037.41440859018,51408.63378325844,2.2737367544323206e-13
2025-02-11,M1_M6,A_q2_aligned,1200.0,51443.29459294,50657.168380874034,786.1262120659703,202.5019708333324,123.28266666666644,22780.904261873493,20650.158635069867,8775.074899639874,8619.759843828824,84005.71878821607,79936.16092687032,52145.10634054899,1.1368683772161603e-13
2025-02-12,M1_M6,A_q2_aligned,1200.0,52074.888399444666,50616.895687956974,1457.99271148769,347.6564557601524,32.53666666666646,23500.938576768018,21019.57318926132,8619.759843828824,8758.132185894561,84165.61550423631,79908.79959779119,52165.768610298706,2.2737367544323206e-13
2025-02-13,M1_M6,A_q2_aligned,1200.0,48637.995865543984,48146.92108542107,491.07478012291523,120.47909166666588,157.64389999999975,21325.152361204884,19559.319343633906,8758.132185894561,8371.6151898612,78568.21506736774,76657.20050335015,48132.470595224346,1.7053025658242404e-12
2025-02-14,M1_M6,A_q2_aligned,1200.0,19767.87520235369,18874.77592109536,893.0992812583308,199.02041527777698,3657.5190726463725,16809.78163956012,15588.196886951617,8371.6151898612,7887.372015883609,35450.18027972556,36166.88294308105,17966.900930532633,1.1368683772161603e-13
2025-02-15,M1_M6,A_q2_aligned,1200.0,20239.08218334336,19048.31277689075,1190.7694064526079,329.2432307909839,4499.946584265953,18264.139047731325,15872.684172023954,7887.372015883609,8482.977495705338,36581.332960311105,36977.06950098541,18776.56214650351,1.1368683772161603e-13
2025-02-16,M1_M6,A_q2_aligned,1200.0,53103.017893096985,49782.97134867711,3320.0465444198753,974.8704335784205,18.369183333333304,22986.11660249657,20552.233166214384,8482.977495705338,8625.566467504996,84387.31988474741,78030.50619888326,52006.825281748155,3.410605131648481e-12
2025-02-17,M1_M6,A_q2_aligned,1200.0,50272.56378787383,48734.20465192913,1538.3591359446964,416.2618421527512,207.79652361111158,21320.783184221706,19285.494076006937,8625.566467504996,8523.541681776931,84321.40655998557,75640.50994105951,51518.27650838349,1.5143442055887135e-13
2025-02-18,M1_M6,A_q2_aligned,1200.0,50110.35105711795,47718.477154878,2391.873902239953,574.2593704806814,129.8809702109428,21636.181293015456,19389.29672726948,8523.541681776931,8611.312212380279,75144.26742686059,77343.4507919641,45929.555568384545,1.7053025658242404e-12
