date,update_time,period,time,forecast_kwh,actual_pv_kwh,left_node_minute,right_node_minute,left_weight,right_weight,is_executed_actual,source
2025-02-01,00:00,0,00:10,0.0,0.0,0.0,60.0,0.8333333333333334,0.16666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,1,00:20,0.0,0.0,0.0,60.0,0.6666666666666667,0.3333333333333333,False,causal_hourly_interpolation
2025-02-01,00:00,2,00:30,0.0,0.0,0.0,60.0,0.5,0.5,False,causal_hourly_interpolation
2025-02-01,00:00,3,00:40,0.0,0.0,0.0,60.0,0.33333333333333337,0.6666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,4,00:50,0.0,0.0,0.0,60.0,0.16666666666666663,0.8333333333333334,False,causal_hourly_interpolation
2025-02-01,00:00,5,01:00,0.0,0.0,0.0,60.0,0.0,1.0,False,causal_hourly_interpolation
2025-02-01,00:00,6,01:10,0.0,0.0,60.0,120.0,0.8333333333333334,0.16666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,7,01:20,0.0,0.0,60.0,120.0,0.6666666666666667,0.3333333333333333,False,causal_hourly_interpolation
2025-02-01,00:00,8,01:30,0.0,0.0,60.0,120.0,0.5,0.5,False,causal_hourly_interpolation
2025-02-01,00:00,9,01:40,0.0,0.0,60.0,120.0,0.33333333333333337,0.6666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,10,01:50,0.0,0.0,60.0,120.0,0.16666666666666663,0.8333333333333334,False,causal_hourly_interpolation
2025-02-01,00:00,11,02:00,0.0,0.0,60.0,120.0,0.0,1.0,False,causal_hourly_interpolation
2025-02-01,00:00,12,02:10,0.0,0.0,120.0,180.0,0.8333333333333334,0.16666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,13,02:20,0.0,0.0,120.0,180.0,0.6666666666666667,0.3333333333333333,False,causal_hourly_interpolation
2025-02-01,00:00,14,02:30,0.0,0.0,120.0,180.0,0.5,0.5,False,causal_hourly_interpolation
2025-02-01,00:00,15,02:40,0.0,0.0,120.0,180.0,0.33333333333333337,0.6666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,16,02:50,0.0,0.0,120.0,180.0,0.16666666666666663,0.8333333333333334,False,causal_hourly_interpolation
2025-02-01,00:00,17,03:00,0.0,0.0,120.0,180.0,0.0,1.0,False,causal_hourly_interpolation
2025-02-01,00:00,18,03:10,0.0,0.0,180.0,240.0,0.8333333333333334,0.16666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,19,03:20,0.0,0.0,180.0,240.0,0.6666666666666667,0.3333333333333333,False,causal_hourly_interpolation
2025-02-01,00:00,20,03:30,0.0,0.0,180.0,240.0,0.5,0.5,False,causal_hourly_interpolation
2025-02-01,00:00,21,03:40,0.0,0.0,180.0,240.0,0.33333333333333337,0.6666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,22,03:50,0.0,0.0,180.0,240.0,0.16666666666666663,0.8333333333333334,False,causal_hourly_interpolation
2025-02-01,00:00,23,04:00,0.0,0.0,180.0,240.0,0.0,1.0,False,causal_hourly_interpolation
2025-02-01,00:00,24,04:10,0.0,0.0,240.0,300.0,0.8333333333333334,0.16666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,25,04:20,0.0,0.0,240.0,300.0,0.6666666666666667,0.3333333333333333,False,causal_hourly_interpolation
2025-02-01,00:00,26,04:30,0.0,0.0,240.0,300.0,0.5,0.5,False,causal_hourly_interpolation
2025-02-01,00:00,27,04:40,0.0,0.0,240.0,300.0,0.33333333333333337,0.6666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,28,04:50,0.0,0.00023333333333333333,240.0,300.0,0.16666666666666663,0.8333333333333334,False,causal_hourly_interpolation
2025-02-01,00:00,29,05:00,0.0,0.0,240.0,300.0,0.0,1.0,False,causal_hourly_interpolation
2025-02-01,00:00,30,05:10,0.0,0.0,300.0,360.0,0.8333333333333334,0.16666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,31,05:20,0.0,0.0033166666666666665,300.0,360.0,0.6666666666666667,0.3333333333333333,False,causal_hourly_interpolation
2025-02-01,00:00,32,05:30,0.0,0.0,300.0,360.0,0.5,0.5,False,causal_hourly_interpolation
2025-02-01,00:00,33,05:40,0.0,0.0,300.0,360.0,0.33333333333333337,0.6666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,34,05:50,0.0,0.04623333333333333,300.0,360.0,0.16666666666666663,0.8333333333333334,False,causal_hourly_interpolation
2025-02-01,00:00,35,06:00,0.0,0.0,300.0,360.0,0.0,1.0,False,causal_hourly_interpolation
2025-02-01,00:00,36,06:10,9.772738888888888,0.0,360.0,420.0,0.8333333333333334,0.16666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,37,06:20,19.545477777777776,0.6440166666666667,360.0,420.0,0.6666666666666667,0.3333333333333333,False,causal_hourly_interpolation
2025-02-01,00:00,38,06:30,29.318216666666665,0.0,360.0,420.0,0.5,0.5,False,causal_hourly_interpolation
2025-02-01,00:00,39,06:40,39.09095555555555,0.0,360.0,420.0,0.33333333333333337,0.6666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,40,06:50,48.86369444444444,14.934916666666666,360.0,420.0,0.16666666666666663,0.8333333333333334,False,causal_hourly_interpolation
2025-02-01,00:00,41,07:00,58.63643333333333,56.75,360.0,420.0,0.0,1.0,False,causal_hourly_interpolation
2025-02-01,00:00,42,07:10,105.9495861111111,102.656,420.0,480.0,0.8333333333333334,0.16666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,43,07:20,153.2627388888889,147.48791666666665,420.0,480.0,0.6666666666666667,0.3333333333333333,False,causal_hourly_interpolation
2025-02-01,00:00,44,07:30,200.57589166666665,190.11249999999998,420.0,480.0,0.5,0.5,False,causal_hourly_interpolation
2025-02-01,00:00,45,07:40,247.88904444444444,231.34661666666665,420.0,480.0,0.33333333333333337,0.6666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,46,07:50,295.2021972222222,279.07533333333333,420.0,480.0,0.16666666666666663,0.8333333333333334,False,causal_hourly_interpolation
2025-02-01,00:00,47,08:00,342.51534999999996,334.01874999999995,420.0,480.0,0.0,1.0,False,causal_hourly_interpolation
2025-02-01,00:00,48,08:10,392.12019166666664,388.6844166666666,480.0,540.0,0.8333333333333334,0.16666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,49,08:20,441.7250333333333,438.7655666666667,480.0,540.0,0.6666666666666667,0.3333333333333333,False,causal_hourly_interpolation
2025-02-01,00:00,50,08:30,491.32987499999996,487.94374999999997,480.0,540.0,0.5,0.5,False,causal_hourly_interpolation
2025-02-01,00:00,51,08:40,540.9347166666666,541.8831666666666,480.0,540.0,0.33333333333333337,0.6666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,52,08:50,590.5395583333333,586.6261,480.0,540.0,0.16666666666666663,0.8333333333333334,False,causal_hourly_interpolation
2025-02-01,00:00,53,09:00,640.1443999999999,621.9499999999999,480.0,540.0,0.0,1.0,False,causal_hourly_interpolation
2025-02-01,00:00,54,09:10,695.0601833333333,665.4293,540.0,600.0,0.8333333333333334,0.16666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,55,09:20,749.9759666666666,729.7221999999999,540.0,600.0,0.6666666666666667,0.3333333333333333,False,causal_hourly_interpolation
2025-02-01,00:00,56,09:30,804.89175,798.0874999999999,540.0,600.0,0.5,0.5,False,causal_hourly_interpolation
2025-02-01,00:00,57,09:40,859.8075333333333,838.3206833333334,540.0,600.0,0.33333333333333337,0.6666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,58,09:50,914.7233166666666,867.3196166666667,540.0,600.0,0.16666666666666663,0.8333333333333334,False,causal_hourly_interpolation
2025-02-01,00:00,59,10:00,969.6391,894.01875,540.0,600.0,0.0,1.0,False,causal_hourly_interpolation
2025-02-01,00:00,60,10:10,1003.7716,911.8498333333333,600.0,660.0,0.8333333333333334,0.16666666666666666,False,causal_hourly_interpolation
2025-02-01,00:00,61,10:20,1037.9041,933.6272333333333,600.0,660.0,0.6666666666666667,0.3333333333333333,False,causal_hourly_interpolation
2025-02-01,00:00,62,10:30,1072.0366,959.21875,600.0,660.0,0.5,0.5,False,causal_hourly_interpolation
2025-02-01,00:00,63,10:40,1106.1690999999998,979.8081666666667,600.0,660.0,0.33333333333333337,0.6666666666666666,False,causal_hourly_interpolation
