date,normal_purchase_cost_yuan,emergency_cost_yuan,total_cost_yuan,normal_purchase_kwh,emergency_kwh,curtailment_kwh,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,max_balance_residual_kwh,max_simultaneous_cd_kwh2,solve_seconds,pass
2025-01-01,57585.67090173129,0.0,57585.67090173129,89653.5829820215,0.0,0.0,6000.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.01254491601139307,True
2025-01-02,60489.04066232024,0.0,60489.04066232024,95565.10620310572,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.005116415995871648,True
2025-01-03,24625.239084871617,0.0,24625.239084871617,47579.17665806331,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.004912584001431242,True
2025-01-04,24441.480442522465,0.0,24441.480442522465,46846.34479084109,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.00473112499457784,True
2025-01-05,59252.5747246842,0.0,59252.5747246842,93711.85370435962,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.004785791999893263,True
2025-01-06,58971.51128880051,0.0,58971.51128880051,93272.04489324849,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.004732791014248505,True
2025-01-07,60153.15906859326,0.0,60153.15906859326,95245.26722903166,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.00480570801300928,True
2025-01-08,58218.58618096883,0.0,58218.58618096883,92170.30465621146,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.004783874988788739,True
2025-01-09,59242.36262464855,0.0,59242.36262464855,93765.84404940202,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.004635666002286598,True
2025-01-10,24630.036136614166,0.0,24630.036136614166,47585.677445100344,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.004718292009783909,True
2025-01-11,24304.482493437914,0.0,24304.482493437914,46949.15637102628,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.004712499998277053,True
2025-01-12,58918.72615791144,0.0,58918.72615791144,93534.97530806331,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.004855542007135227,True
2025-01-13,56960.89334679955,0.0,56960.89334679955,90901.5088969522,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.004737458977615461,True
2025-01-14,57819.37897216029,0.0,57819.37897216029,91933.19282658183,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.004603166977176443,True
2025-01-15,58629.17718329096,0.0,58629.17718329096,92749.64129569833,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.004623916989658028,True
2025-01-16,57946.37834756268,0.0,57946.37834756268,91672.83698643906,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.004698125005234033,True
2025-01-17,22999.71739870353,0.0,22999.71739870353,44731.54654199461,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.004684624989749864,True
2025-01-18,23371.09241371057,0.0,23371.09241371057,45249.370019772396,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.004860624991124496,True
2025-01-19,57550.02004846649,0.0,57550.02004846649,91361.43136792054,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.0047966660058591515,True
2025-01-20,57105.48150459697,0.0,57105.48150459697,90676.10800991516,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.004628082999261096,True
2025-01-21,53747.5184237477,0.0,53747.5184237477,85985.54324510034,0.0,0.0,1200.0,1200.0,1200.0,10800.0,1.1368683772161603e-13,0.0,0.0046120830229483545,True
2025-01-22,57533.00838815317,0.0,57533.00838815317,91577.88068643905,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.004817417007870972,True
2025-01-23,57878.587345243635,0.0,57878.587345243635,92230.83155435961,0.0,0.0,1200.0,1200.0,1200.0,10800.0,2.2737367544323206e-13,0.0,0.004772999993292615,True
