date,period,time,planned_q_kwh,actual_x_kwh,load_kwh,pv_kwh,charge_kwh,discharge_kwh,curtailment_kwh,emergency_kwh,soc_kwh,posterior_entropy,posterior_bandwidth,solve_seconds,virtual_next_day_value_yuan,balance_residual_kwh
2025-02-01,0,00:10,1287.5715249999998,1255.3636999999999,422.0303666666667,0.0,833.3333333333333,0.0,0.0,0.0,3655.610127973615,0.9160596006929986,3.1235362251332,0.011781000008340925,0.0,0.0
2025-02-01,1,00:20,1275.4011208333334,1248.74065,415.4073166666667,0.0,833.3333333333333,0.0,0.0,0.0,4446.17954301571,0.9042407877884502,2.897559330961496,0.011440000002039596,0.0,0.0
2025-02-01,2,00:30,1261.86125,1244.05,410.7166666666667,0.0,833.3333333333333,0.0,0.0,0.0,5236.748958057805,0.8911048749121732,2.6914725083726907,0.011060916003771126,0.0,0.0
2025-02-01,3,00:40,1289.3787166666666,1263.6281333333332,430.29479999999995,0.0,833.3333333333333,0.0,0.0,0.0,6027.3183730999,0.891262428006619,2.819869850591973,0.011180332978256047,0.0,0.0
2025-02-01,4,00:50,1342.9637208333334,1257.7439166666666,424.4105833333333,0.0,833.3333333333333,0.0,0.0,0.0,6817.887788141995,0.9274522504589564,3.3113951251263685,0.012024875002680346,0.0,0.0
2025-02-01,5,01:00,1371.0999833333333,1239.3849999999998,406.0516666666666,0.0,833.3333333333333,0.0,0.0,0.0,7608.45720318409,0.958306951186474,3.2594088019330325,0.011886000022059307,0.0,-1.1368683772161603e-13
2025-02-01,6,01:10,460.6040458333333,460.6040458333333,436.7501833333333,0.0,23.85386249999999,0.0,0.0,0.0,7631.086964131833,0.9480470038298137,3.131636535797087,0.011383208999177441,0.0,0.0
2025-02-01,7,01:20,410.1892624999999,410.1892624999999,451.7976833333333,0.0,0.0,41.608420833333355,0.0,0.0,7587.227837573121,0.9460009618677228,3.2275867546029953,0.011042083002394065,0.0,0.0
2025-02-01,8,01:30,1262.5558333333333,1262.5558333333333,446.08,0.0,816.4758333333334,0.0,0.0,0.0,8361.80482391833,0.9367057518791405,3.3445806192805105,0.011375292000593618,0.0,0.0
2025-02-01,9,01:40,447.70121666666665,447.70121666666665,471.7663333333333,0.0,0.0,24.065116666666654,0.0,0.0,8336.437963643548,0.9330851796303261,3.285046021340659,0.01122975000180304,0.0,0.0
2025-02-01,10,01:50,496.0254249999999,448.02596666666665,448.02596666666665,0.0,0.0,0.0,0.0,0.0,8336.437963643548,0.9294790431434043,3.215777465010686,0.010531708976486698,0.0,0.0
2025-02-01,11,02:00,535.6245833333332,535.6245833333332,397.4033333333333,0.0,138.22124999999994,0.0,0.0,0.0,8467.566154954213,0.9372753625128081,3.2400938851114183,0.010890458011999726,0.0,0.0
2025-02-01,12,02:10,1318.4339,758.3842128722816,434.0906333333333,0.0,324.29357953894834,0.0,0.0,0.0,8775.218057527829,0.928933587731404,3.2267731072058856,0.010647209011949599,0.0,0.0
2025-02-01,13,02:20,467.35079583333334,467.35079583333334,490.5609166666666,0.0,0.0,23.210119825480408,0.0,1.0078528838164402e-06,8750.752443056514,0.9257496937046761,3.214087149282489,0.010441334015922621,0.0,0.0
2025-02-01,14,02:30,504.39333333333326,504.39333333333326,503.22,0.0,1.1733333333332325,0.0,0.0,0.0,8751.865564792894,0.921932914283331,3.1998552647906533,0.010706875007599592,0.0,0.0
2025-02-01,15,02:40,499.785525,474.07281666666665,474.07281666666665,0.0,0.0,0.0,0.0,0.0,8751.865564792894,0.9183972399504485,3.1652914115740463,0.010677832993678749,0.0,0.0
2025-02-01,16,02:50,493.01599583333336,461.38439999999997,461.38439999999997,0.0,0.0,0.0,0.0,0.0,8751.865564792894,0.9153140032082423,3.1136987864188987,0.01009704201715067,0.0,0.0
2025-02-01,17,03:00,508.2591666666666,476.94166666666666,476.94166666666666,0.0,0.0,0.0,0.0,0.0,8751.865564792894,0.9130206965478005,3.065442136490556,0.011633082991465926,0.0,0.0
2025-02-01,18,03:10,517.1764916666666,483.39955,483.39955,0.0,0.0,0.0,0.0,0.0,8751.865564792894,0.9095024362170119,3.04700455776682,0.011763082991819829,0.0,0.0
2025-02-01,19,03:20,487.98980416666666,486.6019166666666,486.6019166666666,0.0,0.0,0.0,0.0,0.0,8751.865564792894,0.9050569229474518,3.0718489217883853,0.011630666005657986,0.0,0.0
2025-02-01,20,03:30,450.03583333333324,450.03583333333324,498.84833333333336,0.0,0.0,48.812500000000114,0.0,0.0,8700.41267203057,0.9068847598315662,3.1400001420161,0.010138792014913633,0.0,0.0
2025-02-01,21,03:40,472.67313333333334,472.67313333333334,518.3097333333333,0.0,0.0,45.63659999999993,0.0,0.0,8652.307471808557,0.9078403616839814,3.1478830519157444,0.010357375023886561,0.0,0.0
2025-02-01,22,03:50,538.6276958333333,509.13346666666666,509.13346666666666,0.0,0.0,0.0,0.0,0.0,8652.307471808557,0.9060757481610943,3.1294878387361345,0.009923874982632697,0.0,0.0
2025-02-01,23,04:00,584.1491666666666,483.6166666666666,483.6166666666666,0.0,0.0,0.0,0.0,0.0,8652.307471808557,0.9068077281143905,3.109780831825076,0.009728709002956748,0.0,0.0
2025-02-01,24,04:10,553.0044833333334,491.1868,491.1868,0.0,0.0,0.0,0.0,0.0,8652.307471808557,0.905463765518507,3.1110760126398986,0.01016879198141396,0.0,0.0
2025-02-01,25,04:20,513.7192541666665,504.64528333333334,504.64528333333334,0.0,0.0,0.0,0.0,0.0,8652.307471808557,0.9018036792666708,3.1022257473544377,0.009387291996972635,0.0,0.0
2025-02-01,26,04:30,523.41,505.57833333333326,505.57833333333326,0.0,0.0,0.0,0.0,0.0,8652.307471808557,0.8968268607653904,3.0655381557167902,0.009813166019739583,0.0,0.0
2025-02-01,27,04:40,575.2644708333332,503.23096666666663,503.23096666666663,0.0,0.0,0.0,0.0,0.0,8652.307471808557,0.8969003666937689,3.047257123560445,0.009543082996970043,0.0,0.0
2025-02-01,28,04:50,583.1075898809523,502.84675000000004,502.84698333333336,0.00023333333333333333,0.0,0.0,0.0,0.0,8652.307471808557,0.8980406112319415,3.026622305889992,0.00930975002120249,0.0,0.0
2025-02-01,29,05:00,552.7916666666666,499.64166666666665,499.64166666666665,0.0,0.0,0.0,0.0,0.0,8652.307471808557,0.8939960210690661,2.9806181699977117,0.009867916000075638,0.0,0.0
2025-02-01,30,05:10,565.0868916666666,488.78358333333335,488.78358333333335,0.0,0.0,0.0,0.0,0.0,8652.307471808557,0.8907189174463304,2.968380564112271,0.010011540987761691,0.0,0.0
2025-02-01,31,05:20,558.935130357143,498.51543333333336,498.51875,0.0033166666666666665,0.0,0.0,0.0,0.0,8652.307471808557,0.8893052154365482,2.987761471747392,0.009556665987474844,0.0,0.0
2025-02-01,32,05:30,851.677204214619,851.677204214619,529.2233333333334,0.0,322.45387088128564,0.0,0.0,0.0,8958.214073505369,0.8870575300493644,2.9683947913517787,0.00977829098701477,0.0,0.0
