calibration_date,calibration_day_index,risk_alpha,k_target,validation_days,mean_validation_cost_yuan,standard_error_yuan,total_planned_fee_yuan,total_emergency_fee_yuan,total_cost_yuan,total_unused_quota_kwh,emergency_purchase_kwh,soc_window_start_kwh,soc_window_end_kwh,daily_soc_end_path_kwh,all_value_cuts_present,no_future_info,used_full_day_actual_scheduler,mean_elapsed_seconds,mean_solve_seconds,policy_loop,fallback_reason
2025-06-04,154,0.6,4,14,44261.05213863412,7300.861216281263,418093.5891306216,201561.14081025604,619654.7299408776,27479.179818387736,52625.7345607875,2367.927105438121,3789.2778779890937,3134.460917;3483.690182;3009.555232;10240.492160;3397.247623;3334.545174;5318.868161;2661.441809;2798.101743;2838.610004;10654.948520;3439.483171;1200.000000;3789.277878,True,True,False,4.621016460142918,4.621016460142918,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
2025-06-04,154,0.6,8,14,42706.392805412,6969.741428558671,421969.71003201406,175919.78924375397,597889.499275768,23548.87269893266,46657.03272120687,2367.927105438121,2782.541129159659,3048.474988;3403.419356;4585.623495;10484.524529;4562.688728;2805.969167;4671.629327;3686.755632;3214.118080;3413.652422;10077.214446;2282.958380;1200.000000;2782.541129,True,True,False,5.472473268571775,5.472473268571775,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
2025-06-04,154,0.6,12,14,43051.19806814224,7209.010715950355,415574.66713096533,187142.10582302616,602716.7729539914,24032.964999775213,50930.87163877138,2367.927105438121,2747.745268036697,4256.311345;3074.742776;2430.437478;10010.581444;3218.891047;4167.829698;5300.552633;3313.772695;3167.498210;4121.166096;10030.887145;2335.709454;1730.560834;2747.745268,True,True,False,6.420073955356202,6.420073955356202,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
2025-06-18,168,0.6,4,14,56774.36274304159,4812.1600055592635,605116.2622359431,189724.81616663915,794841.0784025822,59512.32800045296,51745.854812827805,2782.541129159659,4496.489936635967,1260.863039;1822.405418;2734.304442;9331.189164;2031.956844;2459.613164;1929.041091;2629.353907;1499.291448;2364.119391;8145.374617;3716.875959;5007.627276;4496.489937,True,True,False,4.898764686714068,4.898764686714068,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
2025-06-18,168,0.6,8,14,56054.64906088079,4606.086183268966,610259.2779082735,174505.8089440575,784765.0868523311,67534.44606150295,47241.75817750841,2782.541129159659,3630.3787260747345,1313.895791;1200.000000;1270.646328;8107.038633;2593.235096;1654.387965;1670.667571;1686.753099;1632.309765;2598.800673;8142.393309;4234.704454;5620.796603;3630.378726,True,True,False,5.358334560927948,5.358334560927948,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
2025-06-18,168,0.6,12,14,54765.26465136573,4827.507975269171,615624.6548198479,151089.05029927217,766713.7051191202,70117.86191224286,39728.70488055682,2782.541129159659,3365.069411580838,1308.553476;1200.000000;1336.460160;7310.003143;2420.926855;1652.829445;1816.719255;1690.939133;1739.352702;2150.940103;7750.091728;3958.070983;4806.903261;3365.069412,True,True,False,6.382143616284468,6.382143616284468,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
2025-07-02,182,0.6,4,14,50229.30492055841,5240.870866234302,657681.1196100273,45529.14927779039,703210.2688878177,120082.81080108539,11500.66406159965,3630.378726074736,1296.3873937624207,3595.569839;3204.284534;4178.598559;9804.284564;4625.607707;4294.182773;4989.198932;4299.301265;4070.349402;5146.512963;9820.124122;5357.314552;4872.756290;1296.387394,True,True,False,4.913870753572804,4.913870753572804,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
2025-07-02,182,0.6,8,14,49313.449184818564,5074.922451034878,653111.1114025287,37277.17718493118,690388.28858746,113660.29881101054,9503.2668742418,3630.378726074736,1353.4663710406976,3527.965046;3995.255342;4060.831271;8920.997776;4418.778726;4310.004372;4894.250546;4292.308927;3914.936164;4540.204346;10800.000000;5509.557748;5225.690412;1353.466371,True,True,False,5.707060600427732,5.707060600427732,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
2025-07-02,182,0.6,12,14,49040.98184187937,5015.923091731973,652658.264230649,33915.48155566212,686573.7457863112,109680.2340693717,7957.0415723774195,3630.378726074736,1316.3706867643757,3630.622083;3748.896477;4071.893402;9220.369444;4570.179924;4399.969432;4551.220989;4545.501105;4138.063105;4595.599123;10800.000000;5582.333679;5215.978314;1316.370687,True,True,False,6.593054376999914,6.593054376999914,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
2025-07-16,196,0.6,4,14,59292.78665287892,4635.855633495902,670392.1857684059,159706.82737189895,830099.013140305,24177.8269866906,41147.31112741766,1353.4663710406976,2892.743633386544,1208.347243;1323.381966;1914.524590;8370.578015;1235.886906;3597.380826;1683.305051;2494.796955;1645.001429;2403.501269;9011.741849;3750.789547;4832.981541;2892.743633,True,True,False,4.839669121285884,4.839669121285884,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
2025-07-16,196,0.6,8,14,61222.01181610984,4942.450148125099,667980.9736878222,189127.19173771548,857108.1654255379,27559.558526015375,45874.09923277976,1353.4663710406976,3484.974026032321,1240.682327;1323.381966;1882.212390;7556.092421;1379.937500;3301.984594;1719.943246;1728.343532;1629.540150;2420.848784;8095.544108;3867.340427;4380.418643;3484.974026,True,True,False,5.610661685572268,5.610661685572268,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
2025-07-16,196,0.6,12,14,61758.266555323506,4974.160324473263,663439.4466241238,201176.28515040534,864615.7317745291,23759.681357858124,48078.29968198761,1353.4663710406976,3224.37303136873,1340.386070;1268.930924;1872.833074;8091.020069;1233.605639;3310.575381;1737.313728;2056.822575;1593.323726;2339.518315;7292.748465;3811.501529;4427.409961;3224.373031,True,True,False,6.786381434356632,6.786381434356632,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
2025-07-30,210,0.6,4,14,52446.87414927584,4291.981828371837,696725.967426198,37530.27066366375,734256.2380898618,42286.79078942711,10051.819299795563,3484.974026032321,4825.711114596176,3695.707675;2555.906069;3083.600366;9577.551225;5670.398140;3914.348851;4100.621379;3817.005021;4255.089954;4204.471698;9293.969817;4458.779006;3470.048097;4825.711115,True,True,False,4.944818232499529,4.944818232499529,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
2025-07-30,210,0.6,8,14,52574.59545854658,4447.034151257602,697220.8197782635,38823.51664138852,736044.3364196521,39900.25763883781,10266.806745139373,3484.974026032321,4975.622560483395,3523.670482;2626.685568;3603.832950;8373.006421;4365.010451;3618.738906;4056.182437;3791.586462;4192.785732;4428.362537;9136.406679;4738.170558;4222.935910;4975.622560,True,True,False,6.002184532143604,6.002184532143604,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
2025-07-30,210,0.6,12,14,52333.565121189466,4308.956526634235,703520.8401879161,29149.07150873629,732669.9116966525,43928.48911954492,8062.0785498632895,3484.974026032321,5292.511223306673,3347.510713;2544.629209;3033.738230;8353.424114;4375.169129;3651.555361;4145.420460;4704.331760;4458.361664;4565.617126;9104.907921;5025.199463;4555.388938;5292.511223,True,True,False,7.041542097571177,7.041542097571177,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
2025-08-13,224,0.6,4,14,48667.150255050314,4051.0880615642945,657703.2384816079,23636.865089096482,681340.1035707043,55068.270742943474,5829.322841429267,4975.622560483395,2913.260870201252,5813.943561;5635.419725;5576.868279;9971.549134;2807.403988;3420.691301;3133.684613;3746.712120;2776.440623;3366.868740;9699.750643;3771.592757;2495.936642;2913.260870,True,True,False,4.843391904285714,4.843391904285714,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
2025-08-13,224,0.6,8,14,49210.37415248314,4108.3251178527335,668893.7103829718,20051.52775179225,688945.238134764,68813.32807173704,5159.460008593584,4975.622560483395,2635.663084556454,5559.199125;5077.838800;6050.153773;10013.846354;4260.911751;4751.623083;4181.217293;2595.981104;3056.613542;2645.496848;9503.120817;3506.877463;2844.754224;2635.663085,True,True,False,5.602005356714861,5.602005356714861,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
2025-08-13,224,0.6,12,14,50406.65768487078,4134.109829706711,684726.1138719008,20967.093716289888,705693.2075881909,87946.55481185806,5200.173712855446,4975.622560483395,2691.1525588534123,5767.435003;5441.597155;5808.509224;10048.114464;4816.597786;5125.338116;4644.166285;3617.464264;4182.207734;4085.036674;9551.221550;2581.650568;2440.915414;2691.152559,True,True,False,6.521684080857085,6.521684080857085,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
2025-08-27,238,0.6,4,14,51304.38958581963,4352.77670412051,607437.5436041981,110823.9105972766,718261.4542014748,34340.780206241,30478.551916801363,2635.663084556454,3071.984148291371,4215.878411;3395.869856;3457.682385;9535.905865;1838.133203;1304.498040;1275.397032;3565.610298;1324.715948;1388.244592;9433.071094;2270.224598;1978.611463;3071.984148,True,True,False,4.995576494359868,4.995576494359868,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
2025-08-27,238,0.6,8,14,50219.74544080582,4404.781237823014,607051.3426575019,96025.09351377958,703076.4361712815,22616.34107593962,26680.318431061085,2635.663084556454,4139.66977672586,4044.397399;3123.176543;3132.244290;9381.408648;2924.922261;1873.376660;2317.703070;3285.253191;1424.064572;1502.169064;9549.628756;2367.928221;2430.666230;4139.669777,True,True,False,5.8286922425738465,5.8286922425738465,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
2025-08-27,238,0.6,12,14,49460.38374480098,4323.075266274829,607610.3239533795,84835.0484738342,692445.3724272137,28083.121449466493,23786.47203693745,2635.663084556454,3431.1114815967762,3742.182687;2813.692086;2303.542345;9174.513975;2276.629828;2002.856209;2544.067440;2793.648869;1955.050887;1534.396988;9869.337462;2339.216742;2403.802662;3431.111482,True,True,False,6.873971366355753,6.873971366355753,day_ahead_joint_q+locked_q+causal_mpc+next_day_value_cuts,
