date,n_adjusted_periods,normal_cost_yuan,emergency_cost_yuan,adjustment_delivery_yuan,adjustment_update_clock_yuan,total_delivery_yuan,total_update_clock_yuan,adjustment_gap_yuan,ledger_matches_delivery
2025-01-14,30,69452.30732378631,5374.6352910886235,555.0884167442478,488.8863877084982,75382.03103161918,75315.82900258343,-66.20202903574955,True
2025-01-15,42,69957.40000566785,5361.6294976595855,1617.4591858824112,1232.783142183698,76936.48868920986,76551.81264551113,-384.67604369871333,True
2025-01-16,41,65686.36888397153,5197.603645910758,1040.2203651837713,898.8358639493064,71924.19289506605,71782.8083938316,-141.3845012344649,True
2025-01-17,3,23023.744442837793,1803.763260784259,43.09635934178467,57.794548781734306,24870.604062963837,24885.302252403788,14.698189439949637,True
2025-01-18,18,21756.641001806987,2211.3400218442716,835.6395934775776,909.111773682032,24803.620617128836,24877.092797333287,73.47218020445439,True
2025-01-19,42,68038.02250179704,1730.2456297943281,1825.6223074861296,1456.7990844408737,71593.89043907748,71225.06721603224,-368.8232230452559,True
2025-01-20,34,65272.69209185742,7061.406583711362,652.2616319456429,599.7781640001334,72986.36030751442,72933.87683956891,-52.48346794550946,True
2025-01-21,43,63460.799155477354,2240.3650428287965,594.5873113679329,531.705485238653,66295.75150967408,66232.86968354479,-62.88182612927994,True
2025-01-22,41,69036.01578637486,2933.3624807557976,513.1800446920932,402.37131884378624,72482.55831182275,72371.74958597444,-110.808725848307,True
2025-01-23,43,66575.10842383918,3609.8239062651533,1448.814548828629,1302.1098457193982,71633.74687893296,71487.04217582372,-146.70470310923088,True
2025-01-24,18,21397.715680649304,706.3386604416269,519.8221886514203,533.552412545068,22623.876529742352,22637.606753636,13.73022389364769,True
2025-01-25,19,18938.020630725503,405.21019068721904,484.6563275617468,829.2105606719936,19827.88714897447,20172.44138208472,344.55423311024674,True
2025-01-26,42,67241.19458418142,3289.0539035448005,1819.5998404245165,1715.327249266379,72349.84832815072,72245.57573699259,-104.2725911581374,True
2025-01-27,33,62263.79414418873,1786.3121201638385,1204.2590960125124,727.9209013174336,65254.36536036508,64778.02716567,-476.33819469507876,True
2025-01-28,46,64643.85936288481,4221.4811319037635,787.4386438915826,810.9402828763245,69652.77913868015,69676.2807776649,23.50163898474193,True
2025-01-29,43,61300.53733425311,3903.4060297946635,841.6505146454679,752.8613939804616,66045.59387869324,65956.80475802824,-88.7891206650063,True
2025-01-30,29,59819.85287780995,1616.6620608187714,1554.4152448044251,1314.6168283519023,62990.93018343315,62751.13176698062,-239.79841645252282,True
2025-01-31,23,20359.096702458657,1077.0340125660957,700.3883046934402,922.1687994024267,22136.519019718195,22358.299514427184,221.78049470898645,True
2025-02-01,4,18901.766574792604,8.927251284807094e-07,15.266758865836065,11.701902252589646,18917.033334551168,18913.46847793792,-3.5648566132464197,True
2025-02-02,36,57806.37205790475,491.60928073390687,699.9827712434089,731.1417680040606,58997.96410988207,59029.12310664273,31.15899676065169,True
2025-02-03,45,59892.41983918626,1335.374154070436,1589.610288413986,1507.5721692778707,62817.40428167068,62735.36616253457,-82.03811913611526,True
2025-02-04,43,62266.73921578002,766.3422165684169,1595.0719218131485,1266.2827587263919,64628.153354161586,64299.36419107483,-328.7891630867566,True
2025-02-05,38,61907.31223911153,805.8878512648012,792.6836875329664,851.7436057323438,63505.8837779093,63564.943696108676,59.05991819937742,True
2025-02-06,43,57954.6390880017,855.8808753491387,2538.2028416117096,1990.3622195571465,61348.72280496255,60800.88218290798,-547.840622054563,True
2025-02-07,21,17909.317270676536,8.555654831144771,487.1446332289527,355.6188078571739,18405.017558736636,18273.491733364855,-131.5258253717788,True
2025-02-08,17,17028.255058461124,545.9186771805587,180.182803817071,111.54940481587687,17754.35653945875,17685.723140457558,-68.63339900119414,True
2025-02-09,40,59084.52005821327,372.1989745796016,1146.0764659068345,1025.1015811635245,60602.7954986997,60481.8206139564,-120.97488474330999,True
2025-02-10,39,53702.24918987093,925.2810283538248,1300.9960778896575,1451.3806329462225,55928.52629611442,56078.91085117098,150.38455505656498,True
2025-02-11,34,53167.38373902449,968.1816719159367,1761.052697068366,1309.5281225626022,55896.618108008784,55445.09353350302,-451.52457450576367,True
2025-02-12,43,53779.30206026568,1609.2086529550131,1717.2271630630821,1845.6355220367714,57105.737876283776,57234.14623525746,128.40835897368925,True
2025-02-13,42,48638.16603664387,421.6981219617862,1509.5905550703578,1658.625194969196,50569.45471367601,50718.48935357485,149.03463989883812,True
2025-02-14,16,16426.563664376656,534.2645272811421,240.60443912992332,138.31245329187414,17201.43263078772,17099.14064494967,-102.29198583804919,True
2025-02-15,6,16979.277972885655,1101.3002267810114,145.54242845597292,223.92877825618893,18226.12062812264,18304.506977922854,78.38634980021601,True
2025-02-16,43,49927.185198684114,3593.6382222622988,2597.408858978937,2409.345534109646,56118.232279925345,55930.168955056055,-188.06332486929114,True
2025-02-17,40,50461.101910926285,1830.3018069690002,3315.17180874022,3470.0723377863555,55606.575526635505,55761.47605568165,154.9005290461355,True
2025-02-18,22,50215.59955555659,2535.892623356327,752.0444565305077,782.2483730116485,53503.53663544343,53533.740551924566,30.203916481140823,True
2025-02-19,40,50301.72465754717,2840.174528340443,619.8304695087268,521.1612857605603,53761.72965539634,53663.060471648176,-98.66918374816646,True
