date,day_index,strategy,load_information_case,year_end_boundary,year_end_soc_kwh,settlement_rule,price_mode,normal_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan,g0_kwh,g_final_kwh,emergency_kwh,curtailment_kwh,soc_start_kwh,soc_end_kwh,adjustment_count,locked_period_violations,max_balance_residual_kwh,max_simultaneous_cd_kwh2,runtime_seconds,max_x_minus_g_kwh,pass
2025-02-13,43,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,47741.858301431384,1381.22377955948,453.83182646458795,49576.91390745545,73922.94760635658,72100.30582539867,97.22363750000166,159.9005500000001,7764.342829263914,2418.1492114498305,2,0,9.094947017729282e-13,0.0,5.080863343988312,0.0,True
2025-02-14,44,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,16177.1006772943,240.35403483771364,684.3560264090233,17101.810738541037,40734.69188773307,41459.8641418717,202.05554830246717,3657.5190726463725,2418.1492114498305,6654.876739982515,3,0,1.1368683772161603e-13,0.0,5.0104673559981165,0.0,True
2025-02-15,45,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,16506.924734527212,66.00830731124722,1011.4795799807165,17584.412621819174,40669.15980486598,40912.41467546724,354.20715386664966,4394.242329149475,6654.876739982515,10692.013819104584,2,0,1.1368683772161603e-13,0.0,5.270526512002107,0.0,True
2025-02-16,46,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,49258.93880800965,2605.607828335706,3842.2177207573914,55706.76435710275,79604.35323452349,73247.5395504231,920.5411962151447,13.392566666666733,10692.013819104584,5694.725764943872,2,0,1.1368683772161603e-13,0.0,5.687679234993993,0.0,True
2025-02-17,47,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,49939.07723936593,3269.752012205483,1928.390346457376,55137.21959802879,86244.82843555917,77604.08200039552,451.44823062800214,207.79652348472342,5694.725764943872,6996.807085709238,2,0,1.1368683772161603e-13,0.0,5.665303838002728,0.0,True
2025-02-18,48,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,50344.24460836453,738.119535768371,2576.9348055725713,53659.29894970547,76389.13511961653,78591.47489265609,550.9325542369186,106.06716004429478,6996.807085709238,7853.461340651294,2,0,1.6342482922482304e-13,0.0,5.458686679994571,0.0,True
2025-02-19,49,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,48962.022146653726,621.1688142951585,2710.109560268349,52293.30052121724,74892.9963667861,75778.89557043333,644.9716968392523,73.13556666666781,7853.461340651294,6683.465962507053,3,0,1.1368683772161603e-13,0.0,5.072727013000986,0.0,True
2025-02-20,50,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,47544.24196163775,1346.1317611944546,1907.606506643678,50797.980229475885,74967.58599826667,71977.41691983596,393.3509167364208,242.69872916667012,6683.465962507053,3010.8395709002443,3,0,1.9326762412674725e-12,0.0,5.239498955008457,0.0,True
2025-02-21,51,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,14214.425600731787,75.6324565947444,886.1590685485118,15176.217125875044,35861.12119630577,36077.97754065809,276.4426976117298,6308.7813856093335,3010.8395709002443,4468.735767737271,3,0,1.1368683772161603e-13,0.0,5.224291612001252,0.0,True
2025-02-22,52,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,16070.59094074657,120.16373586406746,1487.5439513384226,17678.298627949065,40908.75882425869,40930.75666779374,440.2989183623113,3773.1570511174896,4468.735767737271,10718.08561021634,3,0,1.1368683772161603e-13,0.0,5.035789260000456,0.0,True
2025-02-23,53,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,46523.29263238236,1323.0660848793552,3827.54662591598,51673.90534317771,74174.36912572703,71629.46141196307,978.8360657638805,205.26667500000008,10718.08561021634,7506.511482140916,3,0,1.1368683772161603e-13,0.0,4.753535326992278,0.0,True
2025-02-24,54,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,47449.236488953306,251.44863294148774,2118.685985704345,49819.37110759913,73129.57136705607,73257.16649006188,390.9924095386877,621.535791666666,7506.511482140916,6779.480583630587,3,0,1.2789769243681803e-13,0.0,5.12062909200904,0.0,True
2025-02-25,55,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,44373.9280092028,2358.2046343520215,3065.1325292814977,49797.26517283631,78217.17279246583,71843.29973984293,690.2843533963805,464.6625166666644,6779.480583630587,8230.35197273569,3,0,1.1368683772161603e-13,0.0,5.077274672992644,0.0,True
2025-02-26,56,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,45561.88885343245,1012.3889848815747,2711.4776539706427,49285.75549228467,69170.44903870477,72106.92251607086,580.9461376863511,396.3063787626297,8230.35197273569,7687.551520650189,3,0,1.1368683772161603e-13,0.0,5.073694379010703,0.0,True
2025-02-27,57,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,41898.59698979133,617.3379605522689,2296.2419047057574,44812.17685504935,65223.193139797884,65427.51000873878,475.00528472495535,255.77252499999724,7687.551520650189,2219.2635167060876,3,0,1.1481284351114738e-13,0.0,4.937315575996763,0.0,True
2025-02-28,58,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,14607.188899195316,131.91392028188608,1184.9602420409806,15924.063061518182,38762.93463791993,38801.54167171394,413.50009218343195,7296.092089621677,2219.2635167060876,7831.256944569555,3,0,1.1368683772161603e-13,0.0,4.7502341299987165,0.0,True
2025-03-01,59,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,14067.365183684615,268.86847725078087,1339.391944053769,15675.625604989162,38323.1619979564,36960.10220036198,377.37849371980184,7271.698509722223,7831.256944569555,10670.373592437685,2,0,1.1368683772161603e-13,0.0,5.0663412530120695,0.0,True
2025-03-02,60,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,50505.3417875475,1004.538001577982,2460.8016519727216,53970.681441098204,77729.49706658191,78049.67197188671,453.86136013691396,134.32283333333316,10670.373592437685,9027.49382052939,3,0,2.2737367544323206e-13,0.0,4.577481683008955,0.0,True
2025-03-03,61,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,48503.98888348541,2366.584121761705,3307.0470835392807,54177.620088786396,80146.82078222228,75495.4951934261,794.3528771891356,143.18612500000063,9027.49382052939,7451.521327388928,2,0,1.1368683772161603e-13,0.0,5.669772036009817,0.0,True
2025-03-04,62,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,46702.75469836007,684.9398250824572,3114.960988789998,50502.65551223253,71802.41421652732,73658.20500427959,781.9396915811263,371.47075533271766,7451.521327388928,6667.378989595972,3,0,2.2737367544323206e-13,0.0,5.461374424005044,0.0,True
2025-03-05,63,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,44030.02278625258,1778.6429846559226,4167.7878256135755,49976.45359652207,77239.77227956102,72252.8169906346,979.45275966809,367.6284166666669,6667.378989595972,7456.621980048705,3,0,1.1368683772161603e-13,0.0,4.878149194002617,0.0,True
2025-03-06,64,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,41392.27456011857,494.54913449663246,1975.7843050038389,43862.60799961904,65586.58981173295,65056.57302188599,399.75266953434397,632.227715277777,7456.621980048705,1961.520731632049,2,0,1.1368683772161603e-13,0.0,4.883217312992201,0.0,True
2025-03-07,65,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,14646.617745126132,141.3263558793829,1948.0858811275807,16736.029982133092,39649.80021172227,39276.340156115184,711.9492558168487,9124.514080555557,1961.520731632049,8272.320305286326,3,0,1.1368683772161603e-13,0.0,4.921792783003184,0.0,True
2025-03-08,66,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,13019.56862298572,112.17390804675892,282.0589441838323,13413.801475216313,34287.839471744264,35111.092145210074,103.92364588621555,10333.07747657442,8272.320305286326,10672.555417426001,3,0,1.1368683772161603e-13,0.0,5.230098440995789,0.0,True
2025-03-09,67,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,40340.70893197766,1932.1357582816713,2346.5758424684495,44619.420532727774,72303.41586947079,65881.64391577506,591.1368058022667,306.06699475308466,10672.555417426001,8286.207694844195,3,0,2.2737367544323206e-13,0.0,5.1787894789886195,0.0,True
2025-03-10,68,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,44581.34060719236,488.65657714173767,3633.0456437528364,48703.04282808693,68963.52927232432,69977.1310204861,820.7658259443465,446.31626218110574,8286.207694844195,6096.621473118222,2,0,1.1368683772161603e-13,0.0,5.11294056600309,0.0,True
2025-03-11,69,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,42376.603648727265,1808.7063552515056,2632.0761052178286,46817.38610919659,63560.62544872673,69564.9888523517,619.2864240497945,844.2793458333339,6096.621473118222,6886.491797270347,3,0,2.2737367544323206e-13,0.0,5.2839792470040265,0.0,True
2025-03-12,70,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,39821.18387664168,1824.7483740902865,1699.764675626647,43345.69692635861,70726.88858883659,65168.03166521732,375.32622712003484,1062.5090458333348,6886.491797270347,5020.186770449785,3,0,1.8189894035458565e-12,0.0,5.094174714002293,0.0,True
2025-03-13,71,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,43901.24501584781,322.3244465832504,3264.2354054720704,47487.804867903134,69180.99530631234,69393.99214837793,684.9767657807811,72.19700277777771,5020.186770449785,1990.5694147589986,2,0,1.4210854715202004e-13,0.0,4.888896918986575,0.0,True
2025-03-14,72,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,12403.19636978191,130.47390892884476,793.7896040343994,13327.459882745155,34516.16241864154,35014.405015754106,226.71903965171788,12260.60804949822,1990.5694147589986,5568.505462259269,3,0,1.1368683772161603e-13,0.0,4.488420944995596,0.0,True
2025-03-15,73,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,13255.752032349921,140.20124958132192,1518.7926440176886,14914.745925948931,34926.94176832617,35353.93848452135,466.2196553232691,7557.198535609331,5568.505462259269,9912.722302660994,3,0,1.7621459846850485e-12,0.0,4.867506073002005,0.0,True
2025-03-16,74,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,40340.08893068345,887.5252445842432,858.130727284258,42085.74490255195,65255.41197854918,65354.79291264906,209.86811536482242,462.95613749999893,9912.722302660994,6797.806035252526,3,0,2.2737367544323206e-13,0.0,5.081835538992891,0.0,True
2025-03-17,75,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,36645.71437365674,1755.2765346681883,2601.836736706169,41002.827645031095,65039.162807143635,61706.9410339536,885.8191357856306,275.9723773148135,6797.806035252526,7643.760180555974,3,0,1.1368683772161603e-13,0.0,4.556547308005975,0.0,True
2025-03-18,76,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,38416.957958586885,2314.5996855275603,1637.8939251003499,42369.45156921479,70240.0915416404,63296.16798469698,336.9169322724951,643.9417847222235,7643.760180555974,4839.975315960153,3,0,1.1368683772161603e-13,0.0,4.900959878999856,0.0,True
2025-03-19,77,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,39472.39841166638,1292.7036865515015,2690.7545944786298,43455.856692696514,62464.23388330282,67089.16628553675,849.0894628703854,943.3620020061763,4839.975315960153,7771.551315017233,3,0,1.3500311979441904e-13,0.0,4.986150250013452,0.0,True
2025-03-20,78,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,36217.97863940371,1557.4218315051667,6557.639164796081,44333.03963570495,61854.81798589579,58167.72681689169,1923.1164009165009,0.9398166666666666,7771.551315017233,2059.8048743686463,2,0,1.1368683772161603e-13,0.0,4.564305751002394,0.0,True
2025-03-21,79,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,12292.200687458428,100.57492316769661,1496.4711795840624,13889.246790210189,34762.51549946166,34699.67961477025,535.3686550484501,15112.773198572295,2059.8048743686463,7414.8765525115705,3,0,1.1368683772161603e-13,0.0,4.520745789006469,0.0,True
2025-03-22,80,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,12291.378131941547,113.65843026015796,532.3582012908403,12937.394763492546,33597.96356344917,33253.53763963815,288.02533080187413,11380.886404256249,7414.8765525115705,10686.893891801124,3,0,1.1368683772161603e-13,0.0,5.052204420993803,0.0,True
2025-03-23,81,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,35915.47767251742,1628.7726264445776,2011.268211723616,39555.51851068563,64412.45187407008,59815.14106605541,444.42895893018675,1151.046413734566,10686.893891801124,6471.228072852815,3,0,1.8189894035458565e-12,0.0,5.276811628005817,0.0,True
2025-03-24,82,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,36127.93331556996,1153.6991730173877,2016.6856825345897,39298.31817112194,62739.03127785187,60270.294666366884,624.7669903856445,849.1234777777772,6471.228072852815,4763.880032796324,3,0,1.1368683772161603e-13,0.0,4.566090891006752,0.0,True
2025-03-25,83,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,36937.61449312554,2731.056273695995,3648.123342373763,43316.7941091953,70604.47708640073,61746.74512191722,983.2846931268479,106.3083625000001,4763.880032796324,3481.042078153152,3,0,2.2737367544323206e-13,0.0,5.288454545006971,0.0,True
2025-03-26,84,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,36953.0722783173,1285.166984815412,765.9439545362555,39004.183217668964,65186.19906066079,63220.84360670873,225.02102983710103,960.8614262345667,3481.042078153152,7112.523643063752,3,0,2.2737367544323206e-13,0.0,4.911960653000278,0.0,True
2025-03-27,85,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,33339.95471958791,1528.4137671310814,4595.305859810344,39463.67434652934,60072.722986021545,55106.08244600839,1529.4678554130003,138.26616388888456,7112.523643063752,2006.5437540507226,3,0,1.1368683772161603e-13,0.0,4.849298950997763,0.0,True
2025-03-28,86,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,12233.911006790602,25.717282195166277,708.5655311078913,12968.19382009366,34289.51167142706,34215.2939058887,277.65037555974936,15932.842263078473,2006.5437540507226,7015.229374776674,3,0,1.1368683772161603e-13,0.0,4.691500564003945,0.0,True
2025-03-29,87,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,11607.791610651842,133.91032716023204,1186.5774757193249,12928.2794135314,31701.282142959884,32115.718870313074,396.28482155313293,18793.139791620466,7015.229374776674,10672.918437672273,3,0,1.1368683772161603e-13,0.0,4.838124097004766,0.0,True
2025-03-30,88,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,31431.757048360545,1881.1108580654432,5056.305534923751,38369.17344134975,60676.86528453061,53485.49991989118,1519.9633134827388,13.641773611110558,10672.918437672273,7510.008941259937,3,0,2.2737367544323206e-13,0.0,4.92528095599846,0.0,True
2025-03-31,89,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,33946.746467829915,1083.1110683640475,3790.2492187299467,38820.10675492391,52506.81447519269,57011.41750123145,1072.7682283798604,462.0249817214245,7510.008941259937,5349.36756463248,3,0,2.2737367544323206e-13,0.0,5.086498489996302,0.0,True
2025-04-01,90,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,38489.74740815563,1613.1242382611495,3803.74172318514,43906.613369601924,69274.63189435791,64882.12630700856,1096.671711045291,602.6717555555538,5349.36756463248,6969.789068650204,3,0,1.4210854715202004e-13,0.0,5.083482011992601,0.0,True
2025-04-02,91,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,37703.200618389266,219.41084958796142,3822.2162603465526,41744.82772832378,64987.933999379115,64524.22369405581,1011.3850682637134,448.47109768518334,6969.789068650204,7673.405040531963,3,0,1.1368683772161603e-13,0.0,4.935809444999904,0.0,True
