date,day_index,strategy,load_information_case,year_end_boundary,year_end_soc_kwh,settlement_rule,price_mode,normal_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan,g0_kwh,g_final_kwh,emergency_kwh,curtailment_kwh,soc_start_kwh,soc_end_kwh,adjustment_count,locked_period_violations,max_balance_residual_kwh,max_simultaneous_cd_kwh2,runtime_seconds,max_x_minus_g_kwh,pass
2025-01-29,28,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,60234.029226023755,824.2294973379028,3791.371433043678,64849.630156405336,85491.2228385193,87118.57294231032,915.685515812873,0.0,7480.966284235996,8779.085741018045,2,0,1.1368683772161603e-13,0.0,5.376028330996633,0.0,True
2025-01-30,29,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,59869.432271821584,1555.7079430104106,1618.8066109996093,63043.94682583161,78201.47936007756,81881.07387954227,331.08585931584395,6.083333333333485,8779.085741018045,2199.386003115895,2,0,1.1368683772161603e-13,0.0,5.636031392001314,0.0,True
2025-01-31,30,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,21133.782843475623,670.0875541196383,1070.531529100262,22874.401926695522,48347.24039543783,51348.57687091136,382.47322861801706,1053.2180918209854,2199.386003115895,10240.864418766998,3,0,1.1368683772161603e-13,0.0,5.618565701995976,0.0,True
2025-02-01,31,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,17530.97273621724,192.64563941868315,209.50556122627364,17933.123936862197,42683.96104217076,42304.06759012998,140.65495886288932,2191.1335684928636,10240.864418766998,10792.283199341857,2,0,1.1368683772161603e-13,0.0,5.63436448299035,0.0,True
2025-02-02,32,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,57433.91862618926,748.7379497829825,309.21050251597393,58491.86707848821,85347.12443137619,83872.59109975515,87.20066111111169,0.0,10792.283199341857,9000.101522778585,3,0,1.1368683772161603e-13,0.0,5.457588171993848,0.0,True
2025-02-03,33,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,59182.70429030762,1617.9100545722079,1398.98041647366,62199.5947613535,89679.68082720689,85811.02129618352,293.3586751237466,0.00225,9000.101522778585,8884.246609282009,3,0,2.2737367544323206e-13,0.0,5.277728646993637,0.0,True
2025-02-04,34,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,60511.891205483196,1544.4665168833485,694.2282372006578,62750.58595956721,88696.76837665387,85564.95069700852,147.85149152936492,0.0,8884.246609282009,5724.685354158941,2,0,2.2737367544323206e-13,0.0,4.88630649400875,0.0,True
2025-02-05,35,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,62516.83173508815,770.2078720519121,514.9795175243019,63802.019124664366,90194.62454915053,91283.08218276137,96.06803979754747,2.052500000000009,5724.685354158941,8979.16064105637,2,0,1.1368683772161603e-13,0.0,5.279773100002785,0.0,True
2025-02-06,36,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,57718.94413796577,2559.691664684464,839.3298274645442,61117.965630114784,87259.83443975347,81473.35860423846,167.49708351592503,0.0023,8979.16064105637,4084.158467827347,3,0,1.2789769243681803e-13,0.0,5.429550369008211,0.0,True
2025-02-07,37,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,16844.00500792551,674.863928919436,47.93442238010394,17566.803359225054,45707.20127979123,42490.43130455923,12.294029848705806,3694.6663027777768,4084.158467827347,6883.533738116721,3,0,1.1368683772161603e-13,0.0,5.419053450008505,0.0,True
2025-02-08,38,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,16457.605145680718,193.86592138007336,346.91697686646023,16998.38804392725,41851.21722698936,42421.79333725471,99.74488421607606,2051.3950618439035,6883.533738116721,10799.999999759506,3,0,1.1368683772161603e-13,0.0,4.859341344010318,0.0,True
2025-02-09,39,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,58670.769962287275,1130.873717559891,329.46737114197623,60131.11105098913,84480.77548365359,84174.22479209761,59.495649173371135,0.0,10799.999999759506,8028.694090107542,2,0,1.1368683772161603e-13,0.0,5.445221966991085,0.0,True
2025-02-10,40,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,53220.07988884144,1321.8883496007188,925.2810283159841,55467.24926675815,84483.38186864578,81338.92846906213,254.37178874702397,80.18030402480181,8028.694090107542,8689.403604452838,2,0,2.2737367544323206e-13,0.0,4.881517125002574,0.0,True
2025-02-11,41,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,52888.30628621872,1803.6168398617608,1023.916797078451,55715.83992315893,83586.24009163326,79532.43698090993,225.70965948759954,123.28266666666644,8689.403604452838,7792.353691146206,3,0,1.1368683772161603e-13,0.0,5.649286050000228,0.0,True
2025-02-12,42,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,oracle,52871.11616818607,1815.4653675537872,1642.723281676696,56329.30481741657,84313.59985405966,80040.14603507888,343.1345837200248,32.49888333333313,7792.353691146206,7764.342829263914,3,0,2.2737367544323206e-13,0.0,5.449376231990755,0.0,True
