date,day_index,strategy,load_information_case,year_end_boundary,year_end_soc_kwh,settlement_rule,normal_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan,g0_kwh,g_final_kwh,emergency_kwh,curtailment_kwh,soc_start_kwh,soc_end_kwh,adjustment_count,locked_period_violations,max_balance_residual_kwh,max_simultaneous_cd_kwh2,runtime_seconds,max_x_minus_g_kwh,pass
2025-01-11,10,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,22828.04972720014,141.55189896811808,1911.1082354842956,24880.709861652555,50933.353683230634,51176.459446339446,755.2080590556303,84.88696648611563,7406.882478591074,10692.812020008976,3,0,1.1368683772161603e-13,0.0,4.3812757690029684,0.0,True
2025-01-12,11,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,73912.48591911199,1908.0018288136089,2818.638547483573,78639.12629540915,94999.99097022138,96250.15552185665,667.6063512542144,0.0,10692.812020008976,10056.976503601645,2,0,1.7053025658242404e-12,0.0,4.578504760997021,0.0,True
2025-01-13,12,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,66639.599781905,1098.5266219218393,1788.1096245902258,69526.23602841706,89580.86891120167,87273.00816669059,453.29292900638603,0.0,10056.976503601645,4648.934038163405,2,0,1.1368683772161603e-13,0.0,4.486942282994278,0.0,True
2025-01-14,13,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,69452.3073237863,555.0884167442473,5374.6352910886235,75382.03103161916,95638.75329632137,94815.79841503664,1251.2811762719243,0.0,4648.934038163405,6654.865990611151,2,0,2.2737367544323206e-13,0.0,5.475380076997681,0.0,True
2025-01-15,14,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,69957.40000566786,1617.459185882412,5361.6294976595855,76936.48868920984,90092.86672623018,93649.52689347843,1097.9025646331315,0.0,6654.865990611151,6738.360313769264,2,0,1.1368683772161603e-13,0.0,5.508923499997763,0.0,True
2025-01-16,15,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,65686.36888397153,1040.2203651837713,5197.603645910758,71924.19289506605,84776.49734690605,86843.47235364132,1144.7057907772405,0.0,6738.360313769264,2068.6891369667314,2,0,1.1368683772161603e-13,0.0,5.288641646999167,0.0,True
2025-01-17,16,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,23023.744442837793,43.09635934178468,1803.763260784259,24870.60406296384,52636.39822409706,52536.596287418244,641.5843678082833,895.8074635397716,2068.6891369667314,8351.856093692464,3,0,1.1368683772161603e-13,0.0,5.094777605001582,0.0,True
2025-01-18,17,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,21756.641001806987,835.6395934775776,2211.3400218442716,24803.620617128832,51940.657404012156,48654.67611013085,744.2055946106836,721.5672178178369,8351.856093692464,10713.103349033501,2,0,1.1368683772161603e-13,0.0,4.91671772999689,0.0,True
2025-01-19,18,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,68038.02250179704,1825.6223074861296,1730.245629794328,71593.89043907748,86493.22839457693,90417.7342503477,438.779377084049,0.0,10713.103349033501,8366.07316985954,2,0,2.2737367544323206e-13,0.0,5.12077960500028,0.0,True
2025-01-20,19,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,65272.69209185742,652.261631945643,7061.406583711362,72986.36030751443,86961.5329852704,88062.01317781323,1584.333123613229,0.0,8366.07316985954,6240.860030996464,3,0,1.7053025658242404e-12,0.0,5.488828604000446,0.0,True
2025-01-21,20,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,63460.79915547735,594.5873113679329,2240.3650428287965,66295.75150967408,89487.70254289295,88395.67423061738,520.2475624499403,0.0,6240.860030996464,6372.592607712922,2,0,3.410605131648481e-12,0.0,5.3136958760005655,0.0,True
2025-01-22,21,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,69036.01578637486,513.1800446920926,2933.362480755797,72482.55831182275,94725.08215422597,94375.11942664022,645.4515883150153,0.0,6372.592607712922,8235.540620385087,2,0,1.7053025658242404e-13,0.0,5.313168837004923,0.0,True
2025-01-23,22,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,66575.10842383918,1448.8145488286295,3609.8239062651533,71633.74687893296,83796.98295405852,86461.35326077607,884.7716789386088,0.0,8235.540620385087,2137.9318325952595,2,0,2.2737367544323206e-13,0.0,5.2804931349965045,0.0,True
2025-01-24,23,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,21397.715680649304,519.8221886514203,706.3386604416269,22623.876529742352,48180.331802943154,50239.73638493379,321.4073463680632,409.6246475949482,2137.9318325952595,9013.515663265804,3,0,1.1368683772161603e-13,0.0,4.978429969996796,0.0,True
2025-01-25,24,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,18938.020630725507,484.65632756174676,405.21019068721904,19827.88714897447,41980.0672756593,44132.11253874033,203.45132040276164,1347.4002535105678,9013.515663265804,10151.608450677122,2,0,1.1368683772161603e-13,0.0,4.7962651460038614,0.0,True
2025-01-26,25,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,67241.19458418142,1819.599840424516,3289.0539035448005,72349.84832815074,94433.42156490989,90626.79534443296,814.4273727724146,0.0,10151.608450677122,8959.78309190731,2,0,1.7053025658242404e-12,0.0,5.518714212004852,0.0,True
2025-01-27,26,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,62263.79414418873,1204.2590960125124,1786.3121201638385,65254.36536036508,83377.05883619905,85811.0075443676,436.80253432415316,0.0,8959.78309190731,6905.446975878613,2,0,3.410605131648481e-12,0.0,5.1143706329967245,0.0,True
