date,day_index,strategy,load_information_case,year_end_boundary,year_end_soc_kwh,settlement_rule,normal_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan,g0_kwh,g_final_kwh,emergency_kwh,curtailment_kwh,soc_start_kwh,soc_end_kwh,adjustment_count,locked_period_violations,max_balance_residual_kwh,max_simultaneous_cd_kwh2,runtime_seconds,max_x_minus_g_kwh,pass
2025-01-28,27,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,64643.85936288481,787.4386438915822,4221.4811319037635,69652.77913868017,91211.49415909131,89731.36879383048,997.1200894488693,0.0,6905.446975878613,6752.465998892905,2,0,5.229594535194337e-12,0.0,5.162134466001589,0.0,True
2025-01-29,28,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,61300.53733425311,841.6505146454679,3903.4060297946635,66045.59387869324,86531.34810217255,88114.15144367036,960.0278223549911,0.0,6752.465998892905,9459.364929254229,2,0,1.1368683772161603e-13,0.0,5.402839520997077,0.0,True
2025-01-30,29,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,59819.85287780995,1554.4152448044254,1616.6620608187714,62990.93018343315,77176.70142320325,80879.5271293502,328.99115833333667,6.083333333333485,9459.364929254229,2212.1662906802844,2,0,2.2737367544323206e-13,0.0,5.675310823004111,0.0,True
2025-01-31,30,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,20359.09670245866,700.3883046934402,1077.0340125660957,22136.519019718195,44949.4083261042,47956.265486997494,391.7998575735534,1195.5198584876525,2212.1662906802844,7036.191363185366,3,0,1.7053025658242404e-12,0.0,5.666471383003227,0.0,True
2025-02-01,31,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,18901.766574792604,15.266758865836056,8.927251284807092e-07,18917.033334551164,45525.76107617594,45562.63951683989,4.6028622247007434e-07,2385.026690634189,7036.191363185366,10780.92908809767,2,0,1.1368683772161603e-13,0.0,5.645075959000678,0.0,True
2025-02-02,32,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,57806.37205790475,699.9827712434089,491.6092807339069,58997.96410988207,84491.20084722471,83076.15019543623,114.83401810625196,0.0,10780.92908809767,8246.574805391054,2,0,1.1368683772161603e-13,0.0,5.488038924995635,0.0,True
2025-02-03,33,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,59892.41983918626,1589.6102884139857,1335.374154070436,62817.40428167068,89231.88713748589,85453.61947590599,284.63452148372585,0.0,8246.574805391054,8212.983298039453,2,0,2.2737367544323206e-13,0.0,5.322523372000433,0.0,True
2025-02-04,34,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,62266.73921578002,1595.071921813148,766.3422165684169,64628.15335416159,91510.8887593355,88354.74518484231,154.20149878605275,0.0,8212.983298039453,8057.9280150147815,2,0,2.2737367544323206e-13,0.0,4.930068164998374,0.0,True
2025-02-05,35,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,61907.31223911153,792.683687532966,805.8878512648012,63505.8837779093,87648.95788119061,88746.67477681595,142.44643549984423,2.052500000000009,8057.9280150147815,8982.591475316907,2,0,2.2737367544323206e-13,0.0,5.3544940639985725,0.0,True
2025-02-06,36,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,57954.6390880017,2538.202841611709,855.8808753491388,61348.72280496255,85893.79416883194,80115.60295549265,173.66249791742825,0.0023,8982.591475316907,2584.1437735483437,2,0,1.1368683772161603e-13,0.0,5.509854310002993,0.0,True
2025-02-07,37,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,17909.31727067654,487.1446332289527,8.555654831144771,18405.017558736632,46363.08693681228,44410.47445740663,2.2427763789644124,4864.334290277778,2584.1437735483437,6222.612535777215,3,0,1.1368683772161603e-13,0.0,5.486897909999243,0.0,True
2025-02-08,38,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,17028.255058461124,180.18280381707098,545.9186771805587,17754.356539458753,41957.48030813022,42487.532105700244,153.61063750000116,2190.127225269832,6222.612535777215,10799.999999759506,3,0,1.1368683772161603e-13,0.0,4.9237586989984266,0.0,True
2025-02-09,39,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,59084.52005821327,1146.0764659068345,372.1989745796016,60602.7954986997,84379.17404040642,84081.13026754168,75.14437573058824,0.020583333333333332,10799.999999759506,7995.904587974509,2,0,1.1368683772161603e-13,0.0,5.52673384299851,0.0,True
2025-02-10,40,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,53702.24918987093,1300.996077889658,925.2810283538248,55928.52629611441,84139.9223039808,81013.07601598727,254.37178875777568,80.18030403555258,7995.904587974509,8779.149658891742,2,0,1.1368683772161603e-13,0.0,4.961036895001598,0.0,True
2025-02-11,41,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,53167.38373902449,1761.052697068366,968.1816719159367,55896.618108008784,82728.94430667868,78715.78425608104,212.25140039991697,137.30399999999955,8779.149658891742,7043.893278234383,2,0,1.1368683772161603e-13,0.0,5.704989293997642,0.0,True
2025-02-12,42,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,53779.30206026568,1717.2271630630821,1609.2086529550131,57105.737876283776,84586.47167802011,80400.02277341187,335.7624349742687,32.53666666666646,7043.893278234383,7230.206081527491,2,0,2.2737367544323206e-13,0.0,5.490250611001102,0.0,True
2025-02-13,43,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,48638.16603664387,1509.5905550703578,421.6981219617861,50569.45471367601,74165.40299315544,72292.59246422333,91.66595780435736,157.64389999999975,7230.206081527491,2477.2971724811387,2,0,1.1368683772161603e-13,0.0,5.143132056997274,0.0,True
2025-02-14,44,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,16426.563664376656,240.6044391299233,534.264527281142,17201.43263078772,40546.9686227826,41269.799284174165,158.25030370093907,3657.519072646373,2477.2971724811387,6404.775088175687,3,0,1.1368683772161603e-13,0.0,5.09316117799608,0.0,True
2025-02-15,45,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,16979.277972885655,145.54242845597292,1101.3002267810114,18226.120628122637,41205.677549791246,41363.83325068032,374.76872432042387,4396.367828428395,6404.775088175687,10773.148391170593,3,0,1.1368683772161603e-13,0.0,5.322979732998647,0.0,True
2025-02-16,46,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,49927.185198684114,2597.408858978937,3593.6382222622988,56118.23227992535,79556.60113117179,73206.71869847257,873.0135279587689,18.369183333333304,10773.148391170593,6303.225937247674,3,0,1.1368683772161603e-13,0.0,5.705928503004543,0.0,True
2025-02-17,47,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,50461.101910926285,3315.17180874022,1830.3018069690002,55606.57552663551,85908.347223686,77239.39261280975,434.99902443912,150.04025000000075,6303.225937247674,7668.493907806576,2,0,1.5365486660812167e-13,0.0,5.706329343003745,0.0,True
2025-02-18,48,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,50215.59955555659,752.0444565305078,2535.892623356327,53503.53663544342,74420.32397689686,76603.61413168884,529.6677492777925,106.06139351851934,7668.493907806576,6929.813543394057,3,0,1.5631940186722204e-13,0.0,5.494933333997324,0.0,True
2025-02-19,49,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,50301.72465754717,619.8304695087261,2840.174528340443,53761.729655396346,76344.41533272546,77230.31453708958,655.3063105579631,73.13008333333448,6929.813543394057,7487.905781491082,3,0,1.1368683772161603e-13,0.0,5.101091930999246,0.0,True
2025-02-20,50,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,47502.592495392375,1358.8043647342115,1466.239756352305,50327.636616478885,73216.58222112467,70226.41314350291,306.1353307453928,242.63029583333883,7487.905781491082,2280.700285257421,3,0,1.8189894035458565e-12,0.0,5.290267106000101,0.0,True
2025-02-21,51,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,15209.958487127278,77.49638960077581,877.9763756300522,16165.431252358107,37448.789407438366,37670.279907727956,259.74836013981223,6218.144244405628,2280.700285257421,5354.825498605106,3,0,2.2737367544323206e-13,0.0,5.24979973200243,0.0,True
2025-02-22,52,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,16195.315473156246,108.7827368316745,1438.7125802534106,17742.810790241332,39975.445417193485,39961.635992891876,419.3707817529687,3873.861754856723,5354.825498605106,10718.085610216274,3,0,1.1368683772161603e-13,0.0,5.131316626997432,0.0,True
2025-02-23,53,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,46658.98943560502,1325.175642735547,3961.992111056514,51946.15718939709,73096.18163139654,70509.74792709413,981.4098021845002,205.2666748617855,10718.085610216274,6760.887068274455,3,0,1.4875392063453936e-13,0.0,4.759716908003611,0.0,True
2025-02-24,54,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,48428.762591450606,194.8641080089268,2385.653195868551,51009.27989532808,73896.76024812527,74168.68848528195,473.77966317880816,655.120987499997,6760.887068274455,6791.541058159591,2,0,1.7053025658242404e-12,0.0,5.106440143004875,0.0,True
2025-02-25,55,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,44536.57003040226,2332.2930810193766,3107.8415316575047,49976.704643079145,77234.51581954825,70959.79408975184,653.9035296489155,310.3038624999979,6791.541058159591,7501.856940522059,3,0,1.7053025658242404e-12,0.0,5.13698199299688,0.0,True
2025-02-26,56,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,45872.30566155593,1007.7643574493477,2964.8217163203567,49844.89173532565,69007.03820205797,71930.38871873848,642.9352802487001,493.64067268518386,7501.856940522059,6888.33331848294,3,0,1.1368683772161603e-13,0.0,5.134089127997868,0.0,True
2025-02-27,57,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,42672.782833160294,597.5455682904798,2205.239665471274,45475.56806692204,65833.36023512064,66042.90335096393,448.83372439637026,252.7038583333321,6888.33331848294,2216.80036373582,2,0,1.1368683772161603e-13,0.0,4.933875286995317,0.0,True
2025-02-28,58,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,14674.41917601753,114.95165934738058,1287.8017175575546,16077.172552922466,37689.328696447075,37679.70865539154,416.57793793911446,7310.892418788343,2216.80036373582,6877.228602927088,3,0,1.1368683772161603e-13,0.0,4.754314124002121,0.0,True
2025-03-01,59,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,15079.564278621998,197.39213329247832,1355.153213493296,16632.109625407775,39258.11044381999,38300.966599820276,381.3103372363843,7244.774459722312,6877.228602927088,10672.221067845114,3,0,1.1368683772161603e-13,0.0,5.094352379994234,0.0,True
2025-03-02,60,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,50533.23966363116,1107.793859701966,2461.1721105701413,54102.20563390327,76321.32059810459,76691.04788462468,457.49165555555714,134.32283333333316,10672.221067845114,8262.933639458068,3,0,1.7053025658242404e-12,0.0,4.663508133002324,0.0,True
2025-03-03,61,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,48384.3141604992,2373.399634696534,3391.6182451030445,54149.33204029879,78474.75081827243,73793.85638415725,816.3499488290744,126.64445833333411,8262.933639458068,5358.480137962502,2,0,1.1368683772161603e-13,0.0,6.040463462995831,0.0,True
2025-03-04,62,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,48566.21250931728,681.9870082064017,3657.230327354677,52905.42984487837,74306.78302407268,76150.29857524397,961.3754189592884,348.31193333333545,5358.480137962502,7444.506896005809,2,0,1.5631940186722204e-13,0.0,5.595469877000141,0.0,True
2025-03-05,63,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,44952.35871545192,1785.6620783197927,4261.343818731703,50999.36461250342,77937.41842844861,72930.2258160664,996.0149333400177,488.63006666666683,7444.506896005809,9107.187492173434,3,0,1.1368683772161603e-13,0.0,5.056606690995977,0.0,True
2025-03-06,64,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,41548.5189386644,287.74938950804597,1889.8586299685892,43726.12695814104,63763.48938114909,63965.298693286764,400.7468023605222,784.3160486111109,9107.187492173434,1961.5207316695776,3,0,1.4033219031261979e-13,0.0,5.027943282999331,0.0,True
2025-03-07,65,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,14549.13480741364,105.43143194165,1960.743105302185,16615.30934465748,37088.814327286396,36814.1601976264,675.1466743872222,9559.325516820692,1961.5207316695776,5891.189570757956,3,0,1.1368683772161603e-13,0.0,5.055424269994546,0.0,True
2025-03-08,66,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,14240.482689589786,121.39696539416208,312.1545197997333,14674.034174783683,36443.92837146795,37274.04025821776,106.33536586405394,10311.56117402125,5891.189570757956,10671.912436207362,3,0,1.1368683772161603e-13,0.0,5.349057269995683,0.0,True
2025-03-09,67,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,40206.712934274256,2016.3261754168495,1684.6439593445534,43907.68306903566,71178.61994531397,64525.081259326675,349.71044610653524,512.3631805555547,10671.912436207362,7514.364483056484,3,0,1.1368683772161603e-13,0.0,5.264886751996528,0.0,True
2025-03-10,68,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,45449.902558235306,510.81004963204583,3326.011266702592,49286.72387456995,69676.2524602125,70707.86212463523,764.4969053803493,413.29766250000097,7514.364483056484,6026.891265898605,3,0,1.3145040611561853e-13,0.0,5.201123724000354,0.0,True
2025-03-11,69,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,43035.79170761773,1802.512431547882,2517.26144542331,47355.56558458893,63561.944001746575,69580.03793987604,590.6687006342423,704.1234937948245,6026.891265898605,6913.199702042256,3,0,2.2026824808563106e-13,0.0,5.359888271006639,0.0,True
2025-03-12,70,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,41163.50177803407,1864.813628174772,1806.5186767399723,44834.834082948815,72326.01853184888,66790.82581312882,397.5343266114838,781.7789569444458,6913.199702042256,6658.081279838231,3,0,1.1368683772161603e-13,0.0,5.1874904689975665,0.0,True
2025-03-13,71,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,43810.31681002844,561.1954091882882,3160.008530458914,47531.52074967565,67194.03083223006,67461.6079007589,654.4946823287253,62.847459722224826,6658.081279838231,1990.5694147589986,3,0,1.4299672557172016e-13,0.0,4.9458162450027885,0.0,True
2025-03-14,72,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,13306.332006986837,149.65595889791115,1028.3244119062413,14484.31237779099,34769.890233133614,35336.96783024549,311.72334583333117,12328.988209722222,1990.5694147589986,6460.960568594423,3,0,1.1368683772161603e-13,0.0,4.579986932993052,0.0,True
2025-03-15,73,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,13473.020053866268,140.161889112663,1472.578152955174,15085.760095934103,34553.900706063345,34980.897422256865,422.5486750596511,7533.714628201925,6460.960568594423,10494.18303319752,3,0,1.7621459846850485e-12,0.0,4.896306904003723,0.0,True
2025-03-16,74,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,40498.14974795725,887.7832960179466,896.302590249268,42282.23563422446,64539.28630927741,64638.66724339246,227.026161069482,491.35029999999824,10494.18303319752,6903.322793804465,3,0,2.2737367544323206e-13,0.0,5.148982425998838,0.0,True
2025-03-17,75,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,36822.54001308473,1727.9246444698538,1804.4307814580272,40354.8954390126,63929.64094939566,60988.5073240053,531.471199879941,293.40862731481167,6903.322793804465,6865.985297673245,3,0,1.1368683772161603e-13,0.0,4.661080434998439,0.0,True
2025-03-18,76,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,40191.454393259686,2310.4985792161438,1531.141513264182,44033.09448574,72757.724957173,65966.36139017637,330.1520002436418,643.8888347222234,6865.985297673245,6850.972960297482,3,0,1.1368683772161603e-13,0.0,4.9680836830011685,0.0,True
2025-03-19,77,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,39233.183399055284,1324.0989296844468,2577.899401020304,43135.18172976003,60291.77953271083,64899.942152854455,835.3432843074439,1056.8731117283974,6850.972960297482,7754.920978970232,3,0,1.7408297026122455e-13,0.0,5.100506163005775,0.0,True
2025-03-20,78,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,36552.71162472278,1550.220031016026,6381.128646330557,44484.06030206936,60685.6678479458,56966.174339292214,1875.3714915444098,0.0,7754.920978970232,1300.3926068799194,2,0,4.9382833822164685e-08,0.0,4.582345367001835,0.0,True
2025-03-21,79,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,12911.304592849337,100.54421620859931,1796.6661579635152,14808.514967021452,34899.29748684497,34836.46160274111,693.3301994745998,15244.352348572294,1300.3926068799194,7008.700412973939,3,0,8.526512829121202e-13,0.0,4.557574464997742,0.0,True
2025-03-22,80,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,12686.206157200068,102.48456608176042,583.9650510678632,13372.65577434969,33205.127489516104,32888.86150661933,317.5100416158755,11416.209665516068,7008.700412973939,10095.438301031885,2,0,1.1368683772161603e-13,0.0,5.145612054999219,0.0,True
2025-03-23,81,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,37044.66229707675,1609.0505105982843,2047.898998299932,40701.611805974964,65802.16212151526,61262.84831885304,468.56343875404605,1162.5929236111085,10095.438301031885,7523.570688011254,3,0,1.1368683772161603e-13,0.0,5.419946840003831,0.0,True
2025-03-24,82,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,37239.96823385184,1140.892934416047,2030.6899691834828,40411.551137451366,63604.305504853604,61135.56889345855,632.1028064713585,849.1273109789229,7523.570688011254,6815.2232774873855,3,0,1.1368683772161603e-13,0.0,4.650865859999612,0.0,True
2025-03-25,83,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,38526.75836560497,2691.3269122480306,3802.9667698285825,45021.05204768158,72430.94140945711,63569.91046152798,993.1042651251888,0.3514333333333333,6815.2232774873855,7408.012165328821,3,0,1.8189894035458565e-12,0.0,5.361223981002695,0.0,True
2025-03-26,84,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,35726.28196491419,1325.5429696369874,832.5178753649134,37884.34280991609,60687.10586150597,58766.57504125218,255.10543083839696,715.8601099798606,7408.012165328821,6688.018768221154,3,0,1.1368683772161603e-13,0.0,4.952580690995092,0.0,True
2025-03-27,85,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,34146.73583202333,1507.9326656787935,4459.299839764502,40113.96833746662,60353.92524243308,55412.766820351666,1496.1090408995456,71.36046666666294,6688.018768221154,1996.110538643308,3,0,1.1368683772161603e-13,0.0,4.918748060001235,0.0,True
2025-03-28,86,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,12577.443716470707,27.644774341809963,596.6549497847643,13201.74344059728,33813.561890316836,33761.96053629268,238.05907842496052,15932.84226307847,1996.110538643308,6638.888334205225,3,0,1.1368683772161603e-13,0.0,4.700677920998714,0.0,True
2025-03-29,87,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,12054.155782244114,133.91032716210356,1168.626768098268,13356.692877504483,32060.78056368034,32475.217291008834,393.65240210961053,18793.13979192839,6638.888334205225,10664.448277408708,3,0,1.1368683772161603e-13,0.0,4.901418047003972,0.0,True
2025-03-30,88,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,30638.287693053957,1954.7460801831546,6019.45755028576,38612.491323522874,57684.84592725512,50105.531574920984,1942.9765389680445,80.80273888888598,10664.448277408708,5012.414501310037,3,0,1.1368683772161603e-13,0.0,4.954677102003188,0.0,True
2025-03-31,89,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,35749.87186505027,1045.4476132845332,4305.582856678013,41100.90233501282,55701.043302402235,59989.72438667811,1302.0031327871977,462.0249772308139,5012.414501310037,6142.556548139913,3,0,3.410605131648481e-12,0.0,5.186281225003768,0.0,True
2025-04-01,90,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,38528.71056146185,1602.7580707737502,3833.0922098780434,43964.56084211364,67229.90997111818,62834.13777982678,1091.9702985722204,714.497576388887,6142.556548139913,5990.452390812463,3,0,1.7053025658242404e-12,0.0,5.120641192996118,0.0,True
2025-04-02,91,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,38674.27709840097,266.12591293878575,3561.2840829944653,42501.68709433422,65464.3086858726,65035.576956762365,943.0574797884519,427.5770833333338,5990.452390812463,7507.253694504041,3,0,2.2737367544323206e-13,0.0,4.953608884999994,0.0,True
2025-04-03,92,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,33536.01872160934,1820.1314342509877,2161.5363272481227,37517.68648310845,59253.38308816757,53466.29614874841,645.1989106073272,880.4619181621143,7507.253694504041,1990.569414749963,3,0,1.5146262753687342e-13,0.0,4.627368683999521,0.0,True
2025-04-04,93,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,11716.365409396913,21.441325348774342,1204.3185603777852,12942.125295123473,32115.81107918171,32145.28752269886,509.913941522078,18699.703095721787,1990.569414749963,7131.332100109629,3,0,1.1368683772161603e-13,0.0,4.891446617002657,0.0,True
2025-04-05,94,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,11647.79985215735,91.75768967426947,5519.892175088599,17259.449716920222,30441.11128154271,30736.082034019746,2310.0013286811886,15071.730871749944,7131.332100109629,10658.998933320914,3,0,1.1368683772161603e-13,0.0,5.113088714999321,0.0,True
2025-04-06,95,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,33011.875210366336,1669.741150171311,2499.9027576498447,37181.5191181875,57333.23690479032,53800.37753558676,752.5514537578301,1020.42612546296,10658.998933320914,6765.463138231072,3,0,1.1368683772161603e-13,0.0,5.036195915003191,0.0,True
2025-04-07,96,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,32531.001002891287,654.0746675164207,1987.602559829741,35172.67823023745,52820.24846745383,54714.11401317784,632.7966549483328,315.427475000001,6765.463138231072,6053.415257591291,3,0,1.1368683772161603e-13,0.0,5.217433026002254,0.0,True
2025-04-08,97,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,34306.73603814341,1442.9342242527662,4083.6902380339425,39833.36050043012,62716.00445969213,57608.433247240624,989.0155786738925,996.3840369887051,6053.415257591291,6392.78794380688,3,0,1.1368683772161603e-13,0.0,4.547788537005545,0.0,True
2025-04-09,98,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,37022.92043145881,429.76870097297456,3790.428067560356,41243.11719999214,61309.30474672821,62486.67102378116,967.390148932067,692.0572541666671,6392.78794380688,6819.396873335033,3,0,1.1368683772161603e-13,0.0,5.175526637998701,0.0,True
2025-04-10,99,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,32150.644007054085,1100.2161439733934,4062.7349154490375,37313.59506647651,54202.674164973614,52865.330991378156,1079.2732537376455,399.0747472227507,6819.396873335033,2138.6466761536853,3,0,1.1368683772161603e-13,0.0,4.764106979004282,0.0,True
2025-04-11,100,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,11636.839813946997,129.28025036053333,3490.5313435235153,15256.651407831043,31032.400853658866,31430.139657213498,1304.0003033719574,19771.646458294512,2138.6466761536853,7557.018624730321,3,0,1.1368683772161603e-13,0.0,5.208513680001488,0.0,True
2025-04-12,101,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,10973.196394871464,201.9210920921629,903.2819888677975,12078.399475831426,30024.59091850232,29543.089887496917,376.71339724762527,15565.279808027095,7557.018624730321,10680.750144977086,3,0,1.1368683772161603e-13,0.0,5.110648752997804,0.0,True
2025-04-13,102,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,32017.70065494396,363.64201070869944,3389.2958170122006,35770.63848266486,53009.62420175475,52919.13113901166,915.9056524076802,167.0759632716048,10680.750144977086,7529.944532860773,3,0,1.1368683772161603e-13,0.0,5.0024061989970505,0.0,True
2025-04-14,103,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,30884.089460742158,1804.5585889920437,7777.03079879885,40465.678848533054,57800.13341724213,52341.66655339325,2216.4599189293594,1563.110047554481,7529.944532860773,5918.02894698202,3,0,1.1368683772161603e-13,0.0,4.793229544004134,0.0,True
2025-04-15,104,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,31149.19384148013,555.3193659434683,4495.366901394029,36199.88010881762,50570.585629462556,52427.80293476384,1010.9595773191519,776.867974537035,5918.02894698202,5421.430923318297,3,0,1.1368683772161603e-13,0.0,4.937495348000084,0.0,True
2025-04-16,105,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,34303.18258291836,790.4923071398695,3867.872583894896,38961.54747395313,58358.17809027956,57961.53938357939,1083.0032119191462,90.82629166666754,5421.430923318297,5825.566468501761,3,0,1.1368683772161603e-13,0.0,5.235225630996865,0.0,True
2025-04-17,106,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,31031.17595856189,782.4729848039699,5032.0192030440485,36845.66814640991,48059.86477836604,51155.63475040388,1302.2190768910718,379.3876656830175,5825.566468501761,2178.3227513271036,3,0,1.1368683772161603e-13,0.0,4.538612688003923,0.0,True
2025-04-18,107,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,9958.849199371642,57.03092126954169,3105.9422057149095,13121.82232635609,27173.25436499119,27220.392226885167,1382.3555113086832,18335.927328356243,2178.3227513271036,4061.730761689049,3,0,4.547473508864641e-13,0.0,4.984834108996438,0.0,True
2025-04-19,108,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,11774.979176756915,160.648023294746,1048.8928874737255,12984.520087525387,32061.583539824533,32593.254109782276,434.82913137750006,17069.844847646367,4061.730761689049,10609.021388969835,3,0,1.1368683772161603e-13,0.0,4.4107055439963005,0.0,True
2025-04-20,109,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,30697.200160541106,452.02577210174746,3309.2581560843455,34458.4840887272,48982.581728385645,50472.09771767845,1059.690932451247,275.20546027885064,10609.021388969835,7047.285006114583,3,0,1.1368683772161603e-13,0.0,5.677407880000828,0.0,True
2025-04-21,110,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,29882.360750412623,1068.6609270447607,4928.024344025357,35879.04602148275,55027.45524758334,50961.04083859439,1311.9028848303205,2809.473691804622,7047.285006114583,5841.849408578463,3,0,1.1368683772161603e-13,0.0,4.49126455700025,0.0,True
2025-04-22,111,M1_M6,causal_load_main,A_q2_aligned,1200.0,delivery_time_actual_price,32763.49865746447,749.7445533507921,4465.64825485663,37978.89146567189,53575.72498609239,55844.55907216038,1414.7684744480105,496.2064013888912,5841.849408578463,7662.493203291734,3,0,1.1368683772161603e-13,0.0,4.461113530000148,0.0,True
