date,day_index,history_cutoff_date,k_target,k_effective,risk_alpha,risk_q_floor_kwh,price_source,chosen_price_model,planned_q_kwh,planned_q_sha256,n_scenarios,load_information_case,year_end_rule,settlement_rule
2025-04-22,111,2025-04-21,8,8,0.6,779.3275011904775,price_module,2,57519.996731271865,ee72f7007e7a40fa7941ff41dc3a8b5838b7064c8d3bc91e4f45d6417df31647,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-04-23,112,2025-04-22,8,8,0.6,994.043030357144,price_module,2,53127.33414150793,7646662c4314550028cf1717b6875919ed00f4287ce79d3bf78580863c011380,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-04-24,113,2025-04-23,8,8,0.6,932.0052357142849,price_module,2,48592.913770548475,41cd71cac878589e1dfe451a896dbeecdb175a21e0dc96629b28c369d2eb3066,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-04-25,114,2025-04-24,8,8,0.6,752.3276404761905,price_module,2,29054.45007966887,f0a901b303bf21c08785234536a6d95d843e476b3faf6f0a1250154dfa6ced84,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-04-26,115,2025-04-25,8,8,0.6,953.279444642857,price_module,2,31102.246218040313,763241858051da13295d9eddd59b439a7e2a780adcf8d3a36b84dacbdadedbcc,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-04-27,116,2025-04-26,8,8,0.6,941.0282791666668,price_module,2,46470.045835370656,b7091ccfb22f3a48c578d66bf7c6844a92032b37c5b083cc05ff21be58deecc5,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-04-28,117,2025-04-27,8,8,0.6,941.0282791666672,price_module,2,51934.85507181437,a58dc0b8e8b83e54f0304cb199fe018e916ab9a19368cf699c694ffe2806cc0b,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-04-29,118,2025-04-28,8,8,0.6,767.1971720238098,price_module,2,54683.837974705755,f4e2052599871b436fe9c7b44bfd8f379d31530915f6cd6142a582715c6c7ffa,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-04-30,119,2025-04-29,8,8,0.6,899.0497529761903,price_module,2,51575.34022742743,13d81abf8048fbb0ddf12b4acf93930ba05f8eec73385cc30b4c1942d31a682e,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-01,120,2025-04-30,8,8,0.6,847.3123035714286,price_module,2,44832.63665909577,94088937734a4484c2059107b1df3ebc54ac52b41403a6d15312b91018cae07c,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-02,121,2025-05-01,8,8,0.6,847.3123035714289,price_module,2,30039.446373932053,138be25f698aa9f893e4f9aa47d20f3bd6a7438fc3c566e0b59d79e844374bc3,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-03,122,2025-05-02,8,8,0.6,1141.5148488095238,price_module,2,29768.3810977439,44bfb23edc9361fb22197956aca3b8a5600d9234c160bad4a0aab263b2340387,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-04,123,2025-05-03,8,8,0.6,1197.6762541666658,price_module,2,49269.6931685912,42b931f66dcf46ae4fc8f81101de7805032d571345fa9ff9bd10ad0c51e8c2c8,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-05,124,2025-05-04,8,8,0.6,1625.2891904761887,price_module,2,54308.9346583591,936c1f7ba98546c1608516fd037b11a06a2adc128210e7138a7738ad5789e0f9,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-06,125,2025-05-05,8,8,0.6,1162.4083154761897,price_module,2,54757.738232070944,33966bbd87aee8e6edc7a66e16773fb1d5ebed088d0f63f1bfc5858ee3fa65c6,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-07,126,2025-05-06,8,8,0.6,1162.4083154761893,price_module,2,56309.956671593434,47d4246b7e924b81fe335cf62ea296415597f8de843515cfc98fb9a56d304b15,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-08,127,2025-05-07,8,8,0.6,974.2796404761897,price_module,2,48233.273864725496,a6c3674529c7f958c3db29cd0edb73d432bd041daba712392628732250fc33ee,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-09,128,2025-05-08,8,8,0.6,1569.5572470238085,price_module,2,29160.838903942036,983cf2bbebaf8fc053ab44205b4a839fe2ec197446bbf4bc3eeff5002a2329af,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-10,129,2025-05-09,8,8,0.6,1027.52570297619,price_module,2,33024.49204784676,ee7f2a64ea432a98680f498bde55c3ac4e1213ff291fb7b76af87444f94beddc,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-11,130,2025-05-10,8,8,0.6,1131.2703255952374,price_module,2,50221.4452930536,afdb8cb5a38df218154405db185e1357d526e3fc9a1d64aabadd70e5bb7e1ae0,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-12,131,2025-05-11,8,8,0.6,1729.397122619048,price_module,2,60335.92639050253,f0705d34d1cc46ce6eb03ee31e3a9836e1f83d7be48e063d0be57f53f9d60d25,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-13,132,2025-05-12,8,8,0.6,2205.53785892857,price_module,2,56269.95587118392,4d0880ecdb752e5578272b7dd70dc84c9a2da2ca23214ca350c7888d5fb17bf5,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-14,133,2025-05-13,8,8,0.6,1898.972324404761,price_module,2,55161.424909791094,45ec90ae3a9e7e806b2430b28a7a2ef9187dd480445ce939056e45252d78d1d7,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-15,134,2025-05-14,8,8,0.6,1898.9723244047614,price_module,2,52316.58996173784,ef89972de9bcd01d3863f6740082371f7a72ffa8f164dcc29e1362160baa0983,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-16,135,2025-05-15,8,8,0.6,1898.9903767857136,price_module,2,28684.939777159136,40a54481daf5ecf8a41c54c94119670d1264b8b57a895ea7aa67b3aa404d8dcc,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-17,136,2025-05-16,8,8,0.6,1975.280745833334,price_module,2,34061.87813752491,b5879e922e7c6be40b67bfee6bf9a602c6559898155ef7e97dbbcc1231daa983,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-18,137,2025-05-17,8,8,0.6,2591.147998809524,price_module,2,49191.40323001944,48cade88758a527fcb419f1a653d93e145860d3b696e1a29898f1c67c44a4f90,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-19,138,2025-05-18,8,8,0.6,2586.713360714285,price_module,2,56927.33602590368,3c71a1b89bfbf1e48f8000c8a639b5933fe1bb936d7138a0319b4d222b4d9a5a,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-20,139,2025-05-19,8,8,0.6,2945.2107136904756,price_module,2,54840.73599022455,1916e5c6ee3c83ee75f35972fe45bc3a75674fcdba55cef0d9d07a5d427a3f1f,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-21,140,2025-05-20,8,8,0.6,3008.0098541666666,price_module,2,57823.14377770682,b91afe161ff9ab137c85b2a4f1d2717177ca84bbaa40997c795678e44141fde1,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-22,141,2025-05-21,8,8,0.6,3877.2190601190478,price_module,2,55324.0041177367,ab746d4da286b0046bccb472cfaa3e8a8efb9742fbfad090d7a59bfd71afd191,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-23,142,2025-05-22,8,8,0.6,3877.215955357142,price_module,2,29812.119822409768,9794131d660c4103d2182f48538f08682197f9e7c873efff4a90691f0b90374a,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-24,143,2025-05-23,8,8,0.6,3877.214250595238,price_module,2,34739.677834278154,dd0b4133ebd31eb2e7636f59b1a9104c3e18c5e2382126b079f38d7bc3ed20cb,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-25,144,2025-05-24,8,8,0.6,3836.112085119047,price_module,2,49363.97017479803,13ebaadb3b4d77f8159e6a2329462baf91f60d86bcf86099e513b9793a96fad9,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-26,145,2025-05-25,8,8,0.6,2807.5749529761915,price_module,2,53086.83634901555,8dc670df497e9cc51a06b61e4d632faa45a13abf570ce0dd03c742c525cc7843,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-27,146,2025-05-26,8,8,0.6,3237.445530357143,price_module,2,57594.83681933327,34160f425d300716862ff8b086ab2134d91cc705c0659e99a64d758d72569874,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-28,147,2025-05-27,8,8,0.6,2923.207775595237,price_module,2,53672.191322103325,19e6c3e630f1932f012718d11529ac231669165fc78636f72841a68cfaaec4f2,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-29,148,2025-05-28,8,8,0.6,3004.334308333333,price_module,2,54709.80957343993,cec26ed040edb2bdfd50f7149253ac1118d0157b77bc5a933e338a2276a4c493,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-30,149,2025-05-29,8,8,0.6,3315.809414880953,price_module,2,28291.507621756784,cd0993861126ad7173602f16cefed1c0e440dfcc1ecee827436416c6ec87241a,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-05-31,150,2025-05-30,8,8,0.6,2926.706020833334,price_module,2,35264.404390266514,8e58868cc4cbfad907f1adda53599cbac9b6f046d630bcd48769f73e311d2d49,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-01,151,2025-05-31,8,8,0.6,2961.928729761905,price_module,2,51534.91944136885,f8f205632ea6d480e77b801cfc6dfcec6ba9b2a3edf12903ba24e7b39a24cf7d,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-02,152,2025-06-01,8,8,0.6,3736.256314880953,price_module,2,59973.795581842205,38bf545c94212856188366828d64a5db988d549643806f6a13657a20c3f07e2c,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-03,153,2025-06-02,8,8,0.6,4350.999595833333,price_module,2,64274.53844726681,f0fdfe9cdf50df1d62ed5b01536071e836b267bbc786dea34fc8017e188d0f79,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-04,154,2025-06-03,8,8,0.6,4547.892197619049,price_module,2,62507.457326058066,73c3a7e32f70bafcc5c01a713e4f1ab39e659f8f18ce1290f67f7d19a9ab1463,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-05,155,2025-06-04,8,8,0.6,3278.679862499999,price_module,2,64408.25893393731,be9d37e5522bcda819e977a9767718d139bba271bdd8f5f1707763bf349c6fdf,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-06,156,2025-06-05,8,8,0.6,3278.679862499999,price_module,2,31064.3752272865,91e932f7aafc2c97f030c50bc96d7a831f40e5517f3cd8ef60db7bb35d4eec2e,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-07,157,2025-06-06,8,8,0.6,3778.7211982142862,price_module,2,39517.4118656989,f0f2162d755ac0c63f6f619a23dd4487a320a2507941b5eaa851909ab9faef86,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-08,158,2025-06-07,8,8,0.6,3401.9060857142845,price_module,2,71716.7081113628,62fd015207dd8d4e7007f90c097c3041e7f65d7a51902ec61e7de002e0e6c2a3,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-09,159,2025-06-08,8,8,0.6,3825.0291886904756,price_module,2,77081.10722358194,62a9fc28e1b7bc9814401d17386b13d0be294b4bfc3eb91b56008ea4fbd4f2d3,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-10,160,2025-06-09,8,8,0.6,4438.3528386904745,price_module,2,80399.07130614818,995f23eb8b5db320ec79d20fba09b64d63c56727881e406901d0ddf3aa24de56,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-11,161,2025-06-10,8,8,0.6,4741.114801190477,price_module,2,79981.53145520558,4dc538465a8721f3b713dff2cb875baf04558c1f930fd860dfbd24b04c095d95,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-12,162,2025-06-11,8,8,0.6,6000.85339464286,price_module,2,82646.46199040463,b59a83c429e514c769f5d3b54256cae8f24a16fe1989de549fde9d18199bee26,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-13,163,2025-06-12,8,8,0.6,8106.501836904764,price_module,2,40136.31043750037,c3fa9ab202e7b6aae87a66634096c7cff2144f495c40f9a69fe7eda767abe08d,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-14,164,2025-06-13,8,8,0.6,8029.841655952383,price_module,2,45549.39034214755,072174594909aac1ba57d73943f77926f043fb8db4a9bd4b80041abbac6eaba2,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-15,165,2025-06-14,8,8,0.6,7273.201910714286,price_module,2,78109.00963790859,7bc3e2558b025fdc7d0a75cce98fe14b4d7d0e45000bd3397bc69b5e0efb41b3,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-16,166,2025-06-15,8,8,0.6,7278.015858928571,price_module,2,84298.8432045742,b58319acab1e654cd0312e646782ef1bfb8a47795ef5dfce7c7b1c6e8f2d3562,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-17,167,2025-06-16,8,8,0.6,9593.106243452381,price_module,2,81128.68493542192,eca38cf6c31006391439b00d1189ae172586ac84cc596ff4cea5d28e9c57b288,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-18,168,2025-06-17,8,8,0.6,9593.106243452383,price_module,2,82951.67672192774,45ce5aa239b3afb86a55fbc58fedc325db63040c9f4853b8803ef825f1b7159d,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-19,169,2025-06-18,8,8,0.6,9593.106243452383,price_module,2,83126.08482383363,963e12f8e3fa604f94240ae5820a3d6ff16d2aebb09e2c63ec12a35f7b44436d,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-20,170,2025-06-19,8,8,0.6,9593.106243452383,price_module,2,39294.870680125314,7d4816afc58e9a5e9967ecee584b19807f6c7b10ebd550c3be1a7a01a8059632,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
2025-06-21,171,2025-06-20,8,8,0.6,9452.755554166668,price_module,2,43870.66880550662,4110603907d4ed4268b412b23b313929a73eb77acac35ffbba78c8da4a497fa8,8,causal_load_main,q2_accepted_no_hard_terminal,delivery_time_actual_price
