date,period_index,time_label,q_or_g0_kwh,g_final_kwh,x_kwh,emergency_kwh,charge_kwh,discharge_kwh,curtailment_kwh,soc_start_kwh,soc_end_kwh,actual_load_kwh,actual_pv_kwh,actual_price,price_forecast_used,last_update_time,balance_residual_kwh,normal_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan
2025-09-07,41,07:00,0.0,0.0,0.0,0.0,0.0,449.37041666666664,0.0,4548.889880929584,4075.211871007732,816.9766666666666,367.60624999999993,0.7905,0.7509936034222162,06:00,0.0,0.0,0.0,0.0
2025-09-07,42,07:10,0.0,0.0,0.0,0.0,0.0,373.79611666666676,0.0,4075.211871007732,3681.1961679435008,811.6449666666667,437.84884999999997,0.7715,0.7463062115814874,06:00,0.0,0.0,0.0,0.0
2025-09-07,43,07:20,0.0,0.0,0.0,0.0,0.0,318.66549999999984,0.0,3681.1961679435008,3345.293237371372,818.6454999999999,499.98,0.7803,0.7278747527578443,06:00,0.0,0.0,0.0,0.0
2025-09-07,44,07:30,0.0,288.827625,288.827625,0.0,44.675124999999866,0.0,0.0,3345.293237371372,3387.675782297191,800.565,556.4124999999999,0.7342,0.6736089479435159,06:00,0.0,212.057242275,106.02862113749998,0.0
2025-09-07,45,07:40,0.0,748.0975826006884,344.77337611920655,0.0,231.27634278587323,0.0,0.0,3387.675782297191,3607.083785932354,737.6144666666667,624.1174333333333,0.6011,0.620573972328638,06:00,0.0,449.68145690127375,224.84072845063685,0.0
2025-09-07,46,07:50,0.0,0.0,0.0,0.0,0.0,198.17796666666675,0.0,3607.083785932354,3398.1858670231563,870.8419,672.6639333333333,0.8084,0.7766658529740469,06:00,0.0,0.0,0.0,0.0
2025-09-07,47,08:00,0.0,0.0,0.0,0.0,0.0,424.29374999999993,0.0,3398.1858670231563,2950.940984698467,1125.6499999999999,701.3562499999999,1.2261,1.0338058397691026,06:00,0.0,0.0,0.0,0.0
2025-09-07,48,08:10,0.0,0.0,0.0,0.0,0.0,423.7011166666666,0.0,2950.940984698467,2504.3207927573353,1164.8485666666666,741.1474499999999,1.2577,1.0491025466422481,06:00,0.0,0.0,0.0,0.0
2025-09-07,49,08:20,0.0,0.0,0.0,0.0,0.0,337.08518333333325,0.0,2504.3207927573353,2149.001811147748,1120.3266666666666,783.2414833333333,1.1236,1.0141540323564817,06:00,0.0,0.0,0.0,0.0
2025-09-07,50,08:30,0.0,0.0,0.0,0.0,0.0,268.1441666666666,0.0,2149.001811147748,1866.3530418295925,1103.4066666666665,835.2624999999999,1.0576,1.0149140351757089,06:00,0.0,0.0,0.0,0.0
2025-09-07,51,08:40,0.0,0.0,0.0,0.0,0.0,175.93043333333344,0.0,1866.3530418295925,1680.906082138345,1090.9684,915.0379666666665,1.0685,0.9474753860704547,06:00,0.0,0.0,0.0,0.0
